city,material,available_quantity,processing_capacity,imports,exports,future_availability
Erode,plastic,499.99,558.28,30.56,82.96,427.76
Chennai,battery,1111.56,143.88,94.56,43.37,1214.53
Coimbatore,metal,725.6,411.29,131.47,47.2,873.92
Erode,metal,629.07,539.51,93.16,9.02,735.24
Tiruppur,textile,1147.75,423.81,177.8,26.57,1290.66
Coimbatore,textile,235.77,155.25,165.26,36.29,388.98
Chennai,plastic,1109.21,597.2,120.2,51.33,1183.2
Tiruppur,plastic,689.49,427.48,16.1,67.57,658.91
Coimbatore,paper,552.84,721.6,16.91,37.4,579.96
Erode,metal,347.58,566.86,128.24,65.91,425.87
Coimbatore,textile,91.2,300.75,95.62,106.17,96.49
Salem,plastic,232.53,967.44,58.63,60.75,141.92
Salem,textile,1176.0,720.99,129.62,81.04,1270.76
Tiruppur,battery,781.66,759.74,111.57,15.72,934.0
Chennai,paper,516.34,302.33,13.67,39.41,514.71
Chennai,paper,849.86,348.74,118.28,108.71,871.14
Coimbatore,paper,910.04,371.6,50.48,32.16,913.38
Coimbatore,metal,795.11,166.2,64.61,87.59,767.58
Erode,plastic,530.69,741.53,11.76,45.08,492.11
Coimbatore,battery,893.9,142.7,55.79,125.66,843.57
Chennai,paper,478.89,437.38,153.81,47.79,569.83
Coimbatore,battery,600.48,766.01,107.61,15.42,668.84
Tiruppur,metal,116.81,153.86,80.41,33.27,169.75
Tiruppur,metal,481.17,218.9,55.07,98.2,469.02
Erode,paper,363.59,287.48,48.22,104.0,332.48
Coimbatore,metal,780.21,669.75,62.85,97.18,783.12
Chennai,plastic,287.42,234.55,106.75,139.57,232.54
Salem,paper,384.77,320.59,71.61,109.95,341.21
Tiruppur,textile,389.08,687.26,18.07,47.88,324.3
Tiruppur,metal,1168.44,837.16,42.55,109.42,1059.92
Erode,battery,1086.34,842.28,38.07,149.89,980.26
Chennai,paper,1030.63,124.74,29.54,21.84,1131.01
Coimbatore,battery,763.13,463.37,64.85,122.35,698.36
Coimbatore,battery,65.97,418.04,47.02,43.91,54.8
Coimbatore,battery,947.27,707.55,72.02,84.25,887.46
Tiruppur,paper,1062.28,841.44,25.16,35.05,1045.27
Erode,metal,463.5,751.67,104.09,33.92,469.6
Tiruppur,paper,333.82,288.57,10.82,118.67,207.47
Tiruppur,textile,788.14,470.34,75.65,37.22,860.08
Salem,paper,419.28,101.12,22.07,95.37,392.35
Tiruppur,textile,1001.63,553.51,83.05,28.38,1069.74
Chennai,plastic,796.23,482.56,164.16,138.24,878.67
Tiruppur,textile,891.35,150.93,116.45,114.52,1009.71
Erode,metal,162.98,721.58,166.34,128.32,196.97
Chennai,metal,1114.9,804.79,35.2,43.49,1103.23
Salem,metal,419.9,252.33,65.84,7.85,463.83
Coimbatore,textile,334.54,884.2,42.27,128.48,273.04
Coimbatore,textile,430.32,249.43,39.84,44.2,486.56
Chennai,battery,771.34,826.85,157.08,48.19,870.85
Salem,textile,1092.83,884.82,146.53,8.5,1215.98
Tiruppur,metal,231.17,474.88,67.46,17.75,254.65
Coimbatore,metal,729.36,691.18,158.54,92.86,807.27
Tiruppur,plastic,544.02,335.83,102.48,63.63,558.78
Erode,paper,1141.94,994.12,117.99,21.41,1269.63
Erode,battery,608.69,936.39,30.65,80.24,550.76
Coimbatore,battery,1161.89,270.71,189.87,105.38,1295.73
Erode,textile,900.58,910.13,44.23,33.42,858.16
Erode,battery,913.86,153.58,74.59,46.78,926.98
Coimbatore,metal,394.22,671.05,177.83,70.95,472.74
Coimbatore,textile,128.18,105.55,168.04,19.83,296.15
Salem,textile,1096.89,171.6,31.66,87.59,1015.68
Salem,metal,631.24,116.77,31.58,89.33,638.15
Tiruppur,metal,927.57,766.05,156.54,11.44,999.07
Chennai,metal,691.57,300.66,124.59,120.61,704.9
Salem,metal,118.65,277.45,136.96,129.68,209.65
Coimbatore,textile,95.05,917.83,148.84,44.39,208.06
Tiruppur,metal,440.18,570.28,108.27,35.19,480.67
Tiruppur,plastic,362.25,482.65,49.43,96.79,359.74
Chennai,plastic,1188.31,555.46,163.53,87.2,1399.21
Erode,paper,882.28,324.71,127.11,108.38,852.68
Salem,battery,431.66,874.54,189.61,99.06,500.22
Coimbatore,plastic,400.14,258.77,113.35,87.1,489.67
Tiruppur,metal,986.77,380.19,119.32,35.23,1116.74
Coimbatore,textile,981.78,354.58,16.55,20.94,962.69
Chennai,metal,429.47,254.65,38.15,32.15,487.07
Chennai,battery,260.82,429.03,137.21,106.12,169.7
Erode,textile,381.57,509.65,151.98,137.9,365.63
Coimbatore,battery,1176.96,353.04,162.17,8.19,1242.96
Erode,paper,455.9,921.46,199.8,117.23,525.73
Chennai,plastic,497.77,669.69,125.27,74.72,547.91
Coimbatore,plastic,1067.86,190.82,193.73,82.3,1178.49
Erode,textile,560.27,833.15,25.15,119.3,473.31
Coimbatore,plastic,430.74,642.72,166.72,18.66,534.06
Chennai,paper,677.5,303.64,166.06,11.22,885.63
Salem,plastic,727.28,756.9,59.26,127.06,659.43
Erode,paper,129.89,393.5,26.62,148.39,36.35
Salem,metal,781.29,355.91,134.12,35.51,866.21
Erode,paper,1016.48,710.93,22.81,35.24,1014.08
Coimbatore,textile,190.27,240.34,113.36,44.76,276.46
Coimbatore,battery,1191.19,542.97,100.42,95.03,1132.1
Erode,battery,551.97,465.46,54.13,9.41,576.51
Chennai,metal,1139.73,608.49,85.46,43.9,1221.71
Coimbatore,metal,1016.34,175.21,42.16,47.11,915.21
Erode,battery,465.67,261.13,148.69,133.13,466.98
Erode,plastic,519.64,264.1,126.59,39.26,604.5
Coimbatore,paper,171.76,978.89,199.12,113.27,240.59
Chennai,textile,1146.39,292.33,148.97,21.71,1329.59
Salem,battery,208.46,549.48,162.53,45.42,357.66
Coimbatore,paper,1008.96,233.05,127.18,143.48,954.78
Erode,metal,1183.83,311.49,137.24,127.04,1174.96
Erode,metal,265.83,110.09,88.27,135.42,200.18
Erode,plastic,753.63,562.46,122.47,18.95,797.65
Chennai,plastic,917.27,903.27,75.3,31.76,983.91
Coimbatore,plastic,689.91,892.12,178.16,81.55,779.65
Tiruppur,metal,361.09,511.2,152.72,108.19,444.04
Coimbatore,textile,638.21,292.37,108.67,25.41,735.89
Salem,paper,737.6,155.8,85.76,48.87,800.1
Coimbatore,paper,775.3,242.99,64.28,35.4,740.59
Salem,plastic,580.23,397.26,159.34,18.63,693.28
Chennai,paper,135.3,437.25,73.73,149.01,117.35
Erode,paper,162.25,842.89,169.66,42.38,285.22
Salem,battery,297.01,341.51,107.07,53.65,374.15
Chennai,battery,241.47,394.06,23.36,134.01,159.04
Chennai,textile,415.0,974.26,27.76,89.91,319.76
Salem,battery,833.66,275.64,131.57,18.69,958.43
Salem,plastic,174.28,135.33,168.7,75.98,373.57
Salem,metal,478.05,223.07,95.42,38.2,538.52
Salem,textile,684.85,316.83,58.2,60.52,727.25
Tiruppur,textile,438.3,715.92,167.86,53.22,581.02
Salem,textile,383.55,463.11,162.69,97.36,426.39
Erode,metal,726.62,440.84,152.46,67.09,820.82
Salem,metal,747.48,763.22,195.04,60.12,973.54
Coimbatore,battery,1186.17,661.43,189.83,20.05,1316.62
Tiruppur,paper,1062.39,551.18,45.46,23.43,1067.45
Tiruppur,metal,632.33,725.31,67.99,63.34,639.68
Chennai,battery,1107.73,677.61,85.75,43.22,1138.54
Erode,textile,387.86,648.54,164.16,38.94,438.28
Tiruppur,metal,327.07,971.88,106.99,45.9,314.6
Salem,battery,783.51,958.89,53.81,5.86,840.52
Coimbatore,textile,465.87,384.09,103.32,29.08,654.21
Coimbatore,plastic,1133.1,124.66,41.3,117.77,1038.65
Coimbatore,textile,261.03,930.78,146.52,102.32,276.29
Erode,textile,286.61,405.42,53.24,40.52,276.38
Tiruppur,battery,689.42,993.63,37.55,19.45,696.22
Coimbatore,metal,697.83,364.94,67.48,66.55,723.98
Tiruppur,plastic,319.76,827.7,168.45,21.18,455.75
Coimbatore,plastic,363.48,510.43,66.46,26.75,432.09
Erode,paper,450.09,521.2,132.47,113.98,393.2
Tiruppur,textile,94.49,540.0,58.51,105.1,73.23
Chennai,metal,1028.02,738.73,61.59,77.74,1104.67
Erode,plastic,983.76,857.3,137.34,98.02,1016.89
Salem,paper,1109.73,542.39,148.53,59.67,1222.46
Erode,paper,549.57,634.09,137.54,41.7,666.04
Tiruppur,paper,530.63,465.14,26.46,5.52,561.39
Tiruppur,paper,57.1,312.9,50.62,55.64,70.11
Tiruppur,textile,1059.49,309.4,121.0,25.72,1139.31
Coimbatore,plastic,1160.05,236.62,65.95,116.31,1054.1
Tiruppur,battery,704.29,507.49,184.6,46.28,826.85
Tiruppur,paper,179.14,453.06,150.79,37.6,241.97
Coimbatore,paper,826.26,202.03,184.38,37.74,985.95
Salem,textile,1024.14,633.22,86.24,43.33,1118.56
Coimbatore,plastic,365.15,315.07,104.76,47.27,533.62
Chennai,paper,943.89,739.14,49.06,21.81,908.3
Tiruppur,textile,229.8,143.9,88.25,122.28,204.63
Salem,plastic,471.27,198.31,19.83,62.88,431.28
Salem,metal,155.71,673.33,77.82,12.59,108.45
Erode,plastic,996.72,595.55,43.65,26.49,928.13
Chennai,paper,868.74,156.67,122.99,102.04,937.21
Coimbatore,battery,800.03,591.92,196.54,126.13,950.63
Erode,plastic,298.56,380.72,93.43,44.41,287.72
Chennai,paper,294.02,849.3,88.56,97.28,316.02
Tiruppur,metal,734.58,665.52,31.19,63.49,647.4
Coimbatore,plastic,650.76,913.11,37.16,100.44,620.76
Tiruppur,textile,1135.15,807.7,48.18,97.41,1028.51
Salem,plastic,446.78,869.42,192.73,40.0,618.55
Coimbatore,paper,976.83,348.51,180.5,39.26,1185.6
Chennai,metal,1012.55,475.58,161.42,82.03,1154.56
Chennai,paper,165.76,672.68,143.49,135.37,169.92
Salem,battery,548.25,444.49,30.28,24.46,576.52
Erode,plastic,1002.76,172.69,128.71,130.89,1030.89
Tiruppur,paper,138.51,627.4,63.97,96.42,98.87
Tiruppur,paper,682.83,648.98,142.17,138.13,661.38
Erode,textile,999.78,209.87,128.22,133.0,995.82
Coimbatore,plastic,988.52,264.16,148.67,99.48,1102.32
Erode,textile,927.81,372.34,197.3,77.62,1022.9
Salem,paper,669.09,456.11,88.96,98.28,660.65
Erode,plastic,443.9,569.03,59.22,102.95,386.09
Salem,paper,484.22,586.84,23.82,92.55,313.38
Chennai,paper,1052.54,130.0,140.99,85.36,1059.88
Chennai,paper,988.55,297.73,148.49,56.52,1091.16
Tiruppur,paper,190.32,735.03,194.7,11.32,296.4
Chennai,plastic,356.84,864.39,94.06,42.98,382.27
Salem,battery,66.56,229.41,50.49,55.98,105.72
Coimbatore,plastic,270.9,606.68,79.89,78.34,217.19
Salem,metal,1184.86,492.13,152.27,13.26,1379.15
Coimbatore,battery,1197.04,465.31,50.33,96.18,1067.82
Tiruppur,textile,232.85,969.35,119.73,69.76,327.91
Chennai,battery,699.89,342.72,197.11,15.41,871.45
Coimbatore,plastic,764.14,654.05,150.36,110.04,775.22
Coimbatore,battery,489.34,960.26,87.77,37.17,572.2
Salem,plastic,541.36,325.07,145.88,32.83,608.82
Chennai,metal,791.8,299.49,37.28,146.9,769.67
Salem,battery,491.95,647.7,40.35,42.91,424.71
Tiruppur,metal,708.55,976.29,25.18,71.76,676.86
Salem,textile,999.0,856.85,151.81,45.59,1042.26
Coimbatore,textile,489.8,922.28,54.49,88.75,503.44
Salem,battery,215.1,209.25,31.97,25.09,236.31
Salem,plastic,195.89,883.01,170.12,110.47,190.82
Coimbatore,metal,90.69,353.76,131.44,33.91,211.45
Salem,paper,737.19,371.94,25.03,142.65,662.65
Chennai,paper,445.21,458.39,65.32,107.99,367.78
Coimbatore,paper,469.81,355.12,26.28,43.89,541.05
Erode,plastic,939.86,456.13,189.5,124.97,1067.6
Erode,metal,740.24,556.24,141.72,69.39,887.49
Coimbatore,textile,508.11,745.63,176.56,126.92,546.89
Chennai,paper,276.51,495.68,152.39,97.84,350.91
Tiruppur,textile,830.42,594.05,62.39,98.72,823.13
Erode,metal,681.09,460.96,67.59,79.78,624.62
Tiruppur,plastic,1160.11,849.76,146.26,74.45,1214.09
Erode,textile,1072.36,867.7,159.11,13.45,1213.9
Coimbatore,plastic,434.3,336.76,169.31,33.25,682.11
Tiruppur,battery,456.96,940.09,20.31,27.13,500.44
Tiruppur,battery,756.05,107.38,146.67,86.02,696.42
Salem,plastic,800.59,407.55,45.22,30.86,790.9
Chennai,plastic,678.96,888.34,131.6,123.79,688.78
Coimbatore,metal,340.76,748.52,160.75,58.9,437.09
Salem,textile,1036.29,122.41,25.86,117.57,988.52
Salem,paper,762.42,981.53,69.35,143.67,780.47
Chennai,textile,759.26,625.58,35.62,80.45,634.35
Erode,textile,320.22,499.94,174.79,59.55,471.27
Salem,plastic,563.04,190.44,83.6,6.0,694.82
Salem,textile,85.15,873.56,83.15,146.35,22.47
Chennai,paper,440.45,269.06,110.12,104.59,541.67
Chennai,battery,695.41,711.83,175.66,115.36,750.31
Chennai,textile,1160.99,304.29,24.08,66.86,1117.88
Salem,plastic,502.73,506.47,150.54,90.74,532.12
Tiruppur,battery,432.68,587.35,164.53,59.09,625.56
Erode,battery,661.78,802.06,134.24,66.86,712.77
Coimbatore,textile,287.83,407.18,53.43,95.69,291.57
Coimbatore,paper,968.27,263.87,117.43,9.35,1024.49
Tiruppur,battery,976.88,511.0,38.49,68.59,926.75
Salem,plastic,814.98,760.4,99.14,98.52,758.97
Chennai,metal,621.42,101.96,126.56,56.61,684.81
Salem,metal,1155.93,436.69,113.12,128.43,1095.36
Salem,plastic,213.6,353.69,180.83,28.11,347.59
Chennai,paper,564.42,386.16,194.38,132.13,536.22
Salem,paper,370.4,842.08,165.65,110.03,447.18
Salem,plastic,1037.66,144.56,85.74,8.86,1199.23
Chennai,textile,253.66,706.48,77.9,123.33,116.37
Salem,plastic,956.87,740.0,70.65,76.08,956.5
Coimbatore,textile,365.34,296.26,50.68,17.36,418.29
Chennai,battery,956.51,921.76,68.13,117.51,949.39
Salem,battery,874.9,981.98,39.16,139.4,873.61
Salem,battery,401.55,218.99,70.3,60.28,427.02
Tiruppur,metal,1117.15,178.96,97.27,142.38,1085.32
Tiruppur,battery,472.0,181.12,159.36,51.96,605.85
Salem,metal,688.25,821.67,50.12,62.82,620.18
Salem,textile,1081.66,580.88,35.58,12.75,1123.14
Coimbatore,textile,645.27,816.14,138.5,78.83,682.1
Erode,paper,432.37,232.3,175.96,35.76,600.15
Chennai,paper,836.08,820.36,44.93,56.08,830.17
Coimbatore,battery,842.28,100.31,21.34,67.72,748.21
Coimbatore,paper,1074.48,994.61,89.2,11.75,1200.52
Chennai,plastic,394.97,150.55,100.24,35.29,406.27
Tiruppur,battery,522.9,416.1,112.13,113.61,530.97
Tiruppur,battery,559.57,628.69,191.83,88.22,650.46
Tiruppur,plastic,645.17,456.21,101.08,33.58,658.91
Salem,metal,1073.06,654.74,70.06,11.62,1131.63
Tiruppur,paper,479.46,916.86,16.63,10.67,517.7
Tiruppur,plastic,54.34,982.45,188.28,44.75,153.22
Erode,plastic,393.04,543.89,159.69,76.77,465.8
Salem,textile,866.89,572.45,140.11,54.05,951.48
Chennai,paper,1042.51,111.53,44.49,93.47,971.35
Salem,paper,124.22,659.58,164.64,148.91,189.57
Tiruppur,battery,261.67,132.84,172.89,81.63,298.58
Chennai,battery,685.64,314.78,130.72,128.8,643.08
Tiruppur,plastic,634.06,683.82,117.28,58.02,682.88
Coimbatore,textile,447.73,587.88,58.99,43.74,466.13
Tiruppur,battery,809.21,701.32,197.38,27.25,891.08
Chennai,metal,632.89,497.96,75.64,69.2,563.43
Erode,paper,898.99,401.18,182.29,15.85,1112.32
Coimbatore,metal,841.62,781.19,49.36,95.23,870.77
Tiruppur,metal,1135.21,309.13,21.16,99.76,1016.82
Chennai,textile,118.47,964.04,30.89,14.8,178.63
Erode,battery,658.47,117.9,21.45,91.59,587.51
Erode,metal,183.55,909.81,143.31,145.1,229.06
Tiruppur,battery,1022.48,903.87,11.09,112.58,1019.59
Tiruppur,metal,904.08,999.86,145.0,103.32,1011.7
Tiruppur,battery,976.9,189.14,96.57,67.0,999.66
Coimbatore,battery,1096.67,525.78,43.84,57.4,1050.52
Chennai,metal,1192.8,479.67,41.7,46.52,1282.86
Erode,battery,1010.66,740.09,59.56,62.28,1078.07
Salem,battery,53.76,400.24,135.3,136.65,63.28
Tiruppur,paper,108.09,482.03,44.67,8.12,74.52
Salem,plastic,1172.94,293.36,187.66,34.76,1334.81
Coimbatore,metal,572.98,164.27,179.52,30.18,747.35
Erode,battery,1113.02,944.62,17.73,7.16,1207.04
Coimbatore,textile,348.33,710.5,124.32,29.24,374.43
Chennai,battery,831.97,426.32,139.89,21.33,893.31
Coimbatore,plastic,439.08,235.66,130.37,102.74,461.22
Coimbatore,paper,414.64,683.77,97.34,87.71,478.8
Coimbatore,paper,679.2,710.97,20.08,13.7,700.81
Erode,plastic,333.86,551.48,41.47,53.25,313.87
Chennai,battery,642.98,252.18,163.17,26.1,702.16
Chennai,paper,907.87,536.52,78.59,73.86,967.22
Tiruppur,battery,1062.42,958.64,119.28,114.3,1091.81
Chennai,textile,379.13,867.02,123.4,89.01,454.49
Chennai,plastic,292.79,520.14,196.26,85.41,421.95
Chennai,textile,985.37,699.42,76.38,49.13,971.58
Erode,paper,996.88,792.62,135.92,135.04,1085.06
Erode,plastic,484.46,831.24,103.82,129.37,468.72
Chennai,metal,67.65,466.39,106.48,48.1,165.72
Chennai,textile,203.02,349.56,55.62,48.64,233.63
Tiruppur,metal,1132.11,560.15,34.5,45.54,1040.5
Salem,textile,1128.49,500.66,109.01,148.32,1119.07
Salem,plastic,727.0,158.53,103.65,148.95,681.93
Chennai,paper,464.87,197.82,157.88,58.08,595.27
Salem,plastic,147.05,836.89,74.9,128.17,102.49
Salem,plastic,450.97,216.42,37.43,115.02,353.58
Coimbatore,battery,459.03,166.93,172.78,129.72,472.75
Salem,battery,753.9,677.76,152.36,80.5,929.39
Salem,paper,882.98,388.38,85.53,102.83,873.84
Erode,textile,1052.69,929.94,129.08,122.62,1047.98
Chennai,metal,957.32,846.82,86.22,97.65,978.34
Erode,textile,375.05,238.74,64.62,94.12,395.32
Erode,textile,410.14,153.3,58.98,76.1,380.37
Coimbatore,plastic,497.24,675.77,91.26,11.78,542.88
Chennai,battery,915.99,440.79,131.64,21.24,1026.67
Salem,battery,996.14,839.57,64.01,43.24,1039.94
Chennai,paper,946.8,929.19,59.58,125.39,882.04
Chennai,battery,444.77,278.94,106.35,127.28,376.28
Chennai,battery,697.29,624.87,119.61,16.17,804.28
Chennai,textile,794.55,338.73,141.17,106.2,846.37
Tiruppur,battery,720.08,857.96,66.27,135.09,613.53
Coimbatore,metal,171.99,286.71,108.02,72.16,209.11
Chennai,plastic,219.01,763.06,36.39,126.64,135.65
Tiruppur,plastic,1045.85,167.38,36.09,92.17,932.25
Chennai,plastic,698.59,144.03,176.01,122.03,755.75
Chennai,paper,68.4,142.88,114.47,149.19,10.0
Coimbatore,metal,610.02,952.6,109.16,35.39,625.99
Salem,plastic,974.4,259.22,59.58,138.64,890.84
Coimbatore,paper,295.82,936.06,14.35,138.58,205.17
Erode,battery,940.95,458.64,198.43,37.99,1098.26
Erode,plastic,1055.68,698.43,116.78,108.0,1095.72
Salem,paper,176.12,167.36,81.07,77.21,200.77
Salem,paper,698.56,511.76,131.67,109.94,725.54
Coimbatore,textile,576.9,135.91,168.54,59.72,682.28
Tiruppur,paper,398.12,778.59,100.06,135.3,327.93
Erode,metal,971.8,562.5,192.56,127.36,1027.68
Coimbatore,paper,1016.19,913.15,189.43,132.48,1103.99
Erode,battery,526.51,293.64,173.46,113.66,647.47
Salem,plastic,489.64,439.4,55.21,132.07,363.53
Coimbatore,plastic,328.02,453.94,26.57,102.02,275.8
Erode,textile,413.77,945.15,59.93,62.75,456.66
Salem,battery,1146.36,919.18,32.37,31.62,1173.28
Salem,battery,280.39,912.41,30.77,62.84,165.65
Tiruppur,paper,352.48,430.37,84.73,22.09,381.75
Chennai,metal,1101.82,467.05,94.73,23.39,1134.79
Tiruppur,textile,310.48,309.43,197.19,126.13,382.65
Tiruppur,plastic,861.44,218.44,94.31,96.66,854.49
Erode,plastic,1174.27,807.17,157.1,56.56,1236.07
Tiruppur,plastic,966.53,406.6,182.18,84.0,1040.77
Tiruppur,paper,733.12,723.99,146.85,74.06,805.57
Coimbatore,paper,796.29,798.94,59.27,124.95,693.86
Erode,battery,154.25,241.3,124.94,69.38,255.91
Tiruppur,plastic,795.71,409.35,156.25,23.79,934.05
Tiruppur,battery,460.65,161.04,55.45,100.18,416.93
Tiruppur,metal,501.32,956.6,185.89,100.78,581.7
Chennai,textile,948.76,130.16,158.93,101.62,1013.0
Tiruppur,paper,250.15,120.07,77.85,110.29,145.21
Erode,battery,512.27,999.55,63.76,32.13,563.39
Tiruppur,battery,849.82,265.48,106.96,77.52,735.09
Erode,battery,700.82,666.44,19.59,47.12,656.35
Tiruppur,textile,862.78,464.15,186.76,49.45,936.6
Chennai,plastic,306.63,449.09,172.77,112.14,382.5
Chennai,paper,585.68,334.6,98.75,117.68,517.89
Erode,textile,425.9,177.42,81.38,87.45,451.35
Chennai,textile,167.82,640.81,136.65,29.95,291.6
Salem,textile,435.06,169.68,22.51,115.09,409.63
Tiruppur,plastic,204.46,236.41,57.97,62.87,235.6
Coimbatore,plastic,114.38,715.8,128.81,102.99,145.68
Tiruppur,textile,418.4,257.6,130.01,18.12,453.26
Erode,battery,76.23,877.15,73.35,27.74,138.28
Tiruppur,textile,426.63,402.07,130.77,28.65,534.3
Erode,textile,830.2,396.74,129.84,78.48,893.13
Erode,metal,770.44,755.21,178.18,96.74,850.98
Erode,battery,969.74,378.78,69.35,114.56,894.15
Tiruppur,paper,474.2,852.6,98.77,51.63,515.23
Salem,textile,800.33,383.91,95.69,7.91,919.47
Salem,paper,908.89,636.83,181.46,34.09,1072.1
Salem,metal,1041.22,592.2,145.83,144.88,1094.81
Salem,battery,407.0,268.53,32.08,12.28,438.89
Coimbatore,battery,605.3,975.75,65.35,131.7,548.71
Erode,plastic,144.58,599.53,37.82,33.37,110.76
Salem,textile,249.18,414.06,72.64,113.64,233.47
Salem,textile,818.05,901.09,190.91,141.32,897.7
Erode,plastic,1072.63,144.69,171.33,15.48,1196.77
Erode,plastic,559.98,470.57,19.13,125.42,477.31
Coimbatore,plastic,955.63,862.85,152.67,140.94,1048.07
Coimbatore,textile,979.72,814.56,104.79,38.91,1120.2
Tiruppur,metal,584.66,107.93,110.96,143.15,563.5
Coimbatore,battery,1027.94,839.66,68.71,134.14,910.57
Erode,battery,457.76,472.81,73.5,35.8,543.71
Salem,paper,96.14,263.82,75.24,31.05,231.64
Tiruppur,plastic,458.9,794.6,126.9,57.6,550.58
Tiruppur,textile,793.21,831.61,109.09,109.11,740.87
Chennai,textile,969.12,493.23,170.9,41.94,1066.9
Salem,paper,243.86,666.77,94.56,29.81,305.19
Tiruppur,plastic,163.47,190.42,59.83,40.65,204.02
Chennai,plastic,130.38,536.69,71.52,128.24,144.82
Erode,metal,1049.65,141.78,146.96,83.3,1114.6
Tiruppur,textile,342.74,155.06,110.68,76.09,436.37
Salem,metal,604.89,567.82,125.08,145.66,585.23
Erode,textile,147.94,578.04,138.99,86.89,216.54
Erode,metal,1042.53,648.27,119.05,68.91,1119.92
Salem,textile,563.15,690.24,92.27,46.07,607.13
Coimbatore,plastic,318.7,409.51,175.62,78.26,388.59
Erode,battery,71.31,638.05,16.02,83.18,10.0
Salem,paper,137.58,128.56,125.17,50.18,271.02
Erode,paper,404.95,860.8,103.62,125.01,373.2
Tiruppur,paper,256.45,578.56,184.39,85.3,360.6
Tiruppur,plastic,374.44,864.71,12.1,16.17,344.88
Coimbatore,textile,1199.31,362.68,39.88,84.67,1029.07
Coimbatore,paper,372.17,363.99,36.65,106.11,350.66
Tiruppur,textile,973.15,974.58,18.3,149.0,819.86
Coimbatore,plastic,945.2,519.7,184.05,119.54,940.2
Erode,plastic,466.72,393.9,57.88,69.3,393.1
Coimbatore,battery,1169.75,308.21,161.17,82.47,1295.35
Erode,paper,108.69,783.93,70.13,59.46,192.21
Coimbatore,textile,846.42,228.07,111.25,93.34,714.8
Coimbatore,metal,515.54,195.93,166.09,35.77,607.61
Tiruppur,battery,233.77,439.29,30.26,33.66,255.77
Tiruppur,paper,840.2,568.29,151.5,83.98,856.84
Coimbatore,paper,697.76,439.57,44.15,76.83,574.31
Erode,plastic,239.64,901.52,198.28,56.76,337.88
Erode,metal,1166.49,735.82,132.64,138.91,1128.24
Erode,plastic,1005.87,852.27,122.06,96.71,1054.56
Erode,plastic,382.83,286.85,155.26,140.64,334.7
Salem,paper,185.97,610.75,190.95,83.66,336.29
Tiruppur,battery,1141.87,730.59,168.92,75.4,1260.77
Chennai,plastic,827.68,542.98,180.1,146.29,895.67
Coimbatore,textile,377.82,661.3,155.0,6.51,513.22
Tiruppur,paper,296.5,998.9,137.49,63.82,377.73
Tiruppur,battery,988.87,359.72,196.47,68.72,1084.08
Tiruppur,metal,647.52,943.03,149.68,88.68,697.78
Erode,battery,913.66,303.32,29.02,60.75,871.6
Tiruppur,battery,677.17,388.09,71.49,24.15,790.12
Tiruppur,paper,1197.97,634.01,98.49,72.14,1218.29
Erode,plastic,243.96,503.34,157.1,66.39,318.35
Salem,plastic,1006.95,763.14,171.44,138.51,1017.25
Erode,paper,73.23,961.67,157.33,26.63,193.94
Coimbatore,paper,997.1,159.44,21.75,46.39,950.39
Tiruppur,textile,718.3,707.91,130.49,56.82,893.51
Tiruppur,paper,313.94,901.45,75.04,121.17,266.65
Coimbatore,metal,482.73,650.47,41.87,116.85,335.03
Erode,metal,607.88,591.69,25.18,138.72,518.05
Erode,metal,721.63,697.19,83.69,103.5,644.42
Salem,paper,977.13,518.74,94.31,113.39,915.72
Chennai,metal,91.21,703.37,21.09,17.66,85.85
Coimbatore,plastic,731.47,567.35,88.07,136.29,736.39
Salem,battery,706.39,179.87,56.48,136.93,669.69
Tiruppur,battery,286.14,417.54,79.6,113.07,248.45
Coimbatore,plastic,686.24,642.14,149.12,134.46,759.84
Chennai,paper,880.39,887.34,16.12,84.26,795.66
Erode,metal,620.66,877.87,45.32,92.62,564.65
Salem,plastic,959.04,429.96,22.31,97.35,931.11
Tiruppur,battery,538.84,211.02,183.05,45.01,705.31
Chennai,battery,809.18,662.33,70.69,7.96,847.1
Coimbatore,metal,224.01,895.45,45.75,80.71,300.87
Coimbatore,paper,1054.56,499.87,143.03,97.21,1113.31
Salem,paper,766.04,595.63,180.73,132.73,886.69
Coimbatore,metal,109.16,865.5,24.36,62.03,125.27
Tiruppur,metal,698.66,427.0,48.47,91.3,608.13
Tiruppur,paper,1012.33,346.37,45.42,15.91,1022.28
Chennai,plastic,1005.99,325.71,97.52,28.32,1065.44
Salem,plastic,711.98,125.36,82.63,40.73,751.95
Erode,paper,405.37,942.38,131.15,147.11,370.22
Erode,plastic,220.06,722.98,105.08,107.62,229.84
Salem,battery,974.21,851.48,170.97,64.82,1095.18
Tiruppur,paper,1129.54,275.26,22.59,98.43,1079.97
Coimbatore,textile,932.25,279.69,195.76,138.32,999.22
Erode,textile,603.75,874.25,50.4,102.54,496.95
Coimbatore,metal,1151.68,654.47,159.12,82.22,1221.12
Chennai,plastic,993.62,320.15,135.79,18.78,1112.14
Coimbatore,paper,338.06,590.67,197.51,128.55,371.55
Chennai,battery,352.77,640.79,48.02,123.23,215.31
Coimbatore,metal,1198.38,784.99,55.93,104.15,1126.84
Erode,plastic,153.24,566.57,107.82,96.15,153.17
Chennai,paper,1181.38,528.81,26.02,143.55,1056.82
Tiruppur,battery,67.66,715.54,166.68,81.2,180.94
