supplier_id,industry,city,delivery_delay_days,quality_score,fulfilled_orders,cancelled_orders,late_shipments,contract_breaches,rating,reliability_class
GC-SUP-1074,electronics,Coimbatore,6,98.8,324,9,24,0,4.8,2
GC-SUP-1075,packaging,Chennai,9,53.5,479,43,8,1,1.5,0
GC-SUP-1076,construction,Chennai,9,55.8,249,20,34,0,2.7,0
GC-SUP-1077,manufacturing,Erode,6,70.8,28,2,5,0,2.8,0
GC-SUP-1078,textiles,Salem,8,83.8,443,36,37,1,2.9,0
GC-SUP-1079,textiles,Tiruppur,4,70.2,450,34,52,1,1.8,0
GC-SUP-1080,packaging,Coimbatore,0,94.2,372,25,58,0,5.0,0
GC-SUP-1081,agriculture,Coimbatore,10,67.6,121,8,7,1,1.6,0
GC-SUP-1082,textiles,Coimbatore,4,65.4,311,3,7,1,1.4,0
GC-SUP-1083,agriculture,Chennai,6,67.2,440,6,4,0,3.9,1
GC-SUP-1084,construction,Tiruppur,5,72.7,400,7,63,0,2.8,0
GC-SUP-1085,textiles,Salem,3,64.9,76,2,13,2,1.0,0
GC-SUP-1086,construction,Chennai,0,93.9,280,24,0,2,2.1,0
GC-SUP-1087,manufacturing,Coimbatore,3,83.9,248,10,4,2,1.5,0
GC-SUP-1088,packaging,Salem,10,81.5,197,6,1,0,3.9,2
GC-SUP-1089,construction,Erode,5,74.7,115,10,5,0,3.6,1
GC-SUP-1090,electronics,Coimbatore,12,62.5,182,6,14,2,1.0,0
GC-SUP-1091,electronics,Coimbatore,0,55.0,379,10,26,1,1.0,0
GC-SUP-1092,electronics,Salem,5,73.5,441,39,38,2,1.0,0
GC-SUP-1093,electronics,Chennai,1,70.5,100,4,6,2,1.4,0
GC-SUP-1094,manufacturing,Chennai,14,88.3,148,6,14,0,4.3,1
GC-SUP-1095,construction,Tiruppur,4,69.8,487,11,10,1,1.5,0
GC-SUP-1096,textiles,Coimbatore,6,91.5,152,9,14,2,1.3,0
GC-SUP-1097,manufacturing,Chennai,13,52.7,467,5,90,2,1.0,0
GC-SUP-1098,agriculture,Coimbatore,7,73.4,433,40,41,2,1.0,0
GC-SUP-1099,construction,Tiruppur,14,60.4,320,20,3,1,1.2,0
GC-SUP-1000,textiles,Tiruppur,5,72.4,175,8,15,1,1.9,0
GC-SUP-1001,electronics,Erode,14,70.8,359,14,63,2,1.0,0
GC-SUP-1002,construction,Erode,10,96.5,388,33,22,1,3.2,0
GC-SUP-1003,textiles,Coimbatore,10,72.5,425,40,68,2,1.0,0
GC-SUP-1004,construction,Tiruppur,8,91.5,297,18,25,2,2.0,0
GC-SUP-1005,construction,Salem,12,65.1,235,18,13,1,1.3,0
GC-SUP-1006,packaging,Erode,5,95.0,53,3,6,2,1.6,0
GC-SUP-1007,electronics,Chennai,13,55.0,212,12,37,2,1.0,0
GC-SUP-1008,packaging,Salem,0,76.5,238,18,1,2,1.0,0
GC-SUP-1009,textiles,Coimbatore,11,54.3,397,22,76,1,1.5,0
GC-SUP-1010,packaging,Tiruppur,7,64.2,90,3,10,1,2.1,0
GC-SUP-1011,agriculture,Erode,2,51.4,215,20,1,1,1.2,0
GC-SUP-1012,agriculture,Coimbatore,11,62.3,484,0,49,0,4.1,0
GC-SUP-1013,packaging,Salem,8,55.0,127,11,10,1,1.0,0
GC-SUP-1014,electronics,Coimbatore,4,52.2,385,5,43,1,1.1,0
GC-SUP-1015,agriculture,Chennai,3,76.3,312,17,18,2,1.0,0
GC-SUP-1016,manufacturing,Erode,13,90.2,329,8,22,0,4.6,2
GC-SUP-1017,textiles,Tiruppur,8,60.5,422,3,0,1,1.5,0
GC-SUP-1018,manufacturing,Erode,7,75.0,184,6,21,0,3.4,1
GC-SUP-1019,agriculture,Erode,1,74.7,343,23,43,0,3.4,1
GC-SUP-1020,manufacturing,Tiruppur,9,87.9,137,10,10,1,3.2,0
GC-SUP-1021,agriculture,Salem,2,84.0,394,10,23,0,4.3,2
GC-SUP-1022,packaging,Tiruppur,0,67.9,152,3,21,2,1.0,0
GC-SUP-1023,manufacturing,Coimbatore,12,52.4,470,46,60,1,1.2,0
GC-SUP-1024,electronics,Erode,12,70.7,191,15,37,0,3.4,0
GC-SUP-1025,textiles,Salem,8,72.3,72,0,5,2,1.0,0
GC-SUP-1026,electronics,Coimbatore,8,96.7,66,2,5,0,4.2,2
GC-SUP-1027,construction,Chennai,14,65.8,175,15,3,0,2.8,1
GC-SUP-1028,manufacturing,Salem,12,87.6,357,12,55,1,2.4,0
GC-SUP-1029,manufacturing,Erode,9,63.6,382,34,61,2,1.0,0
GC-SUP-1030,construction,Coimbatore,13,53.1,315,21,58,2,1.0,0
GC-SUP-1031,packaging,Coimbatore,5,69.1,190,7,30,0,3.4,0
GC-SUP-1032,construction,Tiruppur,0,79.2,208,9,18,1,2.3,0
GC-SUP-1033,packaging,Chennai,7,57.1,135,10,4,0,3.1,0
GC-SUP-1034,packaging,Erode,6,62.9,493,36,88,0,3.1,0
GC-SUP-1035,construction,Erode,6,59.2,329,32,21,2,1.0,0
GC-SUP-1036,manufacturing,Chennai,12,60.7,404,20,8,2,1.0,0
GC-SUP-1037,electronics,Chennai,12,93.6,140,7,25,1,3.2,0
GC-SUP-1038,textiles,Chennai,6,70.4,57,5,6,1,2.4,0
GC-SUP-1039,textiles,Coimbatore,10,57.4,98,6,18,0,2.6,0
GC-SUP-1040,packaging,Erode,7,71.4,493,14,49,0,3.9,1
GC-SUP-1041,packaging,Salem,12,55.9,467,20,23,2,1.0,0
GC-SUP-1042,construction,Coimbatore,3,59.6,56,5,1,0,2.1,0
GC-SUP-1043,manufacturing,Chennai,12,83.1,263,25,5,1,2.2,0
GC-SUP-1044,manufacturing,Erode,13,91.2,274,11,13,2,1.5,0
GC-SUP-1045,textiles,Erode,6,68.3,52,3,0,1,2.3,0
GC-SUP-1046,manufacturing,Salem,2,81.1,164,5,24,0,3.9,1
GC-SUP-1047,agriculture,Salem,5,88.1,179,6,29,1,2.3,0
GC-SUP-1048,agriculture,Erode,7,61.7,14,1,1,2,1.0,0
GC-SUP-1049,construction,Coimbatore,9,83.1,20,2,1,2,1.0,0
GC-SUP-1050,agriculture,Erode,1,54.0,314,26,37,2,1.0,0
GC-SUP-1051,packaging,Chennai,11,64.5,310,0,59,1,1.3,0
GC-SUP-1052,manufacturing,Chennai,14,55.8,470,4,4,1,1.2,0
GC-SUP-1053,electronics,Tiruppur,8,73.3,152,12,28,2,1.0,0
GC-SUP-1054,construction,Tiruppur,4,67.3,37,2,6,2,1.0,0
GC-SUP-1055,electronics,Coimbatore,7,94.4,193,5,36,0,4.4,0
GC-SUP-1056,manufacturing,Tiruppur,1,50.3,241,18,47,1,1.0,0
GC-SUP-1057,textiles,Erode,4,94.4,212,4,31,1,3.3,0
GC-SUP-1058,construction,Salem,0,94.7,51,0,4,2,1.4,0
GC-SUP-1059,construction,Erode,1,80.3,16,1,3,2,1.0,0
GC-SUP-1060,textiles,Chennai,9,50.6,107,8,16,0,2.8,0
GC-SUP-1061,manufacturing,Salem,5,90.6,150,12,24,2,1.7,0
GC-SUP-1062,packaging,Chennai,14,87.3,386,7,59,1,3.0,0
GC-SUP-1063,agriculture,Chennai,10,82.6,246,19,46,1,1.9,0
GC-SUP-1064,construction,Coimbatore,1,55.2,62,6,8,0,3.0,0
GC-SUP-1065,electronics,Chennai,6,71.8,236,1,11,0,3.1,1
GC-SUP-1066,packaging,Coimbatore,9,64.4,302,4,5,2,1.4,0
GC-SUP-1067,textiles,Tiruppur,7,77.3,115,6,6,2,1.3,0
GC-SUP-1068,manufacturing,Tiruppur,0,96.5,250,16,19,1,3.6,0
GC-SUP-1069,textiles,Coimbatore,12,79.0,375,35,2,2,1.0,0
GC-SUP-1070,textiles,Salem,9,68.9,117,1,18,0,3.0,0
GC-SUP-1071,textiles,Salem,7,92.6,140,12,24,0,4.4,0
GC-SUP-1072,agriculture,Salem,10,64.1,401,38,79,1,1.6,0
GC-SUP-1073,manufacturing,Salem,11,74.3,475,8,84,1,2.1,0
GC-SUP-1074,textiles,Chennai,6,70.4,300,0,54,1,1.7,0
GC-SUP-1075,textiles,Chennai,3,98.4,449,39,45,0,5.0,1
GC-SUP-1076,construction,Coimbatore,3,82.0,365,3,69,1,2.3,0
GC-SUP-1077,manufacturing,Tiruppur,5,63.0,25,1,3,0,3.8,0
GC-SUP-1078,manufacturing,Erode,2,54.9,293,4,6,0,2.8,0
GC-SUP-1079,agriculture,Salem,4,61.3,307,27,30,0,3.0,0
GC-SUP-1080,manufacturing,Erode,8,54.8,460,5,91,1,1.0,0
GC-SUP-1081,manufacturing,Erode,10,91.0,472,17,48,1,3.1,0
GC-SUP-1082,agriculture,Salem,12,76.9,98,2,11,0,4.4,1
GC-SUP-1083,manufacturing,Chennai,10,85.9,190,2,20,2,1.3,0
GC-SUP-1084,textiles,Salem,11,66.8,253,16,27,1,1.8,0
GC-SUP-1085,manufacturing,Erode,9,80.0,466,24,15,2,1.4,0
GC-SUP-1086,electronics,Coimbatore,4,89.1,51,2,6,2,1.1,0
GC-SUP-1087,packaging,Tiruppur,4,98.2,18,0,2,0,4.8,1
GC-SUP-1088,packaging,Salem,4,82.8,256,5,8,2,2.0,0
GC-SUP-1089,agriculture,Chennai,14,95.2,373,5,38,0,4.8,1
GC-SUP-1090,textiles,Chennai,11,66.9,74,1,5,2,1.0,0
GC-SUP-1091,manufacturing,Coimbatore,12,87.5,352,21,65,0,4.9,0
GC-SUP-1092,packaging,Erode,13,93.5,33,0,4,1,3.4,0
GC-SUP-1093,agriculture,Erode,0,83.9,217,17,37,0,4.0,0
GC-SUP-1094,packaging,Chennai,11,99.0,357,15,49,1,3.3,0
GC-SUP-1095,textiles,Erode,6,88.1,169,0,25,1,3.3,0
GC-SUP-1096,agriculture,Chennai,4,79.5,85,3,15,2,1.0,0
GC-SUP-1097,construction,Coimbatore,5,96.7,177,1,15,0,4.3,1
GC-SUP-1098,textiles,Chennai,11,79.7,427,12,60,0,4.3,1
GC-SUP-1099,construction,Coimbatore,4,89.5,486,25,84,0,4.8,0
GC-SUP-1000,construction,Coimbatore,9,56.4,17,0,0,1,1.4,0
GC-SUP-1001,construction,Coimbatore,14,81.2,472,23,86,1,2.7,0
GC-SUP-1002,manufacturing,Erode,4,52.8,394,1,28,1,1.2,0
GC-SUP-1003,textiles,Salem,6,74.3,345,9,38,1,2.7,0
GC-SUP-1004,packaging,Coimbatore,1,90.8,475,0,16,0,4.3,2
GC-SUP-1005,electronics,Erode,1,53.6,354,8,49,1,1.1,0
GC-SUP-1006,agriculture,Erode,3,59.4,359,13,64,2,1.0,0
GC-SUP-1007,textiles,Coimbatore,6,63.8,214,20,35,0,3.2,0
GC-SUP-1008,construction,Erode,0,95.7,421,8,74,2,1.4,0
GC-SUP-1009,construction,Chennai,11,55.4,104,3,14,2,1.0,0
GC-SUP-1010,construction,Salem,0,96.7,374,15,64,0,4.6,0
GC-SUP-1011,packaging,Tiruppur,11,52.0,176,17,35,1,1.0,0
GC-SUP-1012,packaging,Coimbatore,1,90.9,386,17,67,1,2.7,0
GC-SUP-1013,construction,Erode,0,80.0,73,2,12,0,3.3,0
GC-SUP-1014,agriculture,Coimbatore,8,50.5,188,10,23,2,1.0,0
GC-SUP-1015,packaging,Chennai,7,67.9,126,6,16,2,1.0,0
GC-SUP-1016,electronics,Coimbatore,10,94.0,344,14,36,2,1.4,0
GC-SUP-1017,construction,Erode,7,60.1,286,1,13,0,3.0,0
GC-SUP-1018,electronics,Chennai,13,61.1,320,0,53,2,1.0,0
GC-SUP-1019,textiles,Tiruppur,4,77.2,117,0,10,2,1.0,0
GC-SUP-1020,textiles,Coimbatore,5,54.4,168,13,4,2,1.0,0
GC-SUP-1021,packaging,Tiruppur,1,62.3,102,9,16,2,1.0,0
GC-SUP-1022,textiles,Salem,8,84.9,387,31,17,2,1.1,0
GC-SUP-1023,textiles,Erode,10,89.4,421,14,84,2,1.8,0
GC-SUP-1024,construction,Chennai,1,92.4,75,1,12,1,4.1,0
GC-SUP-1025,construction,Erode,12,76.8,86,4,16,2,1.0,0
GC-SUP-1026,packaging,Chennai,9,84.0,399,3,3,1,2.3,0
GC-SUP-1027,agriculture,Chennai,8,63.3,88,6,14,2,1.0,0
GC-SUP-1028,construction,Salem,1,77.0,440,40,69,1,1.7,0
GC-SUP-1029,agriculture,Chennai,0,84.7,220,3,18,1,2.7,0
GC-SUP-1030,packaging,Erode,0,74.2,56,4,6,1,2.4,0
GC-SUP-1031,packaging,Coimbatore,10,80.4,53,4,5,1,3.3,0
GC-SUP-1032,packaging,Erode,5,63.1,13,1,1,2,1.0,0
GC-SUP-1033,agriculture,Tiruppur,8,91.8,78,7,8,0,4.0,1
GC-SUP-1034,manufacturing,Erode,11,80.8,25,2,5,2,1.5,0
GC-SUP-1035,agriculture,Coimbatore,12,72.2,52,3,4,0,3.4,1
GC-SUP-1036,textiles,Coimbatore,4,62.4,274,14,23,2,1.0,0
GC-SUP-1037,manufacturing,Tiruppur,10,81.5,168,5,31,1,2.4,0
GC-SUP-1038,packaging,Salem,6,80.6,126,3,23,0,3.7,0
GC-SUP-1039,agriculture,Coimbatore,2,81.0,22,0,1,2,1.4,0
GC-SUP-1040,manufacturing,Tiruppur,6,95.1,198,6,16,0,4.7,1
GC-SUP-1041,construction,Salem,3,56.1,274,16,17,2,1.0,0
GC-SUP-1042,electronics,Salem,7,84.6,150,0,14,1,3.3,0
GC-SUP-1043,construction,Chennai,1,88.1,250,0,13,2,1.9,0
GC-SUP-1044,textiles,Chennai,7,58.8,64,4,1,1,1.4,0
GC-SUP-1045,packaging,Salem,6,66.6,330,1,51,0,3.1,0
GC-SUP-1046,agriculture,Coimbatore,8,76.5,371,31,4,1,2.9,0
GC-SUP-1047,construction,Tiruppur,12,96.1,286,3,0,1,3.2,0
GC-SUP-1048,manufacturing,Tiruppur,5,92.1,90,6,4,1,3.1,0
GC-SUP-1049,agriculture,Erode,11,96.9,96,6,4,2,1.2,0
GC-SUP-1050,agriculture,Salem,9,89.1,115,6,23,2,2.3,0
GC-SUP-1051,electronics,Erode,10,63.6,221,14,44,1,1.4,0
GC-SUP-1052,agriculture,Erode,14,73.6,345,0,61,1,2.5,0
GC-SUP-1053,agriculture,Coimbatore,4,81.1,350,25,36,1,3.3,0
GC-SUP-1054,agriculture,Salem,9,57.1,113,2,0,2,1.0,0
GC-SUP-1055,packaging,Coimbatore,0,60.2,375,23,64,0,2.3,0
GC-SUP-1056,textiles,Coimbatore,4,91.2,266,0,9,1,2.6,0
GC-SUP-1057,textiles,Tiruppur,8,58.2,180,13,7,0,2.5,0
GC-SUP-1058,packaging,Chennai,3,60.3,181,8,10,2,1.0,0
GC-SUP-1059,agriculture,Chennai,7,84.3,171,12,25,0,4.1,1
GC-SUP-1060,packaging,Coimbatore,3,87.9,159,5,20,1,2.9,0
GC-SUP-1061,textiles,Salem,13,58.3,120,1,5,1,1.3,0
GC-SUP-1062,textiles,Erode,8,53.2,387,36,11,0,2.4,0
GC-SUP-1063,electronics,Tiruppur,1,53.8,403,4,52,0,2.3,0
GC-SUP-1064,agriculture,Tiruppur,12,88.6,442,39,65,2,1.3,0
GC-SUP-1065,agriculture,Salem,1,51.9,270,27,24,2,1.0,0
GC-SUP-1066,construction,Coimbatore,6,55.9,493,44,76,0,2.8,0
GC-SUP-1067,textiles,Tiruppur,2,51.9,54,2,1,2,1.0,0
GC-SUP-1068,electronics,Erode,9,81.0,216,7,0,1,2.4,0
GC-SUP-1069,agriculture,Chennai,11,70.8,92,3,9,2,1.0,0
GC-SUP-1070,packaging,Tiruppur,12,65.8,357,2,3,2,1.0,0
GC-SUP-1071,agriculture,Salem,3,76.8,489,13,76,2,1.0,0
GC-SUP-1072,manufacturing,Coimbatore,6,80.6,451,14,72,2,1.0,0
GC-SUP-1073,electronics,Erode,1,78.7,359,23,30,1,2.4,0
GC-SUP-1074,electronics,Salem,2,55.9,18,1,1,2,1.0,0
GC-SUP-1075,agriculture,Erode,14,78.8,315,2,2,0,2.6,1
GC-SUP-1076,electronics,Salem,7,73.3,288,26,12,0,3.7,1
GC-SUP-1077,packaging,Erode,7,59.3,369,16,31,0,3.8,0
GC-SUP-1078,electronics,Salem,2,55.4,294,10,28,2,1.0,0
GC-SUP-1079,packaging,Erode,2,67.5,82,6,11,2,1.0,0
GC-SUP-1080,packaging,Salem,1,50.3,171,1,23,1,1.5,0
GC-SUP-1081,manufacturing,Erode,3,77.9,20,1,4,2,1.0,0
GC-SUP-1082,textiles,Chennai,7,93.7,108,8,14,0,4.3,1
GC-SUP-1083,agriculture,Erode,2,84.8,426,19,29,0,3.6,2
GC-SUP-1084,agriculture,Erode,4,73.7,121,10,9,2,1.0,0
GC-SUP-1085,manufacturing,Salem,9,89.3,217,8,29,2,1.4,0
GC-SUP-1086,packaging,Tiruppur,5,53.5,13,1,1,0,2.5,0
GC-SUP-1087,packaging,Erode,14,84.4,83,0,15,1,2.7,0
GC-SUP-1088,textiles,Salem,7,87.9,239,20,41,1,3.2,0
GC-SUP-1089,agriculture,Erode,1,60.6,184,4,4,2,1.0,0
GC-SUP-1090,agriculture,Tiruppur,12,53.6,136,0,23,0,2.9,0
GC-SUP-1091,agriculture,Erode,4,79.7,261,10,50,2,1.0,0
GC-SUP-1092,agriculture,Tiruppur,12,85.9,180,15,16,0,4.0,1
GC-SUP-1093,textiles,Coimbatore,9,93.2,278,16,0,1,2.9,0
GC-SUP-1094,agriculture,Chennai,6,89.4,292,29,55,0,4.7,0
GC-SUP-1095,packaging,Coimbatore,3,88.3,71,5,3,2,1.6,0
GC-SUP-1096,construction,Chennai,14,77.3,289,28,4,0,4.3,1
GC-SUP-1097,manufacturing,Chennai,7,55.9,239,2,7,0,2.0,0
GC-SUP-1098,construction,Tiruppur,8,92.6,316,28,45,0,4.6,1
GC-SUP-1099,agriculture,Chennai,7,64.3,63,3,3,0,2.7,0
GC-SUP-1000,electronics,Salem,1,77.7,414,1,6,2,1.3,0
GC-SUP-1001,packaging,Coimbatore,6,85.5,238,15,11,0,4.9,2
GC-SUP-1002,construction,Erode,3,52.6,392,21,51,0,3.3,0
GC-SUP-1003,construction,Erode,0,75.7,166,15,21,0,4.3,1
GC-SUP-1004,electronics,Tiruppur,1,80.2,41,0,6,1,2.5,0
GC-SUP-1005,manufacturing,Erode,10,61.6,140,5,19,0,3.2,0
GC-SUP-1006,packaging,Coimbatore,4,96.0,403,38,39,1,3.9,0
GC-SUP-1007,electronics,Erode,3,58.2,363,31,61,0,2.8,0
GC-SUP-1008,construction,Chennai,8,79.8,398,18,11,2,1.0,0
GC-SUP-1009,agriculture,Salem,2,68.3,481,41,27,0,3.2,1
GC-SUP-1010,electronics,Coimbatore,11,60.0,308,27,22,1,1.2,0
GC-SUP-1011,agriculture,Coimbatore,10,83.7,173,10,21,1,3.2,0
GC-SUP-1012,electronics,Tiruppur,7,74.4,320,3,61,0,3.4,0
GC-SUP-1013,construction,Chennai,5,92.8,76,5,13,2,1.3,0
GC-SUP-1014,construction,Erode,0,59.6,240,4,27,2,1.0,0
GC-SUP-1015,textiles,Erode,6,92.4,75,6,4,1,3.3,0
GC-SUP-1016,packaging,Erode,3,63.3,367,7,57,0,2.9,0
GC-SUP-1017,electronics,Chennai,6,51.5,360,28,69,1,1.0,0
GC-SUP-1018,agriculture,Erode,5,88.0,146,6,14,2,1.7,0
GC-SUP-1019,manufacturing,Chennai,13,67.2,93,7,6,0,3.0,1
GC-SUP-1020,electronics,Chennai,5,77.6,46,1,0,1,2.9,0
GC-SUP-1021,manufacturing,Coimbatore,6,98.9,219,20,22,1,3.1,0
GC-SUP-1022,electronics,Chennai,3,86.3,104,1,8,0,4.3,2
GC-SUP-1023,construction,Tiruppur,2,84.5,330,15,57,2,1.1,0
GC-SUP-1024,electronics,Tiruppur,14,65.1,373,19,63,1,1.1,0
GC-SUP-1025,construction,Chennai,1,71.2,429,2,76,0,3.1,0
GC-SUP-1026,electronics,Coimbatore,1,53.0,378,21,8,1,1.0,0
GC-SUP-1027,packaging,Erode,11,98.4,200,5,14,1,3.1,0
GC-SUP-1028,agriculture,Tiruppur,14,87.3,234,3,27,1,2.4,0
GC-SUP-1029,textiles,Erode,11,86.0,124,3,15,0,4.6,1
GC-SUP-1030,agriculture,Erode,3,79.8,182,0,1,1,2.4,0
GC-SUP-1031,textiles,Tiruppur,13,81.5,60,0,7,1,2.5,0
GC-SUP-1032,agriculture,Salem,12,73.1,32,0,5,0,3.1,0
GC-SUP-1033,manufacturing,Salem,5,79.8,205,19,17,2,1.0,0
GC-SUP-1034,agriculture,Coimbatore,10,66.7,82,5,11,0,3.3,1
GC-SUP-1035,electronics,Chennai,4,96.6,94,0,6,1,3.0,0
GC-SUP-1036,electronics,Tiruppur,2,56.8,468,2,93,1,1.5,0
GC-SUP-1037,manufacturing,Coimbatore,5,89.6,119,10,15,1,3.8,0
GC-SUP-1038,agriculture,Chennai,6,59.8,372,24,0,1,1.0,0
GC-SUP-1039,electronics,Salem,10,71.8,40,1,0,2,1.4,0
GC-SUP-1040,construction,Chennai,7,56.7,192,3,11,2,1.0,0
GC-SUP-1041,packaging,Coimbatore,12,82.5,389,0,74,2,1.0,0
GC-SUP-1042,textiles,Erode,8,83.3,262,19,2,2,1.2,0
GC-SUP-1043,electronics,Erode,13,79.2,458,43,0,0,4.1,1
GC-SUP-1044,textiles,Chennai,3,68.7,34,2,0,1,2.4,0
GC-SUP-1045,textiles,Chennai,11,78.5,467,38,63,2,1.2,0
GC-SUP-1046,construction,Coimbatore,2,51.4,298,29,21,0,2.7,0
GC-SUP-1047,agriculture,Salem,9,59.1,476,40,38,0,3.6,0
GC-SUP-1048,agriculture,Coimbatore,12,87.4,150,6,30,1,3.4,0
GC-SUP-1049,electronics,Coimbatore,10,98.2,10,0,0,1,3.2,0
GC-SUP-1050,manufacturing,Erode,0,95.7,53,2,2,2,1.6,0
GC-SUP-1051,agriculture,Salem,9,79.1,17,1,3,0,4.8,0
GC-SUP-1052,agriculture,Coimbatore,2,69.0,132,3,11,0,2.9,1
GC-SUP-1053,manufacturing,Chennai,13,52.3,140,1,8,0,2.9,0
GC-SUP-1054,construction,Tiruppur,4,91.0,201,10,12,1,2.9,0
GC-SUP-1055,construction,Salem,7,93.9,435,37,4,2,2.2,0
GC-SUP-1056,electronics,Coimbatore,11,70.5,414,23,23,0,3.9,1
GC-SUP-1057,textiles,Chennai,12,86.7,496,7,30,2,1.9,0
GC-SUP-1058,electronics,Tiruppur,4,58.8,380,34,6,0,2.6,0
GC-SUP-1059,electronics,Coimbatore,12,75.6,324,21,8,1,2.4,0
GC-SUP-1060,manufacturing,Coimbatore,14,71.7,245,7,46,1,1.9,0
GC-SUP-1061,manufacturing,Tiruppur,12,93.5,383,10,68,0,4.8,0
GC-SUP-1062,packaging,Chennai,1,64.8,431,39,20,0,3.3,0
GC-SUP-1063,construction,Salem,9,73.2,67,0,12,0,3.9,0
GC-SUP-1064,textiles,Erode,3,91.2,71,0,7,1,3.0,0
GC-SUP-1065,electronics,Coimbatore,4,69.1,12,0,0,1,2.3,0
GC-SUP-1066,electronics,Chennai,3,65.5,233,17,38,2,1.0,0
GC-SUP-1067,packaging,Erode,11,63.1,380,1,18,2,1.0,0
GC-SUP-1068,construction,Salem,12,57.8,144,1,21,1,1.4,0
GC-SUP-1069,manufacturing,Tiruppur,5,90.5,429,30,80,0,4.3,0
GC-SUP-1070,packaging,Chennai,5,90.5,108,2,6,2,1.9,0
GC-SUP-1071,construction,Coimbatore,2,87.1,325,1,63,0,4.1,0
GC-SUP-1072,manufacturing,Salem,1,92.8,176,12,18,2,1.1,0
GC-SUP-1073,electronics,Tiruppur,1,60.7,86,3,11,2,1.0,0
GC-SUP-1074,electronics,Coimbatore,1,94.5,73,7,14,1,3.1,0
GC-SUP-1075,textiles,Erode,13,57.4,226,14,43,0,3.0,0
GC-SUP-1076,packaging,Tiruppur,7,71.5,80,4,1,1,2.2,0
GC-SUP-1077,textiles,Chennai,9,63.6,233,7,19,2,1.0,0
GC-SUP-1078,electronics,Erode,5,70.2,22,1,4,1,3.0,0
GC-SUP-1079,textiles,Salem,9,92.4,159,9,22,2,1.7,0
GC-SUP-1080,packaging,Tiruppur,12,98.1,245,12,32,2,1.7,0
GC-SUP-1081,manufacturing,Tiruppur,10,77.1,345,28,60,2,1.0,0
GC-SUP-1082,construction,Erode,7,54.5,173,10,7,1,1.4,0
GC-SUP-1083,agriculture,Coimbatore,6,81.5,198,0,4,1,2.3,0
GC-SUP-1084,agriculture,Salem,11,79.7,464,27,51,0,3.4,1
GC-SUP-1085,manufacturing,Salem,14,56.2,101,5,9,0,3.7,0
GC-SUP-1086,construction,Salem,0,97.6,47,1,7,2,1.7,0
GC-SUP-1087,manufacturing,Chennai,9,86.8,10,0,1,1,3.3,0
GC-SUP-1088,textiles,Salem,5,84.9,337,15,32,0,3.8,1
GC-SUP-1089,agriculture,Erode,10,65.2,250,2,12,1,2.2,0
GC-SUP-1090,textiles,Chennai,14,69.5,97,8,18,2,1.0,0
GC-SUP-1091,electronics,Salem,7,81.8,87,7,17,0,4.0,0
GC-SUP-1092,electronics,Coimbatore,8,73.4,75,5,2,2,1.4,0
GC-SUP-1093,construction,Erode,11,78.0,222,22,23,1,2.5,0
GC-SUP-1094,electronics,Salem,4,64.4,143,3,13,0,3.6,0
GC-SUP-1095,agriculture,Salem,0,66.3,333,9,2,2,1.0,0
GC-SUP-1096,agriculture,Salem,0,93.7,75,6,0,0,4.5,2
GC-SUP-1097,packaging,Coimbatore,13,81.1,407,4,30,0,3.7,2
GC-SUP-1098,packaging,Coimbatore,14,80.2,270,16,10,0,3.8,2
GC-SUP-1099,manufacturing,Erode,4,53.1,473,40,21,0,2.4,0
GC-SUP-1000,packaging,Chennai,0,62.6,212,0,8,2,1.0,0
GC-SUP-1001,construction,Chennai,14,59.3,56,4,1,2,1.0,0
GC-SUP-1002,agriculture,Chennai,9,72.6,99,9,7,0,3.4,1
GC-SUP-1003,textiles,Tiruppur,4,56.6,44,4,0,2,1.0,0
GC-SUP-1004,packaging,Tiruppur,8,68.9,81,8,8,2,1.0,0
GC-SUP-1005,electronics,Coimbatore,12,65.9,252,22,41,1,1.8,0
GC-SUP-1006,agriculture,Erode,2,89.4,289,11,38,2,2.0,0
GC-SUP-1007,manufacturing,Erode,1,70.2,403,4,24,1,2.0,0
GC-SUP-1008,agriculture,Erode,4,72.8,220,11,18,0,4.6,1
GC-SUP-1009,packaging,Coimbatore,13,82.7,254,16,33,1,1.5,0
GC-SUP-1010,agriculture,Salem,8,88.9,156,11,11,0,4.1,2
GC-SUP-1011,packaging,Tiruppur,2,59.3,205,19,32,2,1.0,0
GC-SUP-1012,manufacturing,Salem,9,50.5,314,25,29,1,1.0,0
GC-SUP-1013,manufacturing,Tiruppur,7,87.3,52,0,1,0,5.0,2
GC-SUP-1014,manufacturing,Chennai,7,55.0,369,22,28,1,1.0,0
GC-SUP-1015,construction,Erode,1,77.6,418,20,50,2,1.0,0
GC-SUP-1016,manufacturing,Tiruppur,10,66.3,228,9,29,2,1.0,0
GC-SUP-1017,textiles,Chennai,9,98.7,352,30,3,2,1.6,0
GC-SUP-1018,agriculture,Tiruppur,12,66.4,203,5,6,2,1.0,0
GC-SUP-1019,construction,Chennai,4,82.6,10,1,2,2,1.0,0
GC-SUP-1020,manufacturing,Tiruppur,7,78.0,235,7,44,1,2.1,0
GC-SUP-1021,agriculture,Chennai,7,96.9,243,23,34,2,2.5,0
GC-SUP-1022,textiles,Coimbatore,6,70.1,48,3,6,1,1.7,0
GC-SUP-1023,electronics,Tiruppur,6,90.7,200,9,22,1,3.1,0
GC-SUP-1024,packaging,Erode,12,89.1,175,0,17,2,1.9,0
