budget,primary_material,equipment_name,cost,roi,priority_score
204513.05,metal,High-Shear Pelletizer Extruder,146554.89,31.87,4.24
128704.39,paper,Automated Compactor Baler,117982.89,26.19,3.95
70380.53,textile,AI Optical Sorter,66774.45,45.76,3.78
53211.32,battery,Solar Decanter Centrifuge,43384.13,29.01,3.39
572513.03,paper,Automated Compactor Baler,535919.74,33.99,6.19
586887.51,plastic,High-Shear Pelletizer Extruder,417457.43,12.07,3.4
96738.29,metal,IoT Weighbridge Scales,83262.23,37.32,3.78
274337.1,battery,Automated Compactor Baler,229363.06,40.95,6.0
93875.92,metal,Solar Decanter Centrifuge,78896.98,35.77,4.09
675055.13,textile,AI Optical Sorter,509559.97,38.43,6.94
272975.45,paper,AI Optical Sorter,198699.05,18.74,4.14
428132.62,textile,AI Optical Sorter,399786.17,46.38,6.4
476614.05,plastic,AI Optical Sorter,371342.76,46.79,6.94
164826.88,battery,Solar Decanter Centrifuge,130064.62,32.94,3.94
425648.71,battery,IoT Weighbridge Scales,321339.16,35.4,5.3
728265.76,paper,Automated Compactor Baler,549224.54,42.4,7.48
414762.59,battery,IoT Weighbridge Scales,310978.24,45.86,6.79
621156.16,paper,Solar Decanter Centrifuge,587290.38,40.22,7.04
225557.15,paper,High-Shear Pelletizer Extruder,172016.0,23.2,4.0
687529.89,textile,Automated Compactor Baler,506311.2,38.15,7.06
534955.43,plastic,Solar Decanter Centrifuge,425838.81,38.43,5.68
753433.22,textile,High-Shear Pelletizer Extruder,529281.37,24.18,5.19
377201.65,textile,AI Optical Sorter,289750.32,30.28,4.28
286679.98,battery,Automated Compactor Baler,215832.06,21.57,3.43
77427.36,paper,AI Optical Sorter,68654.27,23.72,2.33
551177.76,plastic,IoT Weighbridge Scales,465908.54,46.51,7.11
179338.88,metal,High-Shear Pelletizer Extruder,139753.13,31.42,3.47
568190.43,textile,Solar Decanter Centrifuge,422513.02,24.7,4.78
642624.36,textile,Solar Decanter Centrifuge,514825.08,22.49,4.2
225804.31,metal,High-Shear Pelletizer Extruder,164512.46,31.77,3.79
119633.81,plastic,AI Optical Sorter,90127.57,31.31,4.51
676521.77,paper,IoT Weighbridge Scales,503534.1,28.71,6.94
136489.27,plastic,Automated Compactor Baler,99067.34,19.12,3.09
409723.97,textile,Automated Compactor Baler,344822.74,36.54,6.2
385534.87,paper,Automated Compactor Baler,274749.07,29.76,3.78
271994.47,metal,Solar Decanter Centrifuge,211560.37,30.36,4.25
607898.96,textile,AI Optical Sorter,485217.38,24.84,6.16
674641.86,plastic,AI Optical Sorter,586838.66,32.36,7.49
198188.44,paper,Automated Compactor Baler,171778.32,28.09,2.4
750544.87,textile,IoT Weighbridge Scales,544595.47,16.73,4.76
643272.41,battery,Automated Compactor Baler,491687.07,25.73,6.23
317125.22,metal,IoT Weighbridge Scales,247221.04,34.36,5.19
659301.86,textile,Solar Decanter Centrifuge,550056.46,40.29,7.17
466903.32,plastic,Automated Compactor Baler,393035.08,44.38,6.82
623041.69,metal,Automated Compactor Baler,538670.79,14.86,4.78
420560.54,plastic,High-Shear Pelletizer Extruder,386122.48,43.56,7.06
600266.34,plastic,IoT Weighbridge Scales,428433.12,18.36,5.62
461539.7,metal,AI Optical Sorter,323914.61,47.57,6.34
402824.19,metal,IoT Weighbridge Scales,316707.81,35.37,6.41
712108.85,paper,High-Shear Pelletizer Extruder,648083.41,16.38,4.71
769795.13,metal,AI Optical Sorter,684094.32,45.61,8.36
215097.07,metal,High-Shear Pelletizer Extruder,187671.72,43.31,5.06
630798.9,plastic,Automated Compactor Baler,458575.93,45.66,8.4
268252.52,textile,Solar Decanter Centrifuge,214020.77,46.56,6.68
691562.12,plastic,Solar Decanter Centrifuge,549475.81,38.92,6.95
734671.99,textile,Automated Compactor Baler,620105.29,41.93,8.2
497122.1,battery,Solar Decanter Centrifuge,400268.08,41.98,6.32
64423.78,paper,AI Optical Sorter,49612.66,47.12,4.74
614652.08,plastic,Automated Compactor Baler,511682.37,42.36,6.64
226211.42,paper,High-Shear Pelletizer Extruder,192050.19,21.02,3.02
70077.94,plastic,IoT Weighbridge Scales,61071.68,27.44,1.86
698592.67,battery,Automated Compactor Baler,640111.61,32.87,6.64
259576.38,battery,High-Shear Pelletizer Extruder,242999.85,27.99,3.91
546173.43,plastic,Solar Decanter Centrifuge,501329.96,13.22,4.86
661150.26,battery,Automated Compactor Baler,503326.08,30.2,6.05
74258.97,metal,Solar Decanter Centrifuge,64360.92,45.49,4.25
199052.5,paper,High-Shear Pelletizer Extruder,149007.32,17.82,3.48
204959.06,plastic,High-Shear Pelletizer Extruder,167399.87,45.4,5.04
358509.69,battery,Automated Compactor Baler,262535.2,42.87,5.53
468707.39,paper,High-Shear Pelletizer Extruder,425484.93,22.15,4.06
736438.91,paper,AI Optical Sorter,587986.85,22.9,6.03
395497.81,textile,AI Optical Sorter,313911.78,40.8,5.75
401760.82,metal,Automated Compactor Baler,374076.69,35.82,6.11
714966.99,paper,Solar Decanter Centrifuge,523943.34,45.86,7.99
133650.01,paper,Automated Compactor Baler,117891.38,44.29,5.54
89491.82,textile,IoT Weighbridge Scales,79625.04,15.27,1.53
317313.39,textile,Automated Compactor Baler,260506.64,41.31,5.73
765421.3,paper,High-Shear Pelletizer Extruder,611554.62,37.86,6.71
540171.67,paper,High-Shear Pelletizer Extruder,458125.42,15.59,4.73
796378.87,paper,Solar Decanter Centrifuge,583989.95,19.35,5.46
66041.64,metal,AI Optical Sorter,49031.18,12.34,2.16
227848.7,paper,High-Shear Pelletizer Extruder,183532.43,45.13,5.58
358174.93,battery,High-Shear Pelletizer Extruder,272522.23,13.88,3.8
754418.1,plastic,AI Optical Sorter,699517.16,19.16,6.0
484606.24,metal,High-Shear Pelletizer Extruder,390473.23,32.06,5.82
716444.37,battery,Automated Compactor Baler,525432.83,29.61,6.26
368512.62,paper,IoT Weighbridge Scales,261050.58,29.39,4.96
273647.97,paper,Automated Compactor Baler,222608.04,26.69,3.69
719595.02,plastic,High-Shear Pelletizer Extruder,507665.92,45.7,8.17
727055.35,paper,IoT Weighbridge Scales,613873.12,37.38,6.86
555517.21,textile,High-Shear Pelletizer Extruder,441821.86,18.67,4.21
316487.2,paper,High-Shear Pelletizer Extruder,262664.0,36.54,4.29
51063.67,textile,AI Optical Sorter,42724.16,32.05,3.28
592518.96,metal,High-Shear Pelletizer Extruder,541093.43,19.92,5.01
453881.65,metal,AI Optical Sorter,419388.41,43.02,5.69
173029.96,plastic,High-Shear Pelletizer Extruder,161180.09,40.74,4.37
516734.97,plastic,High-Shear Pelletizer Extruder,402438.19,45.88,7.35
687138.25,battery,Automated Compactor Baler,532749.18,22.26,4.93
697348.19,plastic,IoT Weighbridge Scales,551525.06,47.81,6.46
478409.99,metal,High-Shear Pelletizer Extruder,394202.16,41.13,5.84
616905.02,battery,Solar Decanter Centrifuge,565265.31,27.49,4.88
485969.73,metal,AI Optical Sorter,400229.41,45.73,6.33
221066.65,battery,High-Shear Pelletizer Extruder,204811.02,44.36,4.87
126658.49,plastic,Solar Decanter Centrifuge,95679.84,19.92,2.3
305168.93,textile,High-Shear Pelletizer Extruder,232706.91,19.43,3.11
151960.99,paper,High-Shear Pelletizer Extruder,137823.69,17.89,2.32
110652.31,textile,Solar Decanter Centrifuge,95542.87,15.42,2.48
289138.86,paper,IoT Weighbridge Scales,251437.08,38.28,4.71
225908.08,metal,Automated Compactor Baler,190596.14,23.81,3.01
665258.76,metal,Solar Decanter Centrifuge,594492.54,45.76,7.7
261606.6,textile,Solar Decanter Centrifuge,229426.66,25.99,3.31
448360.07,metal,Automated Compactor Baler,342629.79,20.65,3.8
130515.48,paper,High-Shear Pelletizer Extruder,98128.02,45.34,4.45
211764.74,metal,Automated Compactor Baler,188922.63,27.39,4.11
747117.82,textile,High-Shear Pelletizer Extruder,532678.41,42.14,8.3
753554.45,plastic,Automated Compactor Baler,551087.1,34.08,6.79
609188.25,metal,Automated Compactor Baler,517026.52,42.62,6.82
56662.85,paper,AI Optical Sorter,41465.93,26.25,2.35
142441.71,battery,Automated Compactor Baler,110837.65,18.28,1.93
491779.21,metal,IoT Weighbridge Scales,359278.26,18.58,5.26
757227.64,textile,Automated Compactor Baler,622906.73,14.67,4.49
76056.61,paper,AI Optical Sorter,63069.01,32.13,3.15
136708.92,battery,AI Optical Sorter,121478.25,19.96,3.79
71076.26,paper,High-Shear Pelletizer Extruder,67174.03,25.61,3.05
741430.54,textile,High-Shear Pelletizer Extruder,701580.46,15.47,5.11
264298.57,plastic,IoT Weighbridge Scales,189784.35,43.53,4.18
282260.42,textile,Automated Compactor Baler,260018.52,38.06,5.61
552292.26,textile,Automated Compactor Baler,422105.19,34.25,7.08
281942.08,plastic,High-Shear Pelletizer Extruder,213500.74,19.24,3.21
730435.3,battery,High-Shear Pelletizer Extruder,599981.08,28.78,6.08
240129.64,paper,AI Optical Sorter,168897.83,19.37,3.31
562127.95,metal,Solar Decanter Centrifuge,511516.7,22.52,5.12
572404.27,battery,Automated Compactor Baler,538505.72,16.42,4.95
241161.47,battery,Automated Compactor Baler,206108.46,42.17,4.02
741384.12,battery,Automated Compactor Baler,561750.05,42.55,8.14
154397.46,paper,AI Optical Sorter,126356.55,38.88,5.03
743997.3,battery,Automated Compactor Baler,566639.48,17.16,5.92
468461.56,textile,Solar Decanter Centrifuge,335168.01,38.81,6.24
207862.13,metal,AI Optical Sorter,177529.42,18.6,2.85
559301.82,plastic,IoT Weighbridge Scales,451544.33,43.02,6.82
120119.27,textile,Solar Decanter Centrifuge,106391.24,12.82,1.44
769225.51,metal,IoT Weighbridge Scales,711282.26,47.92,8.36
351440.14,textile,AI Optical Sorter,276822.24,21.84,4.08
483049.45,plastic,Automated Compactor Baler,342359.11,39.69,5.52
458926.79,metal,IoT Weighbridge Scales,408422.69,35.42,5.9
346149.89,plastic,Solar Decanter Centrifuge,243101.56,19.21,3.12
769952.43,plastic,High-Shear Pelletizer Extruder,700965.89,16.77,4.94
544796.11,textile,High-Shear Pelletizer Extruder,385565.43,19.25,4.47
316039.85,paper,Solar Decanter Centrifuge,264934.91,19.61,3.45
265252.33,metal,High-Shear Pelletizer Extruder,203515.77,33.54,5.2
785688.3,textile,Automated Compactor Baler,599939.81,39.81,8.3
249104.92,plastic,High-Shear Pelletizer Extruder,175575.65,46.75,6.11
256941.91,textile,High-Shear Pelletizer Extruder,193782.88,33.08,4.39
311071.66,plastic,High-Shear Pelletizer Extruder,264850.55,29.62,4.03
193080.61,plastic,AI Optical Sorter,172245.53,22.4,3.19
356755.8,metal,Automated Compactor Baler,261758.41,12.94,3.3
105213.7,battery,IoT Weighbridge Scales,75697.84,18.9,1.8
733452.34,plastic,Solar Decanter Centrifuge,573989.73,31.75,6.03
542548.4,metal,Automated Compactor Baler,510802.57,30.52,7.23
405268.35,textile,High-Shear Pelletizer Extruder,314074.16,18.55,2.94
445882.93,textile,IoT Weighbridge Scales,408483.34,33.86,5.41
50180.5,plastic,IoT Weighbridge Scales,42565.04,16.35,2.29
190383.96,battery,Automated Compactor Baler,142165.03,28.38,2.67
610823.96,paper,Solar Decanter Centrifuge,430612.55,31.48,6.13
365100.92,paper,High-Shear Pelletizer Extruder,303513.99,37.27,5.85
777452.91,plastic,IoT Weighbridge Scales,623135.15,25.32,6.22
307859.68,paper,Solar Decanter Centrifuge,237773.94,35.09,5.24
189464.07,textile,IoT Weighbridge Scales,155646.87,27.19,3.63
181558.47,plastic,High-Shear Pelletizer Extruder,132805.39,28.3,3.27
436613.68,paper,IoT Weighbridge Scales,385228.13,36.86,6.06
259990.66,plastic,AI Optical Sorter,200559.97,20.94,2.92
619200.8,textile,IoT Weighbridge Scales,570713.13,38.35,6.04
432670.12,battery,High-Shear Pelletizer Extruder,334124.94,17.07,4.07
167475.64,battery,AI Optical Sorter,127597.95,15.74,1.97
680369.38,battery,Automated Compactor Baler,622661.91,12.55,5.31
130426.85,textile,Automated Compactor Baler,113563.56,44.31,5.34
60186.19,textile,Solar Decanter Centrifuge,44035.52,41.36,4.34
738776.24,battery,AI Optical Sorter,689327.7,43.55,8.54
107970.12,plastic,IoT Weighbridge Scales,91835.23,47.24,4.23
323811.22,metal,IoT Weighbridge Scales,263818.44,46.9,6.85
365047.0,plastic,Automated Compactor Baler,300190.09,41.28,5.08
124064.73,battery,IoT Weighbridge Scales,91610.37,39.52,4.86
401169.8,plastic,IoT Weighbridge Scales,357712.87,41.23,7.14
659946.73,paper,Automated Compactor Baler,537529.02,43.13,8.0
341596.34,battery,High-Shear Pelletizer Extruder,252483.07,21.0,3.58
416388.77,plastic,Solar Decanter Centrifuge,394153.46,27.89,6.43
454575.77,battery,Automated Compactor Baler,319200.23,12.06,4.78
123249.74,battery,Solar Decanter Centrifuge,107994.41,19.38,2.6
181591.23,paper,IoT Weighbridge Scales,165760.51,27.6,2.61
619005.41,paper,Automated Compactor Baler,537977.14,18.31,3.3
717913.36,metal,AI Optical Sorter,598340.65,46.39,8.52
274768.82,paper,IoT Weighbridge Scales,247264.13,21.99,4.63
218966.67,battery,High-Shear Pelletizer Extruder,198983.46,24.91,3.78
391274.46,metal,AI Optical Sorter,311638.44,39.74,6.26
569134.8,battery,High-Shear Pelletizer Extruder,511926.99,32.48,6.63
719904.94,battery,AI Optical Sorter,529033.93,32.53,7.01
316298.0,textile,AI Optical Sorter,240800.03,39.65,6.56
59481.95,metal,AI Optical Sorter,53239.72,39.21,5.35
166550.85,plastic,Automated Compactor Baler,124135.59,29.13,3.75
540173.86,battery,Automated Compactor Baler,497690.18,36.42,6.5
443913.69,battery,IoT Weighbridge Scales,414450.94,37.7,6.76
77595.29,textile,Solar Decanter Centrifuge,70021.63,46.51,5.67
697857.41,plastic,Solar Decanter Centrifuge,553328.67,22.69,5.52
164305.19,battery,Automated Compactor Baler,120447.36,16.11,1.96
771184.23,plastic,IoT Weighbridge Scales,611639.12,28.47,6.07
293433.99,paper,High-Shear Pelletizer Extruder,274733.39,47.53,5.45
322910.3,metal,High-Shear Pelletizer Extruder,230528.95,40.84,5.51
244538.02,metal,IoT Weighbridge Scales,198302.65,12.79,2.82
758264.06,plastic,High-Shear Pelletizer Extruder,718314.21,39.71,9.2
771556.53,textile,High-Shear Pelletizer Extruder,686782.15,30.83,7.22
278434.96,plastic,AI Optical Sorter,240908.54,31.84,5.12
205004.7,metal,AI Optical Sorter,190904.08,45.13,6.14
631639.31,paper,IoT Weighbridge Scales,541749.93,30.15,5.63
445017.02,textile,IoT Weighbridge Scales,397555.09,13.87,3.57
97306.38,paper,Automated Compactor Baler,74491.22,27.57,2.93
141532.67,paper,IoT Weighbridge Scales,102967.08,33.96,3.7
458601.48,textile,Automated Compactor Baler,415919.41,34.75,5.72
467725.65,plastic,Solar Decanter Centrifuge,385040.63,34.8,5.68
188325.13,metal,IoT Weighbridge Scales,148186.35,34.62,3.12
82172.76,battery,High-Shear Pelletizer Extruder,66603.15,35.59,3.2
368325.42,metal,Solar Decanter Centrifuge,283041.57,47.48,5.9
668601.34,battery,AI Optical Sorter,496347.36,29.04,6.2
328679.83,metal,Solar Decanter Centrifuge,239469.81,38.65,5.69
627522.85,metal,AI Optical Sorter,477443.31,13.44,4.84
488824.92,plastic,High-Shear Pelletizer Extruder,463572.33,15.12,3.79
696688.72,metal,High-Shear Pelletizer Extruder,578960.95,44.93,7.81
358923.72,battery,Solar Decanter Centrifuge,287607.89,13.44,3.16
676412.95,textile,Solar Decanter Centrifuge,620616.99,38.87,6.81
624560.0,paper,Automated Compactor Baler,578064.67,13.79,5.41
443083.66,plastic,Solar Decanter Centrifuge,362044.71,43.87,6.96
522956.35,plastic,AI Optical Sorter,465060.72,15.72,4.07
223363.53,metal,IoT Weighbridge Scales,165853.39,29.82,4.46
375295.91,textile,IoT Weighbridge Scales,344989.72,19.51,3.8
422022.42,paper,Solar Decanter Centrifuge,356858.12,28.76,5.62
380269.4,plastic,AI Optical Sorter,326851.96,33.17,5.8
222058.99,textile,AI Optical Sorter,206490.37,35.53,4.53
684935.96,metal,High-Shear Pelletizer Extruder,569331.99,33.59,5.71
475000.59,battery,IoT Weighbridge Scales,440824.29,46.86,6.07
463690.59,plastic,Solar Decanter Centrifuge,422958.6,39.31,7.47
501069.94,metal,Automated Compactor Baler,474141.67,44.01,6.63
187884.3,paper,IoT Weighbridge Scales,164369.21,24.3,4.22
374882.79,plastic,Solar Decanter Centrifuge,274656.6,18.46,3.58
530195.54,textile,IoT Weighbridge Scales,418184.04,47.37,7.28
185577.44,textile,Automated Compactor Baler,169230.16,33.34,4.95
209873.15,battery,Solar Decanter Centrifuge,168706.19,18.72,3.69
126812.54,plastic,IoT Weighbridge Scales,116049.01,12.62,1.52
432927.31,metal,High-Shear Pelletizer Extruder,376342.64,37.12,4.86
451951.99,textile,High-Shear Pelletizer Extruder,426747.48,14.4,3.52
490667.3,textile,Solar Decanter Centrifuge,452485.51,28.72,5.71
437093.44,plastic,AI Optical Sorter,310901.04,35.52,5.15
550314.54,textile,Solar Decanter Centrifuge,468129.59,18.64,4.26
254902.63,metal,High-Shear Pelletizer Extruder,194054.38,39.07,5.71
762831.35,textile,Solar Decanter Centrifuge,627911.62,35.06,7.15
360500.79,textile,AI Optical Sorter,285797.06,37.11,6.27
558554.38,paper,IoT Weighbridge Scales,458608.49,27.95,5.53
276757.82,battery,IoT Weighbridge Scales,212549.13,29.64,3.64
201964.11,paper,High-Shear Pelletizer Extruder,161076.28,29.95,3.8
706740.04,paper,Solar Decanter Centrifuge,634605.36,18.15,5.04
704390.39,metal,High-Shear Pelletizer Extruder,496991.5,37.8,8.16
132674.68,battery,IoT Weighbridge Scales,115281.95,40.33,5.35
655153.54,textile,Solar Decanter Centrifuge,505129.16,16.46,4.72
741390.26,metal,IoT Weighbridge Scales,521199.05,31.47,7.34
429504.0,paper,AI Optical Sorter,343509.97,41.08,6.34
774858.84,battery,Solar Decanter Centrifuge,693905.7,31.18,6.56
767755.19,textile,Solar Decanter Centrifuge,555794.53,24.76,6.25
238334.22,textile,Solar Decanter Centrifuge,208457.32,17.5,2.99
466620.26,metal,Solar Decanter Centrifuge,345364.07,36.36,5.38
456075.86,textile,Automated Compactor Baler,330979.83,27.51,5.77
743935.24,paper,IoT Weighbridge Scales,679814.33,45.14,7.46
726501.95,battery,High-Shear Pelletizer Extruder,582989.86,29.7,6.37
169446.27,textile,Automated Compactor Baler,149271.42,12.9,2.57
477983.14,plastic,High-Shear Pelletizer Extruder,383005.75,45.34,6.57
786156.04,textile,Automated Compactor Baler,563134.42,42.94,6.97
701349.01,metal,IoT Weighbridge Scales,637492.3,38.59,8.05
721876.01,battery,Solar Decanter Centrifuge,664047.1,32.88,6.86
383454.2,plastic,IoT Weighbridge Scales,339339.87,31.37,3.78
522175.55,battery,IoT Weighbridge Scales,394939.24,47.07,6.9
342754.94,metal,AI Optical Sorter,256141.53,34.21,5.34
222346.76,plastic,Automated Compactor Baler,190011.36,16.72,3.65
307382.29,paper,High-Shear Pelletizer Extruder,253685.71,20.61,2.8
385041.17,metal,High-Shear Pelletizer Extruder,290616.23,29.94,6.18
668461.8,paper,Solar Decanter Centrifuge,514486.36,26.16,5.97
569330.26,plastic,Solar Decanter Centrifuge,531113.39,28.23,5.01
552340.25,paper,Solar Decanter Centrifuge,484651.08,30.46,5.88
473302.19,battery,AI Optical Sorter,407906.09,20.87,4.59
346142.72,plastic,Solar Decanter Centrifuge,273842.25,47.6,5.49
676654.46,battery,Automated Compactor Baler,533705.46,44.14,8.73
426635.86,textile,AI Optical Sorter,320998.52,27.02,4.63
342930.78,textile,Solar Decanter Centrifuge,299225.18,38.35,5.81
82127.99,metal,AI Optical Sorter,66004.01,16.47,1.27
361669.65,plastic,IoT Weighbridge Scales,319932.22,39.87,5.59
505271.49,paper,IoT Weighbridge Scales,471294.8,36.7,6.41
399975.78,metal,Automated Compactor Baler,323716.52,14.71,2.67
759979.05,plastic,Solar Decanter Centrifuge,546055.68,29.34,6.13
489665.53,paper,IoT Weighbridge Scales,351231.31,24.53,3.92
192564.06,metal,Automated Compactor Baler,156580.27,30.24,4.17
604663.36,textile,Automated Compactor Baler,541451.88,20.86,4.12
552326.68,paper,Solar Decanter Centrifuge,456934.22,36.26,7.33
99260.63,paper,Solar Decanter Centrifuge,69936.98,21.02,3.7
221888.93,paper,High-Shear Pelletizer Extruder,162370.18,30.09,2.96
103737.96,metal,IoT Weighbridge Scales,94372.53,25.21,3.48
620623.27,battery,AI Optical Sorter,583164.6,38.09,8.3
364065.87,paper,IoT Weighbridge Scales,258343.78,27.62,4.71
555117.36,textile,Solar Decanter Centrifuge,406995.68,41.22,6.21
452338.44,battery,IoT Weighbridge Scales,385316.82,17.7,4.49
426611.34,battery,Solar Decanter Centrifuge,370244.96,42.33,6.65
616708.5,metal,IoT Weighbridge Scales,517852.78,31.6,6.06
203925.45,plastic,Solar Decanter Centrifuge,169941.65,30.39,4.78
177575.93,battery,Solar Decanter Centrifuge,163752.03,32.18,4.2
487542.4,battery,IoT Weighbridge Scales,370223.72,26.35,5.51
183348.75,paper,Automated Compactor Baler,159649.17,21.04,3.76
424752.68,textile,Solar Decanter Centrifuge,395101.48,27.9,5.11
242470.1,plastic,AI Optical Sorter,182044.13,14.43,3.64
178574.15,battery,IoT Weighbridge Scales,127785.05,13.16,2.71
526325.4,plastic,AI Optical Sorter,460268.41,25.35,5.49
185943.72,metal,Automated Compactor Baler,134976.41,31.55,3.41
534376.14,metal,High-Shear Pelletizer Extruder,496484.21,26.62,4.78
558031.51,battery,IoT Weighbridge Scales,485897.8,44.52,7.13
91599.27,plastic,High-Shear Pelletizer Extruder,86407.59,22.89,2.67
570135.44,metal,Solar Decanter Centrifuge,425981.19,36.81,6.5
546937.45,battery,IoT Weighbridge Scales,488943.13,15.02,3.79
717731.9,paper,Automated Compactor Baler,508119.29,28.24,7.07
194759.1,metal,Solar Decanter Centrifuge,170212.81,29.55,2.82
323912.72,paper,IoT Weighbridge Scales,244999.73,34.12,4.67
306874.99,plastic,Solar Decanter Centrifuge,282549.48,32.6,4.81
700588.22,paper,IoT Weighbridge Scales,527453.73,31.97,6.61
477427.77,metal,High-Shear Pelletizer Extruder,343310.63,35.59,5.32
416323.9,battery,IoT Weighbridge Scales,349614.37,36.1,5.67
93262.46,plastic,High-Shear Pelletizer Extruder,78352.33,43.18,4.51
712104.26,metal,IoT Weighbridge Scales,582972.29,32.09,6.32
413704.27,paper,Automated Compactor Baler,312003.79,41.78,6.19
552935.04,metal,Automated Compactor Baler,394958.69,33.49,5.82
435141.56,plastic,IoT Weighbridge Scales,374259.53,28.86,5.11
693510.24,plastic,Automated Compactor Baler,490483.86,39.75,6.88
664489.07,metal,Solar Decanter Centrifuge,628209.53,37.61,6.53
363691.66,battery,AI Optical Sorter,319152.34,39.42,6.23
765783.95,metal,High-Shear Pelletizer Extruder,632523.95,36.5,7.75
235600.8,plastic,Solar Decanter Centrifuge,221929.33,36.53,5.51
297700.54,textile,Automated Compactor Baler,243769.14,39.04,4.86
333244.93,battery,Automated Compactor Baler,265508.96,24.59,4.12
653915.91,metal,Automated Compactor Baler,511158.88,22.42,5.58
442773.79,paper,AI Optical Sorter,329407.97,39.89,6.03
555137.4,textile,Automated Compactor Baler,418312.16,31.86,5.97
784364.93,paper,High-Shear Pelletizer Extruder,596705.15,20.95,6.71
734644.02,paper,IoT Weighbridge Scales,517390.23,26.67,6.08
221058.2,paper,Solar Decanter Centrifuge,188746.45,47.82,6.0
139795.64,battery,IoT Weighbridge Scales,127836.15,14.09,1.33
444886.71,metal,IoT Weighbridge Scales,340812.13,42.06,5.73
778640.77,metal,IoT Weighbridge Scales,554335.45,17.31,6.66
311646.57,textile,High-Shear Pelletizer Extruder,251113.31,30.9,3.37
798648.39,metal,High-Shear Pelletizer Extruder,634085.87,32.8,7.89
378994.01,textile,Solar Decanter Centrifuge,359475.61,31.57,5.42
166895.28,textile,IoT Weighbridge Scales,150610.34,46.3,5.44
321847.45,paper,High-Shear Pelletizer Extruder,266893.18,19.08,3.94
742702.0,battery,High-Shear Pelletizer Extruder,693637.8,32.36,7.72
146279.3,textile,IoT Weighbridge Scales,123380.15,28.78,2.77
186947.85,battery,IoT Weighbridge Scales,168026.77,26.74,4.18
346944.06,battery,Automated Compactor Baler,275402.14,29.5,5.73
317104.37,metal,Solar Decanter Centrifuge,296187.14,42.53,5.2
740225.2,battery,AI Optical Sorter,617427.47,38.72,7.97
587248.27,plastic,AI Optical Sorter,506240.15,26.13,5.75
720712.04,metal,IoT Weighbridge Scales,629135.79,14.35,4.98
673882.08,paper,AI Optical Sorter,637423.51,43.56,7.91
170274.43,paper,Solar Decanter Centrifuge,134028.62,27.64,2.87
456914.93,battery,High-Shear Pelletizer Extruder,351706.32,22.4,3.78
604061.02,plastic,AI Optical Sorter,480371.34,26.67,6.93
327265.09,paper,High-Shear Pelletizer Extruder,247660.46,31.92,4.72
533216.12,plastic,IoT Weighbridge Scales,503386.84,29.57,6.63
443881.84,plastic,High-Shear Pelletizer Extruder,312531.29,27.55,5.41
316477.7,metal,High-Shear Pelletizer Extruder,243107.73,12.12,3.27
346280.4,metal,High-Shear Pelletizer Extruder,296784.52,28.22,4.87
109070.7,textile,Automated Compactor Baler,101386.44,25.73,3.43
745259.08,metal,AI Optical Sorter,581133.53,43.94,8.97
86933.3,plastic,AI Optical Sorter,79176.89,12.38,1.58
53018.96,plastic,Solar Decanter Centrifuge,43390.1,40.46,4.98
260084.53,textile,AI Optical Sorter,207906.52,27.24,4.69
741837.27,plastic,High-Shear Pelletizer Extruder,686667.3,41.85,8.51
587582.34,textile,Solar Decanter Centrifuge,433282.87,41.74,7.65
740203.4,textile,High-Shear Pelletizer Extruder,585695.31,40.88,7.42
447112.16,battery,High-Shear Pelletizer Extruder,330068.13,42.41,6.98
263491.55,battery,AI Optical Sorter,187731.4,32.01,3.98
65561.66,battery,High-Shear Pelletizer Extruder,48376.01,26.42,1.65
291584.45,battery,AI Optical Sorter,219844.93,37.54,5.05
751283.15,metal,High-Shear Pelletizer Extruder,640738.26,14.48,4.96
511288.37,battery,Solar Decanter Centrifuge,450535.75,28.03,5.78
95274.38,battery,IoT Weighbridge Scales,89488.48,44.35,6.05
485321.94,paper,Solar Decanter Centrifuge,395239.56,24.27,4.68
400860.72,textile,High-Shear Pelletizer Extruder,324509.02,24.92,3.58
791492.42,plastic,Automated Compactor Baler,725484.94,12.79,5.47
559665.59,paper,IoT Weighbridge Scales,415489.86,41.43,6.08
671093.89,metal,Automated Compactor Baler,572270.9,44.76,7.29
643166.71,textile,Automated Compactor Baler,462471.22,35.5,5.96
711689.84,paper,IoT Weighbridge Scales,667845.04,18.59,5.49
504525.09,plastic,Automated Compactor Baler,430620.36,38.02,6.82
690162.67,metal,High-Shear Pelletizer Extruder,576342.23,37.4,7.54
318257.82,paper,IoT Weighbridge Scales,272147.73,28.55,4.08
515709.57,textile,AI Optical Sorter,391274.04,14.63,3.47
492011.43,metal,AI Optical Sorter,448263.44,39.57,6.17
189599.12,plastic,AI Optical Sorter,163038.39,13.25,0.87
567961.4,paper,Automated Compactor Baler,450723.6,28.7,5.78
147829.59,paper,Automated Compactor Baler,129714.08,30.99,4.55
435914.82,paper,AI Optical Sorter,354872.61,19.4,3.84
459987.16,metal,Solar Decanter Centrifuge,390655.37,29.6,5.02
549326.48,plastic,Solar Decanter Centrifuge,514236.16,37.4,6.0
176436.5,textile,AI Optical Sorter,128001.68,14.26,2.79
311650.04,paper,High-Shear Pelletizer Extruder,289735.1,44.28,5.08
648534.94,plastic,IoT Weighbridge Scales,491792.85,30.54,6.38
291370.63,battery,Solar Decanter Centrifuge,257455.46,14.61,2.84
544787.99,plastic,IoT Weighbridge Scales,444455.6,35.77,6.86
