investment,equipment_cost,recycling_volume_kg,energy_savings_kwh,roi,npv,irr
148397.74,422109.97,8484.77,1012.69,-20.0,-258291.07,2.74
659686.63,246529.94,45486.64,3759.25,125.77,727568.28,9.03
322794.65,260352.75,23341.36,3575.39,88.51,294665.69,7.54
709054.23,384589.68,42796.21,9733.99,93.01,591965.64,7.72
303323.38,363724.87,20318.65,6835.4,60.2,186277.63,6.41
502182.61,497011.09,36716.2,9534.41,84.8,475291.08,7.39
843221.07,453392.49,40906.54,4699.76,44.96,204262.73,5.8
289199.03,197753.68,1991.58,5335.13,-20.0,-291552.72,2.01
529804.91,272120.22,48727.53,9132.25,150.0,1070566.04,11.7
203627.14,197063.61,21773.85,3733.22,150.0,427705.09,10.36
808571.17,271538.08,29032.89,8559.53,38.01,110264.43,5.52
815631.75,83461.53,35981.81,4467.27,84.99,429078.0,7.4
329916.46,44009.03,24875.23,3683.28,150.0,558528.49,12.49
288937.39,353442.43,38704.78,2598.94,150.0,733445.33,10.73
96975.06,427401.3,1488.03,9383.7,-20.0,-249077.22,2.63
646238.88,174486.38,13077.42,288.26,-20.0,-369997.88,2.75
273697.85,86109.58,30996.14,1832.15,150.0,736032.21,15.26
552198.35,303255.88,15604.04,543.64,-20.0,-312860.16,3.18
85391.19,32646.72,37217.11,3316.5,150.0,1224488.46,45.0
806485.18,227231.76,23196.91,5226.25,10.54,-121258.09,4.42
727379.88,151281.38,6957.78,5649.36,-20.0,-507190.29,2.12
360628.74,232395.83,32700.39,5042.43,150.0,637560.19,10.39
639264.88,281216.0,37250.02,7118.18,95.19,514236.64,7.81
557480.4,345873.45,43804.42,4436.26,120.82,689558.29,8.83
442124.92,386837.9,29545.14,895.87,54.72,195202.73,6.19
897506.41,34775.89,37671.42,7636.18,96.31,529146.11,7.85
955455.53,45984.52,30245.99,4392.84,41.52,130285.26,5.66
364101.31,63352.91,28570.05,4894.6,150.0,659413.5,12.74
149326.74,313994.96,37159.7,7719.33,150.0,982731.83,15.63
910104.53,216545.96,47700.57,8681.21,103.05,700182.28,8.12
331676.49,96455.86,22334.08,4138.61,150.0,428988.01,10.03
596933.34,300025.39,37749.36,5196.92,96.25,508679.26,7.85
149581.51,431979.84,16178.46,9718.72,68.37,200328.02,6.73
161967.1,479960.56,5459.58,2464.15,-20.0,-397608.38,1.91
94250.94,358454.31,42664.64,4453.9,150.0,1101947.44,17.2
932095.97,303343.55,31870.35,8485.11,30.24,49448.99,5.21
331960.19,190047.55,45391.64,9029.44,150.0,1234807.15,16.86
977658.64,452882.39,7241.23,8272.5,-20.0,-986609.8,1.55
439346.55,495584.65,24141.77,5627.59,27.8,19209.04,5.11
553286.17,174433.77,4676.08,8977.38,-20.0,-353958.4,2.57
812542.02,86972.85,39061.65,6333.3,105.68,577882.74,8.23
438686.6,141930.15,43126.71,7061.84,150.0,1052194.47,14.09
570352.91,312592.9,5462.24,4844.41,-20.0,-581513.98,1.71
234015.28,120024.17,33403.89,9130.31,150.0,998351.18,19.13
433568.78,119719.65,32788.6,8737.63,150.0,768813.24,11.97
760902.86,437003.47,27291.18,7568.39,15.78,-90387.09,4.63
183061.33,187171.82,20087.91,5210.7,150.0,436339.87,10.91
932622.54,439662.35,7591.75,1893.34,-20.0,-1069278.53,1.11
389758.52,159557.06,31123.78,9047.21,150.0,723701.46,11.61
964176.96,333729.42,42069.8,5346.98,50.12,257953.69,6.0
247910.6,271850.44,28199.05,7476.08,150.0,616358.25,10.95
258888.84,196788.98,18837.35,9602.51,138.91,413664.87,9.56
471747.71,382445.1,37789.76,2802.33,97.86,495450.73,7.91
593276.2,449265.39,24284.69,9462.15,26.23,8310.78,5.05
253735.32,55596.37,44681.24,8507.28,150.0,1410864.32,27.86
992960.38,346108.87,46897.71,8304.1,67.45,451482.02,6.7
852205.02,293187.95,19735.87,9358.67,-2.26,-251397.76,3.91
460511.32,278633.3,22859.6,5735.22,54.72,174059.74,6.19
496979.83,43024.43,44220.36,4555.06,150.0,1069870.11,14.93
609496.47,86810.15,1166.0,2603.84,-20.0,-594356.37,0.73
719356.73,67613.37,45535.48,2307.22,150.0,813687.17,10.19
244363.93,107123.82,1685.1,7763.69,-13.36,-108309.57,3.47
881282.8,314798.1,10221.8,2995.72,-20.0,-777406.77,1.75
502130.36,478086.06,13120.22,7370.13,-20.0,-358381.28,3.18
467475.81,162966.73,23339.88,897.83,61.61,183175.71,6.46
808753.0,136784.93,36545.19,869.81,67.02,315571.65,6.68
957343.63,112647.19,44254.36,8132.84,98.58,626747.64,7.94
969466.93,249387.52,36642.47,3832.96,37.2,116542.4,5.49
225149.83,232676.45,9121.7,9824.04,49.05,87093.56,5.96
141434.17,302821.63,31696.73,5473.18,150.0,762585.82,13.61
679076.59,75766.77,28195.91,3014.68,70.73,274290.88,6.83
943167.26,385794.39,48653.21,568.05,56.87,335841.03,6.27
320876.52,113802.84,1546.57,2574.79,-20.0,-320509.26,1.32
694837.18,130922.68,25941.17,8900.62,65.85,267857.95,6.63
709070.02,209421.95,19250.98,4666.21,4.32,-153366.64,4.17
218189.37,324320.37,18843.49,8553.18,94.92,301903.44,7.8
768725.03,313046.32,18845.91,2257.33,-19.7,-388100.99,3.21
787344.27,253476.37,12012.75,2112.71,-20.0,-582518.78,2.21
207130.86,393037.37,12220.37,5361.09,13.33,-57001.05,4.53
478969.04,298213.23,43980.59,8703.92,150.0,923946.02,10.96
478522.27,27375.8,21895.75,6140.7,120.36,384308.68,8.81
579876.52,332641.33,8549.71,6536.04,-20.0,-465778.29,2.45
223519.04,380251.51,17615.29,7156.98,59.56,165512.25,6.38
95472.32,215772.81,35546.69,2423.33,150.0,953193.69,20.35
805522.69,322774.27,29790.53,3664.78,21.96,-29470.62,4.88
508328.9,306727.66,24150.64,7043.47,51.86,173304.05,6.07
462012.09,117091.13,11482.76,256.88,-14.4,-183247.25,3.42
335909.83,379480.47,39913.97,2184.18,146.28,691536.35,9.85
961091.8,261153.34,45931.96,7126.3,77.21,507314.79,7.09
736311.75,60820.94,11779.57,286.39,-20.0,-390496.67,2.56
730321.26,185330.38,39545.97,3521.57,95.09,510824.77,7.8
828367.06,82735.16,9495.28,3540.59,-20.0,-504031.62,2.24
438063.02,187377.35,38418.7,1150.12,150.0,705967.65,10.66
383656.17,421875.2,4273.06,9434.97,-20.0,-434485.71,2.31
987001.0,62512.72,15272.35,3849.53,-20.0,-438979.79,2.91
787571.8,306044.87,32573.92,7623.6,47.5,194511.01,5.9
162080.05,419940.54,35575.37,5857.95,150.0,765672.14,11.6
895248.57,356147.05,10883.3,4411.5,-20.0,-776354.7,1.9
519340.72,46504.46,47777.24,1460.06,150.0,1090597.92,14.66
712588.2,262990.9,2255.98,9262.53,-20.0,-677120.1,1.53
859244.97,271643.81,12218.17,1391.9,-20.0,-682883.11,1.98
395222.86,142605.57,25827.87,9670.81,150.0,570395.16,10.32
596205.82,447166.91,32893.06,4857.42,47.95,189318.73,5.92
861877.18,246256.69,43562.78,3057.45,75.35,443546.42,7.01
172372.42,430550.94,29783.34,8913.11,150.0,621389.46,10.17
940935.85,45741.63,25547.5,3874.65,21.82,-26823.47,4.87
644565.48,400923.77,14748.92,5656.62,-20.0,-409428.3,3.05
723292.15,84526.92,40889.28,6139.87,137.92,726971.12,9.52
952060.57,182973.88,6299.15,5163.71,-20.0,-797550.41,1.49
131520.23,485372.73,2895.56,7584.34,-20.0,-336930.87,2.27
548847.28,196937.91,4226.27,6297.24,-20.0,-451495.8,1.98
605959.31,154823.97,45600.86,3180.28,150.0,863008.0,10.69
477239.14,281005.98,5911.36,9335.18,-20.0,-333988.99,2.8
405809.34,58774.02,19977.27,6081.98,122.03,359107.46,8.88
537970.04,353380.15,3718.71,2988.5,-20.0,-693551.13,1.11
828269.05,58348.97,42918.81,1100.58,109.46,596327.95,8.38
842731.5,193178.43,30998.24,1698.29,32.09,56794.33,5.28
112860.29,123650.34,7264.84,3261.58,71.92,88178.88,6.88
538664.08,302604.54,39703.54,6631.15,124.23,665049.0,8.97
628320.41,217655.37,24216.61,4262.3,36.77,77997.36,5.47
850057.73,130400.22,1280.33,6582.93,-20.0,-779303.71,1.03
242339.07,447255.27,43093.27,951.93,150.0,795711.23,10.79
151068.99,257682.36,30851.91,2894.1,150.0,707633.73,13.68
730957.83,305559.69,16916.38,448.64,-20.0,-451661.02,2.83
762642.77,123081.76,41889.21,4318.84,115.63,639376.44,8.63
598223.57,439015.39,43317.53,3840.89,88.6,524886.21,7.54
248444.45,392070.12,22220.93,2082.01,57.19,163497.35,6.29
909204.08,115090.01,2264.55,398.74,-20.0,-937887.26,0.42
641199.59,337604.03,16241.04,3336.11,-19.26,-347693.84,3.23
372519.22,346476.1,3848.56,9305.34,-20.0,-365461.75,2.46
261394.99,499843.14,9404.61,7761.16,-16.91,-256135.82,3.32
262241.92,58806.46,43871.73,8615.76,150.0,1374273.48,26.45
433391.87,357150.15,28296.23,8558.97,84.6,374817.37,7.38
349303.17,271362.75,24783.25,3668.28,87.43,308306.96,7.5
896882.31,99621.4,8325.92,5853.71,-20.0,-573705.15,2.13
674619.52,113417.24,20145.15,9476.33,44.72,122667.53,5.79
284286.55,340813.14,37267.32,4591.66,150.0,749678.98,11.02
940649.69,373595.23,23438.3,5779.48,-11.01,-380340.07,3.56
707982.77,304251.29,44056.18,3697.51,95.93,571524.67,7.84
334891.45,122642.67,2851.37,621.54,-20.0,-345874.68,1.22
876552.43,345628.71,33366.09,6223.5,31.3,59290.12,5.25
856758.19,250528.12,43650.13,3722.56,77.62,463292.01,7.1
930372.13,355355.35,13601.68,5728.03,-20.0,-686890.96,2.33
556379.03,86191.43,29970.9,3284.9,113.57,453276.97,8.54
99731.33,475354.96,32433.03,8793.81,150.0,736293.66,11.42
692253.2,191352.17,26121.72,6822.32,48.8,166351.56,5.95
962239.71,141761.34,43873.88,9255.96,94.05,606730.35,7.76
686894.74,467007.98,20496.05,9539.56,0.29,-229774.88,4.01
717643.73,40162.77,45436.77,4947.83,150.0,902759.75,10.98
487310.64,291903.97,8319.84,4797.83,-20.0,-381917.49,2.55
839570.86,27431.58,14372.94,224.05,-20.0,-373845.54,2.85
444925.74,369591.45,40139.82,9462.86,144.3,774444.16,9.77
628079.38,142220.9,46283.25,7798.09,150.0,987275.46,11.43
595707.06,353907.3,46291.5,7181.46,129.87,793469.21,9.19
399955.78,362253.54,2973.63,3986.87,-20.0,-565779.61,1.29
436006.88,100082.35,2131.19,1507.14,-20.0,-427655.54,1.01
671890.42,405098.63,49421.97,3594.36,105.04,686403.03,8.2
619410.26,469829.58,9185.05,7232.93,-20.0,-604243.51,2.23
767229.8,62708.26,43201.22,8168.43,150.0,831911.49,10.03
81732.86,63720.52,3407.22,3480.49,71.34,53560.35,6.85
533824.54,275526.91,14115.67,9133.65,7.98,-111485.22,4.32
399849.65,41864.07,15711.13,5404.87,87.87,220971.64,7.51
437810.73,151444.41,7434.84,8227.81,-4.49,-139823.7,3.82
996337.98,178180.22,19699.43,6256.77,-12.74,-356069.46,3.49
732519.4,208174.18,45341.55,5688.04,122.99,734373.57,8.92
477870.57,330402.92,47687.39,7986.61,150.0,1001472.15,11.22
88012.47,179508.76,24056.69,3282.27,150.0,627546.52,16.76
715178.18,416609.19,36835.91,9895.47,64.55,355409.39,6.58
308920.27,439994.96,38564.51,3749.35,133.87,649708.95,9.35
747418.32,69956.46,39677.34,5416.84,126.19,658963.44,9.05
327675.66,334773.1,32439.38,2252.96,118.32,492452.67,8.73
78877.54,228138.84,28906.08,8790.73,150.0,884592.29,19.44
931805.96,273826.5,37936.37,4505.17,44.94,189780.5,5.8
758778.05,118304.73,19182.17,6415.43,14.89,-72387.73,4.6
67250.07,366781.43,41941.24,4111.59,150.0,1087870.05,17.56
475545.3,428615.46,39007.08,3023.86,93.39,492103.3,7.74
357777.3,345861.55,28596.71,1789.85,80.36,309755.29,7.21
344433.41,451991.97,34720.55,9862.55,122.43,618191.55,8.9
778661.9,472147.73,11593.24,7760.55,-20.0,-671444.04,2.32
69206.64,341964.81,23994.83,3598.25,150.0,489366.57,10.97
869284.13,430048.49,2092.78,6173.15,-20.0,-1080422.07,0.84
399440.61,219517.28,41770.0,3236.43,150.0,876166.47,12.1
945896.37,106224.24,33473.4,6786.63,54.57,246483.05,6.18
289585.4,175880.29,41905.13,7665.69,150.0,1140353.26,17.28
362641.09,276299.14,4022.33,2245.71,-20.0,-448631.29,1.49
511529.53,61267.39,42323.29,7236.46,150.0,1036930.77,14.08
946451.99,352864.11,47079.67,5634.22,67.0,433450.22,6.68
620207.68,488946.11,32464.33,501.71,25.75,4640.79,5.03
737612.64,454624.97,39983.43,5921.57,57.43,306580.1,6.3
687738.34,495292.06,5442.44,6739.0,-20.0,-836883.37,1.47
319227.81,327243.39,30773.56,1703.88,110.22,438741.32,8.41
246409.31,318382.2,7283.27,2798.77,-20.0,-250563.6,2.79
843483.27,177003.92,24914.95,9423.18,31.46,50821.22,5.26
265791.63,207020.49,30716.43,7602.32,150.0,751766.39,12.97
906570.72,459427.03,39055.36,2437.64,26.87,17861.35,5.07
73568.86,204211.49,7935.89,7161.8,98.76,163118.21,7.95
678074.06,41106.39,41993.1,2637.68,150.0,769171.75,10.37
460615.72,340608.19,22041.52,4524.62,33.86,55214.97,5.35
112346.6,212692.9,38477.55,9168.73,150.0,1200461.28,23.51
442822.28,223321.2,35428.73,9439.17,150.0,762365.06,10.74
303707.89,231269.22,40002.69,6175.0,150.0,970565.39,14.1
155057.03,321311.71,10150.57,5200.12,23.31,-7303.07,4.93
552648.1,440577.61,23662.22,2938.54,10.13,-119780.15,4.41
269418.03,439640.9,9379.53,4373.51,-20.0,-285963.06,2.99
227814.46,391185.94,24244.26,3641.21,84.11,291031.86,7.36
393044.66,429062.82,28134.92,7235.1,71.85,306062.62,6.87
902186.59,452836.0,17096.94,9534.02,-20.0,-546386.4,2.99
73632.09,200881.07,44894.14,2891.44,150.0,1318374.01,29.07
309427.38,165258.7,31003.36,4495.66,150.0,685206.14,12.24
740398.09,449557.11,34035.77,2203.77,27.12,17946.12,5.08
936047.81,146956.58,8344.82,1081.68,-20.0,-773884.58,1.43
585214.55,74605.98,7800.02,3140.3,-20.0,-319873.43,2.58
317570.36,310034.96,41020.52,7661.23,150.0,948084.83,12.58
299360.23,137749.04,48323.78,280.72,150.0,1209629.94,18.87
885734.51,115869.69,47416.93,3554.61,111.85,692788.51,8.47
468334.19,359417.89,29795.78,3315.81,65.0,262892.57,6.6
576139.37,370739.3,3074.41,309.75,-20.0,-835118.63,0.59
485163.59,83281.58,33552.87,2297.71,150.0,625317.96,10.52
461208.55,114882.05,27875.7,1337.32,112.61,401993.02,8.5
71951.51,44543.19,47758.66,1594.4,150.0,1542536.5,45.0
723054.34,52604.58,6299.86,5186.99,-20.0,-437593.32,2.18
491627.38,476758.55,47296.94,7840.16,131.86,824600.22,9.27
621996.74,238380.95,18452.75,9481.46,24.21,-6987.4,4.97
622763.37,297954.81,12363.15,657.64,-20.0,-485382.43,2.37
947929.15,170592.92,22686.86,1323.47,-10.25,-316869.12,3.59
845078.11,33263.28,41865.55,1574.79,107.95,580219.18,8.32
892235.91,370290.87,9068.84,5745.02,-20.0,-817118.96,1.77
347023.5,105551.89,43099.93,4154.52,150.0,1109678.32,17.29
428616.53,101545.6,19770.22,8741.85,107.95,350222.14,8.32
394972.27,476769.71,47369.14,1620.01,136.51,774682.73,9.46
218445.69,434083.55,20245.29,242.87,32.98,40374.09,5.32
310178.23,306861.92,40164.03,1507.21,150.0,782155.28,11.36
155014.3,462604.47,37806.27,5979.84,150.0,808706.36,11.57
780727.45,225850.09,38164.33,3843.67,72.59,380724.83,6.9
281889.84,369926.44,21563.94,9817.5,85.79,315212.03,7.43
382010.92,462429.16,46715.16,2570.16,144.24,802552.23,9.77
808310.12,227875.76,45958.71,4611.22,101.85,634030.03,8.07
757088.53,244144.36,12162.24,2153.63,-20.0,-536877.51,2.32
454159.63,382637.44,30648.5,6948.57,80.57,369814.58,7.22
318210.03,251088.97,3175.37,8211.82,-20.0,-264808.81,2.68
990397.55,215301.95,1537.22,1863.97,-20.0,-1108875.61,0.4
669900.53,313798.07,39605.37,2688.06,79.31,424825.83,7.17
775450.32,350232.33,16817.91,5545.78,-20.0,-422059.57,3.13
189910.12,237230.96,44178.67,4327.68,150.0,1175871.09,18.8
847588.37,303321.62,10401.96,5894.84,-20.0,-656669.59,2.15
530684.16,211347.84,6861.89,4283.74,-20.0,-406530.38,2.26
119124.26,67409.14,21379.91,3192.74,150.0,615544.82,21.54
929267.11,200338.79,38135.05,5396.43,57.81,293900.89,6.31
718881.39,144855.67,47153.34,5394.87,150.0,865795.63,10.03
839757.87,195221.93,5910.36,6802.37,-20.0,-671434.48,1.76
57371.67,248140.63,10447.29,6348.28,107.67,201129.36,8.31
980448.88,242913.4,41057.41,5176.29,55.33,294050.14,6.21
521048.03,466603.28,44608.33,7900.84,115.95,715542.38,8.64
331442.97,281604.04,11970.96,4550.38,5.26,-97765.82,4.21
510002.41,419187.22,44905.39,4263.28,119.16,696943.24,8.77
66819.22,433651.44,9539.66,6294.44,18.74,-25922.19,4.75
73722.36,211763.11,49312.05,1186.8,150.0,1416500.02,29.86
452508.49,167431.98,45349.32,8719.53,150.0,1128013.69,14.12
275813.82,58970.14,31729.78,3496.41,150.0,825823.47,17.37
688480.17,35417.48,7536.56,6926.45,-20.0,-302189.74,2.92
251752.12,431642.08,3870.95,2311.72,-20.0,-496641.4,1.37
998632.24,227876.53,35445.32,1990.1,27.69,24110.97,5.11
629375.3,368530.91,16409.36,8323.19,-5.09,-241612.39,3.8
623246.7,206779.04,28324.48,5852.26,66.18,271449.54,6.65
207258.53,213311.54,17828.1,4128.85,109.61,283392.31,8.38
773055.06,251618.44,47075.49,3078.03,104.26,646714.26,8.17
444918.4,397739.27,27755.21,5560.88,59.78,232517.25,6.39
100673.15,211327.84,14265.95,9993.48,150.0,411563.93,11.62
342937.32,444558.34,34135.45,3540.98,97.71,455823.21,7.91
566357.66,423457.22,44285.05,1771.86,95.52,555579.73,7.82
372594.48,180907.13,3060.2,6062.73,-20.0,-304404.27,2.25
862079.05,203155.71,37261.76,6351.46,66.55,351513.54,6.66
406866.3,87708.7,35756.87,8574.74,150.0,924361.54,14.37
701561.77,28581.67,11595.41,880.9,-20.0,-315514.78,2.84
591866.79,383109.29,6418.38,8415.71,-20.0,-555539.91,2.15
577733.53,351185.13,48598.69,1020.07,125.64,744862.57,9.03
906162.82,80529.29,20254.98,8544.1,13.22,-94593.17,4.53
910941.52,263058.4,30111.13,7139.84,27.25,18956.53,5.09
841120.74,78325.36,40693.4,4916.51,104.14,579388.92,8.17
478092.25,223471.88,25951.37,9461.5,97.67,405836.34,7.91
570793.58,477525.22,9834.22,7296.53,-20.0,-539767.19,2.43
821627.56,345981.84,30739.19,5735.17,26.62,13011.49,5.06
867883.96,414390.37,6992.15,8516.16,-20.0,-840959.26,1.72
443365.19,141774.48,43618.66,4433.84,150.0,1001410.25,13.58
817946.46,146433.73,1192.54,5055.5,-20.0,-802796.96,0.84
145216.84,382100.46,14527.68,4547.73,42.96,74670.21,5.72
132681.89,157596.44,39293.02,1685.56,150.0,1083629.39,23.71
664801.58,460364.41,34312.0,8148.01,51.33,234511.83,6.05
153523.05,140351.28,44832.4,7208.04,150.0,1400326.94,28.88
657576.14,338608.03,21295.83,636.65,-7.23,-258193.76,3.71
795219.46,345782.35,24167.42,9017.64,13.73,-104778.08,4.55
369351.68,161274.44,43767.02,8010.48,150.0,1146641.67,15.83
539230.82,82752.67,11538.5,6631.03,10.83,-71534.62,4.43
415789.18,421507.13,47547.8,8095.24,150.0,970314.17,10.81
408668.15,398569.49,18220.64,1837.58,2.76,-144843.28,4.11
81723.54,205144.02,45274.41,2542.07,150.0,1310555.27,27.89
246187.51,485513.98,2225.2,7900.67,-20.0,-466912.13,1.81
355301.46,37994.22,45972.32,1568.49,150.0,1204489.96,20.35
574190.32,151546.02,4194.45,689.24,-20.0,-566873.42,1.1
159778.86,54256.17,38267.35,4958.55,150.0,1203471.85,33.17
375747.49,220817.08,46518.39,9125.37,150.0,1200787.89,15.09
729892.66,444647.54,16662.75,3934.87,-20.0,-514774.28,2.81
633026.57,319340.45,24603.29,4126.45,22.79,-18525.4,4.91
986871.3,414139.34,22314.03,7327.47,-16.62,-468177.62,3.34
306083.61,68081.28,18269.12,4149.13,140.78,345250.88,9.63
65710.27,411100.16,18600.48,5888.1,102.84,295510.02,8.11
120265.03,103998.48,44594.99,6165.14,150.0,1436896.57,37.1
952769.85,499400.02,19221.15,3128.27,-20.0,-724900.29,2.51
865438.25,499333.48,31852.42,7992.38,16.76,-92295.65,4.67
792658.57,190563.06,29139.25,8363.96,51.48,206076.38,6.06
703708.18,30158.63,17498.58,1615.86,7.94,-101289.46,4.32
271323.6,454634.95,2807.77,2354.05,-20.0,-574274.15,1.05
344090.88,316104.35,27170.98,2339.04,85.54,317969.21,7.42
206029.01,133663.06,25623.95,2857.54,150.0,598390.53,13.83
950222.38,242655.31,3881.0,7346.81,-20.0,-885161.89,1.29
362403.02,333674.69,14700.12,5793.29,14.72,-58398.85,4.59
783544.88,465444.2,13795.23,3481.6,-20.0,-697400.0,2.21
491053.1,465043.92,45167.96,1080.81,104.17,602706.76,8.17
175333.33,257844.41,6224.34,3586.69,-14.09,-136011.98,3.44
190966.11,325299.37,47525.28,9967.99,150.0,1335444.81,17.97
406479.08,307526.07,42957.12,1351.13,150.0,776242.93,10.45
705086.19,216244.96,11101.16,4146.99,-20.0,-445233.26,2.59
122162.27,353795.43,13384.39,3251.78,40.01,56182.6,5.6
165027.23,435036.37,25178.77,5807.04,107.36,393569.31,8.29
590961.05,217036.69,10433.97,7502.3,-17.26,-274162.37,3.31
170703.45,69859.42,35797.11,2246.6,150.0,1028140.81,26.42
341434.11,248109.18,23018.21,7144.08,102.29,362795.01,8.09
642260.2,329310.16,35988.66,3067.6,66.9,323302.46,6.68
356216.65,230238.92,16065.65,9852.39,66.83,194807.36,6.67
823349.33,99034.25,1274.11,619.28,-20.0,-864307.13,0.32
281860.28,74859.82,27133.57,8608.35,150.0,770363.83,15.83
749912.71,123492.35,20565.66,5177.36,17.86,-51416.58,4.71
819695.56,422778.37,45576.2,5190.6,68.43,428640.11,6.74
709561.01,73664.18,28699.16,2637.18,65.83,253944.85,6.63
460131.04,324344.24,13592.31,711.41,-20.0,-306136.15,3.05
59722.16,30636.58,1409.14,1281.48,8.82,-11835.94,4.35
277514.28,126186.33,49353.03,3198.86,150.0,1347877.09,21.73
171049.74,281870.02,43039.92,6844.99,150.0,1171750.8,17.97
331277.98,289575.76,36027.94,7335.42,150.0,777593.18,11.28
683211.53,437989.0,43635.17,5873.58,81.12,500400.29,7.24
458363.55,327953.74,41092.39,255.39,123.08,614395.83,8.92
992397.16,107789.01,24042.2,8745.89,16.72,-74722.28,4.67
263788.38,248861.71,7496.53,4071.75,-14.02,-160688.84,3.44
218278.68,194541.32,19299.75,9933.07,150.0,480134.78,10.84
995072.38,75097.41,36572.47,707.11,47.22,187967.6,5.89
78682.41,70560.27,48308.8,9420.46,150.0,1715942.04,45.0
234231.43,97602.72,12786.22,5252.36,111.25,227931.93,8.45
591219.4,126364.85,38074.52,3233.62,139.02,652055.51,9.56
926024.76,335226.9,22381.21,7941.14,-5.69,-311437.45,3.77
827018.89,159431.17,17646.01,9372.36,4.53,-163052.36,4.18
206503.99,40232.2,23248.71,8051.86,150.0,735171.76,19.93
783084.7,461374.7,27126.83,1180.63,-4.51,-295544.43,3.82
609254.53,393629.89,5573.08,1892.04,-20.0,-768418.84,1.17
61676.13,304953.24,44449.99,6772.5,150.0,1304159.59,22.83
982938.08,50256.15,45247.05,8177.87,109.87,698313.02,8.39
348529.44,487292.74,15108.95,8915.19,8.83,-109479.6,4.35
886711.15,383675.66,28610.05,1376.03,-1.04,-266453.35,3.96
555373.15,191262.2,39818.63,7629.67,150.0,787509.15,10.29
915081.88,27118.48,40646.06,9396.93,113.26,662362.23,8.53
799835.43,82493.34,4982.68,404.28,-20.0,-703541.41,1.02
647307.96,322242.87,49358.77,4100.82,129.05,803829.3,9.16
365310.97,319723.97,41454.82,9380.38,150.0,946579.31,11.93
812967.96,224803.51,32110.8,8591.73,56.34,257831.71,6.25
516079.2,124009.59,9316.45,201.55,-20.0,-319078.55,2.51
732326.1,73326.66,12948.12,3119.19,-20.0,-291495.06,3.2
582360.87,211019.49,34059.03,745.26,85.27,380369.67,7.41
167742.23,259621.52,17511.27,3098.97,95.9,241174.25,7.84
113676.68,449945.2,34899.11,1391.86,150.0,654129.08,10.82
111793.66,487938.82,34377.45,4291.07,150.0,669768.78,10.6
716644.49,383039.26,39218.15,4883.2,64.89,348286.3,6.6
458388.62,25293.48,46401.3,6112.42,150.0,1237517.47,17.83
242996.24,461409.64,45831.66,9894.0,150.0,1088054.08,12.75
880353.73,498936.51,12989.62,8454.05,-20.0,-735920.63,2.34
831876.89,130851.37,5823.44,9798.32,-20.0,-530361.03,2.25
331223.32,438028.06,1202.23,406.04,-20.0,-718722.77,0.33
492577.74,134583.05,34802.22,5742.53,150.0,691527.83,10.53
123611.51,98061.58,20014.41,2018.92,150.0,505942.58,16.44
802611.23,219713.71,5578.16,4946.56,-20.0,-714512.01,1.51
136296.27,81889.91,12740.88,8623.37,150.0,420798.05,14.67
928381.91,416603.71,17369.78,2869.98,-20.0,-686735.41,2.45
571697.91,366489.52,49675.27,1489.39,129.79,783373.82,9.19
96827.4,353290.83,41779.06,8494.22,150.0,1171270.8,18.04
694540.37,477927.59,26039.23,9155.39,17.81,-69418.75,4.71
969421.53,426635.58,16178.17,2122.91,-20.0,-796144.75,2.15
570714.06,237447.08,44010.16,1180.31,135.82,713733.0,9.43
294853.06,380863.49,5654.35,3343.49,-20.0,-403721.62,2.02
417797.62,318845.02,8748.5,8633.92,-14.36,-232899.23,3.43
475165.12,460170.42,23925.63,2895.39,18.0,-53983.99,4.72
184737.39,21797.65,27075.72,1250.14,150.0,742310.17,23.01
422141.38,302850.45,14508.61,1917.2,-7.02,-186669.24,3.72
785985.54,474459.76,5921.58,1724.79,-20.0,-1018159.09,0.96
962012.02,38136.43,48903.98,245.52,108.55,665438.35,8.34
879985.22,167516.09,46990.85,3306.06,100.12,626476.88,8.0
671591.01,58415.63,12874.16,7782.06,6.93,-106653.92,4.28
552251.56,465425.15,22008.82,8724.16,17.63,-61742.36,4.71
476507.67,490039.17,48031.88,3425.54,121.83,745624.08,8.87
891627.49,426853.46,11323.34,6318.05,-20.0,-782832.3,2.04
119048.2,421621.15,9552.75,893.98,-19.95,-195051.32,3.2
430208.14,296922.63,42890.93,9747.58,150.0,962018.65,11.64
467517.89,49014.52,37706.66,5738.7,150.0,900635.4,13.74
475496.78,168449.06,25617.53,3519.06,85.47,309766.25,7.42
769161.27,281068.97,43965.54,5526.73,93.7,574273.62,7.75
276349.29,428524.1,28303.73,2227.04,80.13,309051.3,7.21
642332.42,191704.05,42375.88,4642.34,132.63,715330.52,9.31
740119.29,65857.38,20405.19,9835.77,44.21,122163.66,5.77
818037.28,96771.59,14610.44,3432.19,-20.0,-336736.73,3.17
667847.28,383357.48,37726.8,5196.77,67.36,353663.91,6.69
820279.51,229797.48,7070.15,5731.53,-20.0,-672824.04,1.8
954686.32,400636.95,29356.33,6538.7,6.53,-202384.35,4.26
934033.93,225604.54,17238.31,9776.97,-11.53,-340384.42,3.54
870270.98,175060.92,23725.25,4267.77,8.71,-137903.85,4.35
191640.89,479753.28,20811.31,8778.23,70.96,245194.22,6.84
229888.42,282977.99,2174.11,7689.36,-20.0,-254873.13,2.52
601868.2,320283.0,3534.32,2268.18,-20.0,-747866.21,0.95
