material,month_idx,supply_volume_kg,scarcity_index,disruption_risk
metal,28,3935.43,2.07,1.9
metal,18,4742.44,1.31,1.31
battery,27,2778.14,5.92,4.32
metal,15,4380.72,0.88,0.72
plastic,29,4181.41,3.19,2.43
plastic,5,3854.47,3.66,2.83
battery,26,2808.78,7.32,5.08
battery,23,2171.76,7.13,5.52
battery,2,2726.16,6.34,5.05
battery,27,2819.07,6.99,5.96
textile,33,4646.68,0.83,0.34
plastic,15,4486.54,2.31,1.92
paper,14,4816.07,0.85,0.28
battery,29,2201.97,6.04,5.12
paper,24,3958.92,2.55,2.05
battery,29,2441.16,6.87,5.57
textile,5,4321.01,2.36,1.75
plastic,14,4870.88,1.9,1.16
metal,6,4775.98,2.8,2.35
textile,27,4078.5,2.04,2.27
plastic,33,4173.81,2.07,1.34
battery,27,1989.09,7.24,5.72
metal,23,3966.89,2.84,2.32
plastic,20,4037.39,2.01,1.33
paper,6,4195.41,2.48,1.4
paper,3,3876.12,3.79,2.43
battery,10,2637.63,6.52,5.12
textile,31,4576.71,1.24,0.59
plastic,7,4000.14,3.76,2.38
battery,30,2576.42,5.64,4.17
textile,26,3225.76,2.95,1.95
battery,21,2824.27,7.73,6.16
battery,9,2960.03,6.01,4.52
textile,1,4163.48,2.59,2.25
metal,16,4641.39,1.56,0.91
metal,17,3919.36,2.88,1.91
metal,24,4734.11,1.97,1.44
battery,1,2726.39,7.74,6.56
plastic,26,3722.54,3.83,3.07
metal,10,4126.33,1.84,1.7
battery,31,3144.97,5.43,4.51
textile,14,4597.93,1.01,0.87
paper,19,3603.23,2.4,1.9
paper,28,4349.63,2.25,2.38
paper,8,4018.81,1.96,1.14
plastic,34,4226.69,2.5,1.78
battery,13,2791.43,6.15,4.01
battery,7,2234.0,7.64,6.03
plastic,15,4524.07,1.8,2.0
textile,1,4375.26,2.07,1.18
plastic,21,4036.77,3.25,2.08
plastic,15,4276.86,2.05,1.46
paper,35,4835.53,1.24,1.16
metal,4,3984.13,2.89,2.28
plastic,16,3803.31,2.32,2.27
textile,21,4269.57,3.04,1.98
paper,31,5062.33,1.48,0.89
plastic,10,4055.81,2.55,1.23
plastic,9,3801.17,3.19,1.45
plastic,4,3906.52,4.76,3.18
textile,12,4896.93,0.71,0.67
textile,26,4087.68,2.71,2.34
battery,22,2247.32,7.42,5.34
metal,13,4850.06,1.48,0.44
battery,31,3136.64,5.84,4.79
metal,31,4300.61,1.07,1.14
paper,19,3963.23,2.49,1.56
paper,6,3650.86,2.78,1.92
paper,13,4674.96,1.21,1.05
textile,24,4000.9,2.72,1.86
metal,2,4184.79,2.88,2.58
plastic,35,4373.0,1.22,0.82
plastic,10,4457.21,1.78,1.56
battery,7,2179.24,7.25,5.49
paper,18,4747.68,1.58,1.64
metal,2,4687.98,1.66,0.84
paper,6,3627.79,3.47,2.51
textile,1,4569.05,1.54,1.11
battery,15,3835.26,5.95,4.31
plastic,24,3736.91,3.46,2.54
paper,15,4275.33,1.1,1.25
metal,26,4086.43,3.83,3.68
battery,13,2751.68,6.12,4.87
textile,35,4216.98,0.79,0.32
paper,14,4637.14,0.97,1.21
plastic,3,3691.66,3.85,2.88
battery,11,2950.33,5.68,4.94
plastic,16,3887.29,3.18,2.46
battery,3,2063.66,8.8,6.61
battery,30,2901.91,6.61,5.07
paper,26,3839.15,2.95,1.94
metal,34,4410.69,1.16,0.64
metal,15,4238.9,0.54,0.35
battery,33,3398.29,5.96,4.21
paper,18,4103.36,2.34,2.18
battery,16,2684.88,6.16,5.67
paper,8,4268.18,1.49,0.73
paper,15,4674.56,0.7,0.24
paper,9,4741.53,1.73,1.79
battery,35,2683.86,6.19,4.26
plastic,24,3329.93,4.55,3.47
paper,13,4129.28,1.41,0.46
paper,5,4020.24,3.3,3.11
metal,3,3606.5,3.05,2.01
plastic,16,3578.45,2.52,2.43
plastic,4,3646.59,4.53,3.43
battery,21,1998.84,6.96,5.42
metal,2,4229.3,2.05,1.12
metal,11,5383.67,0.72,0.37
battery,35,3042.16,5.79,4.31
textile,7,4135.53,2.56,1.83
metal,11,4219.33,1.75,1.25
plastic,8,4247.24,2.56,1.71
metal,13,4496.56,0.49,0.66
metal,11,4396.85,0.98,0.12
metal,20,4693.06,1.74,0.7
textile,29,4183.75,2.5,2.32
metal,15,4454.12,1.13,1.04
textile,27,4229.59,2.31,1.93
battery,17,3320.88,5.56,3.54
metal,27,4187.25,3.04,1.79
plastic,12,4188.8,1.38,2.16
plastic,10,4102.01,2.01,2.14
plastic,34,4366.03,2.52,2.02
paper,33,4763.59,1.07,1.07
textile,6,3859.72,3.4,2.42
battery,5,2467.83,7.66,5.95
battery,10,2993.56,6.75,4.8
plastic,10,3428.57,2.9,2.36
battery,22,2379.49,7.31,5.93
battery,18,2824.46,6.39,4.47
textile,18,4631.71,2.09,1.68
textile,32,4175.29,2.25,1.76
battery,32,2564.27,5.37,4.12
battery,35,2751.21,5.47,4.41
plastic,18,4198.7,3.33,2.54
plastic,34,4427.79,1.47,0.51
metal,24,3439.08,3.27,2.46
paper,18,4148.21,2.26,1.38
plastic,30,4689.87,2.57,2.06
battery,9,2784.48,6.53,4.74
plastic,4,4097.26,3.14,2.28
metal,21,4162.4,2.76,2.08
battery,4,2896.09,6.65,5.8
metal,34,4733.81,1.16,0.46
paper,19,4254.04,1.75,1.15
plastic,31,4323.26,2.82,2.05
textile,25,3561.5,2.68,1.41
metal,30,4200.65,1.11,1.03
metal,6,3834.01,3.13,2.48
battery,23,2426.86,7.09,5.73
plastic,27,3270.2,3.88,2.75
textile,19,4008.66,2.07,1.48
textile,26,4564.46,2.41,1.78
plastic,18,3932.5,2.34,1.7
battery,27,2751.94,7.22,4.9
paper,12,4005.17,1.15,0.87
textile,34,4270.25,1.09,0.13
plastic,11,3867.83,2.66,1.34
metal,29,4013.23,2.38,1.57
plastic,17,3805.21,2.74,2.13
metal,35,4866.51,1.7,0.45
textile,21,4101.74,1.97,1.59
metal,7,4049.6,3.27,2.88
paper,8,4128.83,2.38,1.95
paper,20,4837.06,1.92,1.7
battery,26,2033.63,7.53,5.6
battery,20,3131.13,6.4,5.43
metal,16,4223.16,2.21,1.5
plastic,24,3465.42,4.32,3.34
textile,23,3419.48,3.29,2.35
battery,34,2654.05,6.53,4.85
textile,8,4429.49,2.7,2.15
plastic,26,4448.71,3.22,2.34
metal,19,4708.22,1.11,0.52
textile,8,4391.34,1.7,1.86
paper,14,4842.33,0.64,0.44
textile,15,4563.91,1.15,0.89
paper,33,3835.31,1.94,1.13
plastic,30,3649.82,2.9,2.06
paper,30,4454.82,1.36,1.13
battery,18,2724.59,5.51,3.99
textile,32,4548.99,0.78,0.07
battery,35,3075.27,5.15,3.74
paper,11,4642.77,1.32,0.83
textile,31,4846.15,1.53,1.66
metal,13,4984.26,0.64,0.4
battery,1,2423.26,6.63,4.8
metal,1,3910.85,2.32,1.96
textile,34,4258.83,1.37,1.02
textile,12,4118.02,1.39,1.27
paper,1,4494.92,2.66,1.21
battery,17,2828.85,5.44,4.37
textile,27,4584.09,1.93,1.88
metal,31,4045.64,1.56,1.37
paper,13,4591.34,1.24,1.12
metal,2,3981.15,3.16,1.71
textile,8,3862.63,3.18,2.74
battery,30,3248.66,5.73,4.23
battery,18,2776.96,6.29,4.69
plastic,29,3814.68,2.79,1.97
paper,31,4759.48,1.04,0.46
plastic,1,3798.17,3.53,2.59
plastic,3,3444.73,4.47,2.92
plastic,32,4168.67,2.16,1.47
battery,33,3100.63,4.84,3.27
metal,27,4270.57,2.7,1.7
textile,5,4126.58,2.4,1.69
textile,1,4755.33,2.52,1.61
battery,22,2211.53,7.06,5.19
paper,31,4490.99,1.07,0.9
plastic,10,3901.31,3.1,2.19
textile,27,4153.15,2.68,1.45
metal,29,4657.01,1.36,1.5
textile,29,4883.67,0.59,0.28
battery,35,3388.68,5.99,4.55
plastic,21,3548.3,3.51,2.91
textile,31,3810.67,1.9,1.87
plastic,2,3787.67,3.64,2.96
plastic,16,4815.3,1.7,0.76
metal,14,4676.18,0.46,0.53
battery,33,2798.96,5.9,4.51
textile,21,3369.7,2.71,2.52
metal,12,4224.28,0.94,0.59
battery,6,2864.41,7.47,5.69
metal,4,4422.58,2.26,2.19
metal,22,4110.35,2.64,1.84
battery,24,2897.75,7.6,5.9
battery,7,2474.88,6.91,4.68
paper,3,4181.5,3.03,2.21
metal,25,3558.35,3.61,2.64
metal,33,4210.14,2.09,1.86
textile,12,4707.16,1.14,0.55
plastic,23,3282.2,4.42,3.64
textile,19,3793.12,2.26,2.22
plastic,30,4742.71,1.82,1.24
metal,1,4610.29,1.95,1.72
textile,33,4803.4,0.0,0.08
battery,15,3145.44,6.26,4.23
textile,33,4074.48,1.44,1.26
textile,15,4133.07,2.08,1.64
metal,19,4803.64,1.95,1.4
battery,24,2026.34,7.38,5.6
textile,2,4192.86,1.81,1.77
plastic,35,3546.66,2.98,3.05
battery,30,2802.02,5.49,4.46
textile,13,4538.38,1.36,0.48
paper,11,4922.31,0.58,0.45
plastic,9,4032.71,3.3,2.11
metal,3,4103.4,3.35,1.96
battery,14,2522.03,5.43,3.71
plastic,22,3338.5,3.78,2.29
textile,11,5120.6,0.92,0.16
paper,26,3380.96,3.36,2.43
textile,4,4424.35,3.04,1.89
metal,26,4115.7,2.27,1.35
paper,35,4050.52,1.88,0.63
battery,16,2215.59,6.87,5.54
metal,31,4432.74,1.33,1.36
battery,34,3030.26,5.32,4.06
plastic,2,3989.23,2.65,1.94
textile,12,4430.53,1.31,1.29
textile,7,4045.28,2.52,2.19
metal,30,4786.38,1.27,1.22
paper,20,4930.11,1.79,1.34
battery,35,3199.8,5.36,3.74
paper,14,4140.91,1.12,0.64
paper,22,4216.34,2.67,2.2
paper,4,3610.72,2.66,1.54
battery,19,2989.7,6.59,5.08
plastic,35,4172.81,2.65,2.64
plastic,22,3214.17,4.29,3.48
metal,9,3706.61,2.18,1.82
paper,6,4527.69,2.66,1.84
paper,13,5164.16,0.85,0.61
paper,12,4425.72,1.82,1.33
metal,25,3695.59,3.51,3.14
battery,23,2499.72,7.43,5.44
textile,17,3920.78,1.42,0.58
plastic,33,4369.61,1.86,2.17
battery,17,3120.9,6.06,4.98
metal,34,4277.48,1.67,1.34
plastic,13,4635.93,1.71,1.57
metal,1,4049.88,2.72,1.96
metal,27,4274.33,1.91,0.72
textile,16,4817.27,0.26,0.05
metal,33,4643.07,1.49,1.53
battery,20,2182.59,8.18,6.27
metal,24,3605.52,3.58,2.64
battery,30,2777.05,6.17,5.0
metal,27,4190.43,3.02,2.66
battery,6,2368.21,7.34,6.09
paper,8,4341.18,1.48,0.98
battery,33,3380.06,5.36,4.71
metal,34,4351.85,1.63,1.63
battery,19,2531.46,6.92,4.84
textile,12,4619.1,1.05,1.0
metal,32,4444.92,2.25,1.98
textile,32,4771.86,1.24,0.99
metal,32,4385.76,1.86,1.33
battery,20,2823.02,6.19,4.9
textile,24,3823.16,3.98,3.05
plastic,30,4097.44,1.74,1.4
plastic,35,4427.28,1.85,1.02
paper,4,4499.95,2.29,1.8
paper,11,4691.22,1.93,1.63
paper,29,3888.19,2.03,2.08
metal,22,4128.67,3.25,3.26
plastic,15,4492.44,1.7,1.81
paper,12,4657.93,0.95,0.17
metal,12,3908.75,1.86,0.62
battery,25,2635.33,6.93,5.26
paper,3,4299.7,2.84,2.36
plastic,21,3389.18,3.69,2.94
paper,21,3317.84,3.52,2.47
metal,9,4410.51,2.2,1.54
battery,22,2635.4,7.73,5.82
paper,3,4373.17,2.53,1.92
textile,15,4402.45,1.53,0.33
paper,23,3728.38,3.5,2.34
textile,33,4577.38,0.87,0.45
metal,19,4013.46,1.5,1.52
plastic,26,3828.6,3.76,3.15
metal,21,3936.02,3.07,2.05
plastic,8,3491.79,3.91,3.33
paper,33,4430.71,0.83,1.07
paper,22,4117.3,1.62,2.27
paper,11,4789.88,1.74,0.23
plastic,14,4008.31,2.78,2.22
textile,30,4318.24,0.92,0.21
metal,16,4320.47,2.18,1.36
battery,4,1797.76,7.74,6.62
plastic,24,3683.02,3.87,3.42
metal,18,4280.27,1.66,1.81
paper,4,4524.57,2.46,1.4
plastic,13,4253.05,1.97,1.38
battery,22,2161.71,7.91,6.21
paper,11,4828.19,1.57,1.16
metal,21,4189.36,2.02,1.39
plastic,16,4455.91,1.88,0.32
metal,11,4586.52,2.09,1.97
battery,12,3212.66,5.79,3.66
textile,31,4271.94,1.12,0.68
plastic,32,4480.08,1.97,1.06
textile,21,4402.13,2.05,1.28
battery,28,3120.06,5.81,5.23
metal,34,4387.99,1.5,1.13
metal,13,4674.08,1.09,1.34
plastic,22,3432.0,4.24,3.18
paper,26,4111.76,2.47,1.15
metal,10,4293.95,1.58,1.31
paper,4,3792.48,2.85,2.22
metal,16,4381.62,1.23,0.77
metal,11,4489.61,1.63,1.12
battery,22,2101.07,7.92,6.15
battery,5,2244.6,7.23,5.26
metal,32,4212.6,1.19,0.17
textile,1,4906.11,2.91,2.36
plastic,11,4192.59,2.2,0.91
metal,24,4211.87,3.23,1.79
metal,34,4521.72,1.21,1.01
metal,23,3904.94,3.54,2.29
textile,8,4409.6,1.77,1.27
plastic,16,4300.33,1.73,1.83
paper,8,4923.49,1.65,1.67
battery,15,3021.61,5.53,4.09
textile,16,5070.24,1.18,1.25
battery,22,2563.37,6.78,5.33
textile,14,4993.18,0.96,1.22
plastic,28,4282.25,3.12,2.67
paper,4,4663.78,2.27,1.58
paper,22,4185.87,2.38,2.18
battery,5,1890.76,7.27,5.17
battery,4,2343.67,8.26,6.11
plastic,5,4054.73,3.12,2.54
paper,14,4396.58,1.49,1.33
metal,28,4035.98,2.75,2.27
plastic,20,3040.58,3.65,1.67
plastic,5,3840.25,3.95,2.48
paper,13,4504.53,1.51,1.88
metal,3,3789.46,2.59,1.69
paper,7,4665.44,2.11,1.72
textile,16,4620.27,1.2,1.36
battery,21,2511.35,6.99,4.68
textile,17,4160.59,1.23,0.78
textile,29,4014.28,1.98,1.18
metal,7,3627.49,3.27,2.46
metal,28,4596.98,1.88,1.71
battery,29,3055.97,6.01,4.1
metal,15,3943.53,2.26,1.44
plastic,14,4435.37,1.55,1.19
metal,13,4751.9,0.69,0.47
paper,29,4414.24,1.21,0.83
metal,33,4483.0,1.03,0.78
paper,20,4268.93,2.31,1.64
paper,15,4773.36,1.32,0.52
paper,13,4988.68,1.51,0.86
paper,21,3823.86,2.72,1.71
battery,22,2325.47,7.78,6.11
battery,30,2631.21,5.86,4.95
paper,15,4636.06,1.34,1.01
textile,13,4328.03,1.49,1.08
paper,23,4635.18,2.58,1.79
battery,12,2867.3,6.15,3.64
battery,28,2989.89,6.04,4.98
plastic,21,3861.47,3.66,2.62
plastic,29,4568.91,2.33,1.87
paper,13,4801.62,1.49,1.46
textile,30,4064.77,2.12,2.16
textile,24,4260.85,2.87,2.32
plastic,3,4050.23,3.1,2.9
battery,35,2769.77,5.44,3.95
textile,16,4764.72,0.78,0.36
battery,27,2740.45,6.6,6.09
textile,33,4652.05,0.93,0.87
plastic,29,3876.44,3.3,2.1
plastic,30,4556.8,1.84,1.31
battery,35,3138.75,6.1,5.04
plastic,8,3271.55,4.0,2.83
metal,1,4504.78,2.42,2.1
paper,21,3834.93,3.2,2.29
textile,21,4376.99,2.24,1.46
textile,33,4924.6,0.5,0.6
metal,14,4635.5,0.34,0.02
metal,16,4462.26,1.71,1.6
metal,4,3868.78,2.95,2.32
metal,18,3914.23,2.04,0.62
textile,24,3545.77,2.5,1.84
textile,7,3915.85,2.71,2.46
battery,29,2737.19,6.35,4.48
paper,6,4084.36,2.54,0.72
metal,22,4201.32,2.15,1.92
textile,10,4212.91,1.65,1.1
battery,4,1998.95,6.87,4.83
plastic,34,4367.32,2.56,2.3
metal,8,4560.0,2.46,1.33
textile,32,4495.0,1.28,0.84
plastic,14,4769.57,2.11,1.31
plastic,5,3659.46,3.66,3.43
textile,26,3842.33,3.25,3.11
plastic,17,4596.43,1.68,0.99
textile,16,4350.01,0.22,0.14
textile,19,4159.09,2.74,1.72
metal,16,4668.17,1.72,0.98
paper,32,5080.84,1.09,0.97
plastic,3,3839.52,2.49,1.54
textile,25,4247.85,2.96,2.69
paper,31,4690.12,0.39,0.11
plastic,9,4117.42,2.63,1.9
plastic,26,4412.05,3.86,3.58
metal,31,4443.1,0.9,0.85
plastic,15,4091.84,2.56,2.11
paper,20,3956.03,2.17,1.81
textile,20,4090.53,1.78,1.3
metal,35,3804.81,1.8,1.22
textile,34,4455.09,1.04,1.45
textile,26,4218.07,2.62,1.79
textile,23,4399.05,2.53,1.27
metal,34,4893.17,0.76,0.79
textile,20,3628.2,2.95,3.19
plastic,25,3211.73,4.1,3.03
metal,20,3699.86,2.33,2.26
metal,24,4285.65,1.71,0.77
metal,21,3803.82,3.33,2.82
metal,1,3526.31,2.08,1.55
textile,22,4242.88,2.91,2.08
metal,15,4643.79,1.15,1.09
battery,25,2953.36,6.75,4.49
plastic,1,4385.48,2.31,0.97
textile,33,4526.56,0.62,0.67
battery,17,2484.62,6.42,4.78
battery,25,3094.54,7.22,5.34
metal,31,4455.99,1.23,0.42
metal,25,4186.19,2.44,2.09
plastic,6,3439.85,4.54,3.08
metal,35,4821.34,1.19,1.1
metal,19,3841.41,3.16,2.29
plastic,23,2989.57,4.34,2.89
paper,23,3972.71,2.93,1.7
metal,30,4384.45,1.26,0.94
plastic,33,4442.96,2.25,1.5
plastic,33,3853.51,2.25,1.97
paper,22,3807.1,3.34,2.62
textile,10,3893.39,1.66,1.42
battery,10,3189.42,6.38,5.18
plastic,2,3355.88,4.37,3.45
paper,33,4393.08,1.56,1.22
plastic,10,4140.38,2.15,1.9
battery,3,2157.63,7.19,4.51
metal,19,4058.17,1.92,2.27
paper,12,4565.93,2.25,2.01
battery,23,2160.58,6.73,4.53
battery,28,2273.53,7.54,6.35
textile,34,3925.2,1.41,0.93
metal,20,3422.06,2.83,1.56
metal,9,4076.61,2.14,1.34
textile,4,4011.59,3.47,2.91
plastic,13,4549.03,1.96,1.58
metal,1,4213.6,2.68,1.75
plastic,34,4150.35,2.14,1.93
paper,13,4193.41,1.27,1.16
plastic,2,4094.11,2.98,1.43
battery,3,2671.12,6.65,4.12
textile,8,3741.92,3.07,1.92
textile,31,4605.06,1.24,1.15
metal,29,4046.29,1.67,1.53
battery,9,2030.84,7.31,4.75
paper,9,4381.96,2.26,2.05
textile,18,4417.49,1.76,1.1
battery,22,2594.43,6.69,5.59
battery,2,2472.37,6.88,5.49
metal,20,4410.82,2.42,2.16
textile,9,4687.16,1.51,0.35
battery,15,3021.65,5.5,3.91
paper,29,3937.79,2.28,1.47
paper,6,3469.07,3.2,2.39
plastic,28,3428.25,3.14,2.0
textile,32,5300.38,0.82,0.34
plastic,12,3713.72,3.27,2.72
metal,6,4346.43,3.29,1.97
textile,23,3917.31,2.52,1.53
paper,2,4585.4,2.5,2.2
textile,2,4201.52,2.11,1.82
battery,2,3229.47,6.25,4.62
battery,16,3366.33,5.37,4.28
textile,25,4197.55,2.56,1.91
plastic,29,4327.59,2.57,2.66
metal,10,3722.03,2.02,0.83
paper,10,4504.72,2.12,0.8
battery,19,2420.85,6.34,3.79
textile,19,4945.32,1.61,1.23
battery,1,2607.35,6.62,5.61
paper,18,3501.24,2.28,2.46
battery,12,2606.11,6.45,4.79
plastic,8,4006.76,3.25,2.32
plastic,3,4518.34,2.72,2.32
plastic,20,4039.38,2.79,1.82
metal,9,4016.48,3.26,2.25
plastic,24,3360.79,4.33,2.78
textile,3,3860.84,3.0,2.08
battery,17,3460.26,6.09,4.47
battery,24,2497.46,7.26,5.03
plastic,21,3731.24,3.32,2.33
metal,3,3989.9,2.8,1.71
textile,9,4946.83,2.33,1.78
paper,16,4690.94,1.05,0.97
battery,25,2705.44,7.44,5.4
paper,17,4206.93,1.76,1.36
paper,26,3813.27,2.44,1.63
metal,15,4843.69,0.0,0.03
metal,31,4081.74,2.01,1.6
textile,27,3888.24,2.71,2.1
metal,15,4481.44,1.02,0.55
battery,19,2178.72,7.01,5.61
battery,16,3588.85,5.17,4.01
paper,22,3824.46,3.25,2.82
paper,5,4331.64,2.19,1.33
plastic,30,4252.99,2.33,2.02
textile,16,5029.81,0.63,1.12
paper,9,4222.59,1.54,0.68
metal,35,4761.37,0.52,0.22
battery,8,2762.06,7.14,5.23
battery,20,2893.35,5.98,3.87
metal,31,4068.28,2.3,1.61
metal,16,5162.79,0.76,1.04
plastic,27,3369.76,3.91,2.66
plastic,34,4234.16,2.51,1.98
paper,24,3517.16,2.85,2.3
textile,4,3486.71,2.76,2.17
battery,17,3194.32,5.76,4.32
battery,20,2182.88,6.78,4.42
plastic,3,3744.86,4.37,3.58
plastic,13,3880.39,2.33,1.44
textile,9,4294.66,1.65,1.22
battery,10,2378.51,5.73,4.05
battery,14,3037.73,5.5,4.55
battery,26,2096.09,6.78,4.65
textile,29,4206.33,2.44,1.93
paper,1,3870.96,2.61,2.21
battery,33,3603.4,5.0,3.75
textile,5,3614.64,2.64,2.26
plastic,27,3412.93,3.57,2.39
paper,8,4075.37,2.13,1.46
plastic,4,3541.67,3.76,2.8
paper,31,4978.97,1.05,0.99
textile,1,4339.12,1.53,1.19
battery,24,2412.2,7.36,5.36
battery,32,2889.91,5.98,3.74
metal,3,3895.55,2.64,1.95
plastic,34,4176.61,2.2,2.06
textile,13,4505.66,0.9,0.51
paper,13,4583.69,0.9,0.37
plastic,28,3739.73,3.27,2.41
metal,28,4011.67,2.9,1.9
metal,34,4117.07,1.49,1.39
paper,2,4893.62,1.56,0.85
metal,16,4283.95,2.14,1.56
paper,22,3684.2,3.45,2.45
plastic,23,3793.72,4.13,2.28
textile,6,4618.94,3.06,3.27
plastic,21,3853.55,3.69,3.44
textile,7,3903.97,3.0,1.65
battery,22,2144.56,7.8,6.49
textile,1,4097.99,2.83,2.13
plastic,14,3931.18,2.97,2.17
plastic,3,4394.24,3.36,2.54
battery,3,2332.23,6.91,5.6
plastic,34,4674.35,1.96,1.29
metal,28,4539.84,1.5,1.47
battery,20,2604.5,6.34,5.2
metal,1,4605.51,2.11,2.29
metal,35,4896.57,0.25,0.23
paper,28,4196.05,2.54,2.19
plastic,21,4103.98,2.64,1.68
metal,5,4265.05,3.12,2.48
paper,31,4457.55,1.65,1.67
metal,28,4895.99,1.82,1.06
battery,16,3518.86,5.45,4.87
plastic,1,4287.68,2.99,2.81
battery,8,2749.69,6.89,5.88
battery,25,2641.84,6.24,4.65
plastic,31,4015.57,2.28,1.18
paper,20,3947.52,3.27,2.25
battery,24,2439.75,7.28,5.63
battery,31,3527.61,5.14,3.76
battery,34,3256.86,5.0,3.74
metal,15,4788.37,0.56,0.7
battery,22,2009.07,7.87,6.09
battery,5,2357.44,7.47,5.68
paper,32,5015.63,0.36,0.71
textile,27,3816.45,3.07,1.56
plastic,13,3782.16,2.25,2.57
metal,17,4429.86,1.5,1.08
paper,9,3760.98,2.58,2.29
metal,8,3827.95,3.01,2.15
textile,27,4716.31,2.37,1.91
paper,11,4442.13,2.15,1.89
paper,26,3494.39,3.05,2.56
battery,21,2859.33,6.36,4.81
paper,30,4600.28,1.22,1.0
plastic,17,3817.21,2.29,1.87
metal,19,4521.83,1.98,1.47
paper,2,4193.17,2.67,2.4
plastic,31,4594.58,1.96,2.02
paper,5,3780.53,3.08,1.87
battery,28,2325.99,6.38,4.12
plastic,5,3054.66,4.7,3.97
battery,9,3249.63,6.23,5.08
plastic,22,2868.74,4.38,3.09
plastic,13,4371.96,2.59,1.59
metal,5,4218.99,2.34,1.19
paper,35,4366.47,1.67,1.8
metal,34,4795.58,1.38,1.14
textile,32,4537.43,0.91,0.96
plastic,4,3505.99,4.11,3.95
battery,30,2503.8,5.97,5.1
plastic,35,4209.76,2.04,1.29
plastic,23,3297.8,4.91,2.89
textile,24,3515.73,3.81,3.07
paper,26,4386.82,1.96,1.54
battery,21,2484.06,7.82,5.95
paper,2,4156.91,2.92,1.36
battery,1,3359.35,6.16,5.28
paper,10,4411.4,1.7,1.51
paper,30,4277.55,1.52,1.53
paper,30,4461.25,1.24,1.33
battery,2,2251.65,7.59,5.22
plastic,21,3462.8,3.46,1.99
plastic,26,3738.17,3.54,2.75
metal,13,4298.71,1.14,0.78
paper,14,4304.89,1.04,0.93
battery,4,2486.48,8.31,5.68
metal,31,4954.61,1.17,0.8
paper,22,3408.32,3.28,1.57
battery,31,3531.59,4.6,3.69
plastic,32,4305.78,1.28,0.55
metal,11,3754.86,1.55,1.32
paper,32,4999.94,1.12,0.36
plastic,18,3876.86,3.32,3.04
metal,9,5006.26,1.92,0.98
textile,10,4489.36,2.35,1.39
paper,20,4212.7,3.17,2.38
textile,28,3984.67,2.65,1.66
battery,3,1756.18,7.75,6.34
paper,14,5279.74,1.39,1.27
metal,24,3904.92,3.35,2.98
battery,6,2027.01,8.03,5.99
metal,26,4236.68,2.42,1.85
paper,12,4515.78,1.5,1.42
metal,29,5086.98,0.89,1.13
metal,16,4096.61,1.73,0.79
textile,4,3990.99,3.94,2.25
metal,1,4169.1,2.16,1.55
metal,31,5061.18,1.72,1.0
plastic,13,4014.11,2.33,1.81
paper,13,5222.5,1.69,1.72
battery,31,2724.6,5.84,4.56
battery,30,2440.85,6.16,5.23
battery,15,2695.1,6.33,5.57
textile,25,3277.09,3.2,2.53
plastic,27,3957.75,3.34,2.71
paper,22,3711.5,3.95,2.86
paper,32,4339.61,1.29,0.78
plastic,34,4702.41,1.77,0.95
plastic,22,3150.59,4.12,3.06
battery,9,2944.28,6.18,5.04
textile,21,4659.08,2.81,1.48
textile,19,3716.15,2.77,2.49
plastic,23,3251.82,3.75,3.04
textile,28,4518.42,1.47,0.53
plastic,17,4721.96,1.5,0.9
metal,11,4679.95,1.0,0.99
textile,3,4289.52,2.82,1.99
plastic,19,2997.67,4.42,3.21
metal,35,4759.15,1.17,0.69
paper,27,3692.3,2.59,2.32
textile,22,2963.49,2.37,1.4
plastic,31,4307.73,2.03,2.64
textile,2,4400.4,2.05,1.35
paper,35,4359.98,2.16,2.06
battery,24,1995.24,7.69,5.88
paper,17,4702.23,1.69,1.54
paper,16,3886.5,2.13,1.54
plastic,4,3403.79,3.95,3.05
metal,4,3873.36,2.52,2.15
plastic,34,4273.76,1.2,0.99
paper,35,4798.27,1.54,1.08
plastic,14,3915.18,3.0,1.67
battery,5,1905.44,7.74,5.48
metal,34,3958.56,1.77,1.33
battery,34,3160.27,5.48,3.81
battery,22,2224.06,6.86,4.88
metal,31,4330.91,1.46,1.67
paper,22,4462.16,2.81,1.74
paper,29,3872.38,1.55,0.9
textile,13,4898.81,0.79,0.35
metal,2,4487.81,2.51,1.96
battery,10,2382.12,6.44,4.82
textile,34,4905.62,1.08,0.52
textile,17,4880.62,1.43,0.78
metal,28,4469.33,2.42,1.07
battery,4,2035.76,8.03,6.13
paper,34,4396.61,0.96,0.68
battery,23,2037.42,7.71,6.0
metal,6,3284.61,3.56,2.46
textile,24,3637.27,3.04,2.78
textile,10,4376.76,1.6,1.23
plastic,11,4527.5,1.52,0.92
paper,9,4406.52,2.11,1.66
textile,6,4101.72,2.67,2.65
plastic,19,3960.83,2.81,2.65
textile,12,4455.93,1.29,0.87
paper,21,4263.61,2.53,1.98
paper,9,3950.0,2.29,1.8
paper,9,4293.82,2.29,2.01
textile,16,4545.22,1.86,1.41
plastic,24,3604.23,4.43,3.69
battery,33,2820.39,5.41,4.58
plastic,30,4150.8,1.47,1.56
battery,21,2778.77,7.4,6.03
paper,15,4975.83,1.08,0.5
metal,15,4372.56,1.15,0.54
paper,20,4033.92,3.14,1.97
metal,26,4214.92,2.19,1.71
paper,32,4835.32,1.56,1.09
textile,28,4242.37,1.79,0.91
battery,18,2613.41,6.75,4.88
