CO2,NOx,SOx,PM2.5,timestamp,facility,sensor
347.69,32.44,2.51,12.97,2026-07-27T22:30:00,Tiruppur Textiles,SEN-104
387.71,18.29,9.95,34.92,2026-07-27T22:40:00,Salem Scrap Yard,SEN-100
398.85,44.92,21.28,40.66,2026-07-27T22:50:00,EcoFibre Ltd,SEN-101
224.33,34.93,15.85,41.08,2026-07-27T23:00:00,Salem Scrap Yard,SEN-102
271.97,7.51,22.12,40.67,2026-07-27T23:10:00,Tiruppur Textiles,SEN-103
305.28,17.93,22.41,46.86,2026-07-27T23:20:00,EcoFibre Ltd,SEN-104
352.34,16.78,14.16,56.21,2026-07-27T23:30:00,EcoFibre Ltd,SEN-100
235.08,41.61,12.65,45.59,2026-07-27T23:40:00,Tiruppur Textiles,SEN-101
426.99,11.76,19.28,14.6,2026-07-27T23:50:00,EcoFibre Ltd,SEN-102
365.35,16.27,15.21,10.72,2026-07-28T00:00:00,Tiruppur Textiles,SEN-103
373.05,6.72,21.13,56.1,2026-07-28T00:10:00,Coimbatore E-Hub,SEN-104
156.71,30.51,9.06,33.75,2026-07-28T00:20:00,Salem Scrap Yard,SEN-100
369.18,8.77,14.16,26.02,2026-07-28T00:30:00,Tiruppur Textiles,SEN-101
438.23,40.7,4.96,27.09,2026-07-28T00:40:00,Coimbatore E-Hub,SEN-102
813.65,86.14,7.27,71.66,2026-07-28T00:50:00,Tiruppur Textiles,SEN-103
213.18,34.67,5.39,22.26,2026-07-28T01:00:00,Salem Scrap Yard,SEN-104
332.23,11.41,19.91,26.46,2026-07-28T01:10:00,Tiruppur Textiles,SEN-100
184.44,39.79,15.79,56.73,2026-07-28T01:20:00,Tiruppur Textiles,SEN-101
247.66,15.7,14.52,54.27,2026-07-28T01:30:00,Salem Scrap Yard,SEN-102
397.25,11.67,15.26,59.33,2026-07-28T01:40:00,Salem Scrap Yard,SEN-103
240.13,41.19,4.08,57.84,2026-07-28T01:50:00,EcoFibre Ltd,SEN-104
311.26,12.65,7.9,16.87,2026-07-28T02:00:00,Tiruppur Textiles,SEN-100
190.11,30.43,17.24,51.07,2026-07-28T02:10:00,EcoFibre Ltd,SEN-101
415.94,24.9,21.55,23.59,2026-07-28T02:20:00,Coimbatore E-Hub,SEN-102
259.97,34.15,11.82,11.37,2026-07-28T02:30:00,Tiruppur Textiles,SEN-103
444.49,19.39,10.45,63.98,2026-07-28T02:40:00,Coimbatore E-Hub,SEN-104
156.3,15.92,12.33,20.89,2026-07-28T02:50:00,EcoFibre Ltd,SEN-100
349.56,42.48,21.49,23.52,2026-07-28T03:00:00,Coimbatore E-Hub,SEN-101
183.03,31.79,19.93,49.92,2026-07-28T03:10:00,Coimbatore E-Hub,SEN-102
219.86,22.12,22.47,11.04,2026-07-28T03:20:00,Tiruppur Textiles,SEN-103
243.8,10.21,21.01,10.14,2026-07-28T03:30:00,Tiruppur Textiles,SEN-104
290.07,10.7,20.39,30.17,2026-07-28T03:40:00,EcoFibre Ltd,SEN-100
399.02,11.84,10.56,43.02,2026-07-28T03:50:00,Coimbatore E-Hub,SEN-101
178.72,42.62,16.86,15.55,2026-07-28T04:00:00,Tiruppur Textiles,SEN-102
209.56,9.41,15.27,14.4,2026-07-28T04:10:00,EcoFibre Ltd,SEN-103
342.94,29.68,20.36,58.17,2026-07-28T04:20:00,Coimbatore E-Hub,SEN-104
425.63,9.42,21.94,39.93,2026-07-28T04:30:00,Tiruppur Textiles,SEN-100
446.51,28.51,7.16,42.34,2026-07-28T04:40:00,Salem Scrap Yard,SEN-101
422.98,38.86,18.29,54.98,2026-07-28T04:50:00,Coimbatore E-Hub,SEN-102
229.33,19.86,21.12,52.35,2026-07-28T05:00:00,Tiruppur Textiles,SEN-103
234.23,9.92,9.4,56.86,2026-07-28T05:10:00,EcoFibre Ltd,SEN-104
240.09,42.85,8.05,47.02,2026-07-28T05:20:00,Salem Scrap Yard,SEN-100
332.24,13.53,12.91,57.48,2026-07-28T05:30:00,Tiruppur Textiles,SEN-101
180.84,22.88,23.66,31.83,2026-07-28T05:40:00,Coimbatore E-Hub,SEN-102
279.0,27.92,4.08,61.15,2026-07-28T05:50:00,Coimbatore E-Hub,SEN-103
435.06,39.09,12.44,57.9,2026-07-28T06:00:00,Tiruppur Textiles,SEN-104
325.11,12.34,15.88,13.11,2026-07-28T06:10:00,Coimbatore E-Hub,SEN-100
323.39,31.25,8.52,57.94,2026-07-28T06:20:00,Tiruppur Textiles,SEN-101
381.7,43.26,21.95,50.02,2026-07-28T06:30:00,EcoFibre Ltd,SEN-102
318.67,41.98,19.14,31.47,2026-07-28T06:40:00,EcoFibre Ltd,SEN-103
360.06,41.61,4.02,57.38,2026-07-28T06:50:00,Coimbatore E-Hub,SEN-104
153.64,40.86,22.98,13.38,2026-07-28T07:00:00,Salem Scrap Yard,SEN-100
208.2,38.87,15.13,44.85,2026-07-28T07:10:00,Coimbatore E-Hub,SEN-101
352.28,5.27,16.44,54.57,2026-07-28T07:20:00,Tiruppur Textiles,SEN-102
814.49,23.04,24.69,32.82,2026-07-28T07:30:00,Tiruppur Textiles,SEN-103
336.93,12.52,6.83,46.81,2026-07-28T07:40:00,Coimbatore E-Hub,SEN-104
658.11,34.41,73.89,135.84,2026-07-28T07:50:00,Tiruppur Textiles,SEN-100
328.93,22.69,12.95,44.26,2026-07-28T08:00:00,Salem Scrap Yard,SEN-101
377.53,8.48,13.26,10.55,2026-07-28T08:10:00,Salem Scrap Yard,SEN-102
181.36,35.01,10.25,40.34,2026-07-28T08:20:00,Salem Scrap Yard,SEN-103
402.12,42.69,17.56,21.71,2026-07-28T08:30:00,EcoFibre Ltd,SEN-104
362.36,13.7,18.38,60.28,2026-07-28T08:40:00,Coimbatore E-Hub,SEN-100
174.42,23.65,19.84,13.35,2026-07-28T08:50:00,Tiruppur Textiles,SEN-101
336.34,24.18,8.64,38.07,2026-07-28T09:00:00,EcoFibre Ltd,SEN-102
438.8,31.06,8.83,61.13,2026-07-28T09:10:00,Tiruppur Textiles,SEN-103
253.15,22.05,7.96,52.19,2026-07-28T09:20:00,Salem Scrap Yard,SEN-104
253.95,39.43,3.24,64.01,2026-07-28T09:30:00,EcoFibre Ltd,SEN-100
165.25,39.39,19.51,21.89,2026-07-28T09:40:00,Tiruppur Textiles,SEN-101
409.5,36.14,11.05,56.51,2026-07-28T09:50:00,Salem Scrap Yard,SEN-102
442.35,40.25,6.17,49.78,2026-07-28T10:00:00,EcoFibre Ltd,SEN-103
313.43,18.26,6.03,52.27,2026-07-28T10:10:00,Salem Scrap Yard,SEN-104
236.64,36.45,7.4,33.96,2026-07-28T10:20:00,Tiruppur Textiles,SEN-100
446.81,23.9,24.3,40.1,2026-07-28T10:30:00,Coimbatore E-Hub,SEN-101
706.26,59.47,53.67,76.6,2026-07-28T10:40:00,Tiruppur Textiles,SEN-102
268.73,27.08,8.73,64.12,2026-07-28T10:50:00,Tiruppur Textiles,SEN-103
372.36,16.77,12.96,64.55,2026-07-28T11:00:00,EcoFibre Ltd,SEN-104
208.71,19.72,2.38,56.17,2026-07-28T11:10:00,Tiruppur Textiles,SEN-100
243.24,26.75,22.69,52.98,2026-07-28T11:20:00,Tiruppur Textiles,SEN-101
328.84,44.13,24.94,52.61,2026-07-28T11:30:00,Salem Scrap Yard,SEN-102
343.59,19.63,15.8,21.91,2026-07-28T11:40:00,EcoFibre Ltd,SEN-103
673.52,110.89,42.09,48.08,2026-07-28T11:50:00,Tiruppur Textiles,SEN-104
308.55,21.86,7.25,48.68,2026-07-28T12:00:00,Coimbatore E-Hub,SEN-100
327.21,26.56,18.26,33.04,2026-07-28T12:10:00,Salem Scrap Yard,SEN-101
836.11,51.19,38.43,46.02,2026-07-28T12:20:00,Coimbatore E-Hub,SEN-102
428.09,33.08,11.52,42.91,2026-07-28T12:30:00,EcoFibre Ltd,SEN-103
378.38,18.47,16.67,55.55,2026-07-28T12:40:00,Salem Scrap Yard,SEN-104
194.22,13.8,2.26,22.5,2026-07-28T12:50:00,Coimbatore E-Hub,SEN-100
344.03,21.2,13.79,49.95,2026-07-28T13:00:00,Tiruppur Textiles,SEN-101
433.34,5.11,20.29,29.45,2026-07-28T13:10:00,Salem Scrap Yard,SEN-102
291.34,14.37,24.75,24.33,2026-07-28T13:20:00,Coimbatore E-Hub,SEN-103
246.53,17.34,10.34,64.98,2026-07-28T13:30:00,Salem Scrap Yard,SEN-104
171.01,31.56,14.15,55.52,2026-07-28T13:40:00,Coimbatore E-Hub,SEN-100
398.5,23.6,8.8,52.62,2026-07-28T13:50:00,Tiruppur Textiles,SEN-101
233.57,15.4,23.5,36.81,2026-07-28T14:00:00,Tiruppur Textiles,SEN-102
333.88,17.13,19.08,59.28,2026-07-28T14:10:00,Coimbatore E-Hub,SEN-103
233.45,12.23,2.5,22.29,2026-07-28T14:20:00,Salem Scrap Yard,SEN-104
427.94,25.84,24.78,38.01,2026-07-28T14:30:00,Tiruppur Textiles,SEN-100
272.58,15.37,18.07,51.7,2026-07-28T14:40:00,Tiruppur Textiles,SEN-101
290.59,8.26,17.69,53.47,2026-07-28T14:50:00,Coimbatore E-Hub,SEN-102
372.12,36.05,2.59,37.36,2026-07-28T15:00:00,Salem Scrap Yard,SEN-103
280.91,31.19,18.11,57.47,2026-07-28T15:10:00,Tiruppur Textiles,SEN-104
160.13,25.64,15.67,29.67,2026-07-28T15:20:00,Coimbatore E-Hub,SEN-100
171.81,6.66,4.34,14.8,2026-07-28T15:30:00,Tiruppur Textiles,SEN-101
288.42,14.55,12.29,62.27,2026-07-28T15:40:00,Tiruppur Textiles,SEN-102
222.95,18.7,20.32,42.25,2026-07-28T15:50:00,Salem Scrap Yard,SEN-103
282.14,20.62,3.07,38.09,2026-07-28T16:00:00,Tiruppur Textiles,SEN-104
375.01,22.68,5.47,54.35,2026-07-28T16:10:00,Tiruppur Textiles,SEN-100
433.45,36.83,19.89,14.96,2026-07-28T16:20:00,Coimbatore E-Hub,SEN-101
234.29,33.66,22.38,10.02,2026-07-28T16:30:00,Coimbatore E-Hub,SEN-102
426.18,18.37,7.21,37.24,2026-07-28T16:40:00,Coimbatore E-Hub,SEN-103
182.46,37.66,19.75,29.08,2026-07-28T16:50:00,Tiruppur Textiles,SEN-104
173.93,10.53,10.56,60.85,2026-07-28T17:00:00,Salem Scrap Yard,SEN-100
407.03,29.39,22.88,42.03,2026-07-28T17:10:00,Tiruppur Textiles,SEN-101
339.19,11.89,5.73,40.1,2026-07-28T17:20:00,EcoFibre Ltd,SEN-102
221.73,30.22,20.56,63.15,2026-07-28T17:30:00,Salem Scrap Yard,SEN-103
338.71,10.7,2.91,48.58,2026-07-28T17:40:00,Salem Scrap Yard,SEN-104
446.27,30.69,22.4,21.02,2026-07-28T17:50:00,Coimbatore E-Hub,SEN-100
282.22,38.77,23.32,36.81,2026-07-28T18:00:00,Coimbatore E-Hub,SEN-101
237.59,41.82,23.05,31.56,2026-07-28T18:10:00,Tiruppur Textiles,SEN-102
434.0,40.52,19.69,25.19,2026-07-28T18:20:00,Tiruppur Textiles,SEN-103
287.44,32.46,19.07,52.84,2026-07-28T18:30:00,Salem Scrap Yard,SEN-104
419.99,8.48,20.01,55.93,2026-07-28T18:40:00,EcoFibre Ltd,SEN-100
343.39,41.28,15.03,53.99,2026-07-28T18:50:00,Salem Scrap Yard,SEN-101
350.87,55.81,51.2,115.07,2026-07-28T19:00:00,Tiruppur Textiles,SEN-102
281.43,43.4,8.25,50.95,2026-07-28T19:10:00,Salem Scrap Yard,SEN-103
322.43,33.03,11.61,25.36,2026-07-28T19:20:00,EcoFibre Ltd,SEN-104
389.15,43.73,3.27,42.54,2026-07-28T19:30:00,Salem Scrap Yard,SEN-100
317.04,44.81,23.88,24.94,2026-07-28T19:40:00,Tiruppur Textiles,SEN-101
325.54,34.01,16.61,49.28,2026-07-28T19:50:00,Tiruppur Textiles,SEN-102
381.37,37.11,10.48,46.22,2026-07-28T20:00:00,Tiruppur Textiles,SEN-103
390.45,14.34,12.77,60.38,2026-07-28T20:10:00,EcoFibre Ltd,SEN-104
287.62,22.73,15.9,18.65,2026-07-28T20:20:00,EcoFibre Ltd,SEN-100
263.53,13.93,17.78,49.5,2026-07-28T20:30:00,Salem Scrap Yard,SEN-101
366.66,8.22,16.8,60.68,2026-07-28T20:40:00,Coimbatore E-Hub,SEN-102
209.56,5.14,22.03,27.95,2026-07-28T20:50:00,EcoFibre Ltd,SEN-103
408.4,29.87,24.0,11.09,2026-07-28T21:00:00,EcoFibre Ltd,SEN-104
247.68,14.75,16.35,34.58,2026-07-28T21:10:00,Tiruppur Textiles,SEN-100
292.1,41.86,24.97,23.79,2026-07-28T21:20:00,Tiruppur Textiles,SEN-101
408.61,28.87,15.6,43.6,2026-07-28T21:30:00,EcoFibre Ltd,SEN-102
220.52,27.35,10.86,35.28,2026-07-28T21:40:00,Salem Scrap Yard,SEN-103
262.59,7.52,14.01,45.92,2026-07-28T21:50:00,EcoFibre Ltd,SEN-104
332.66,44.35,6.37,34.7,2026-07-28T22:00:00,Salem Scrap Yard,SEN-100
419.5,17.7,24.14,54.68,2026-07-28T22:10:00,EcoFibre Ltd,SEN-101
288.76,13.16,2.55,40.75,2026-07-28T22:20:00,EcoFibre Ltd,SEN-102
438.68,25.03,11.15,56.2,2026-07-28T22:30:00,Tiruppur Textiles,SEN-103
189.49,19.03,9.01,57.65,2026-07-28T22:40:00,Tiruppur Textiles,SEN-104
342.12,41.78,13.7,26.39,2026-07-28T22:50:00,Coimbatore E-Hub,SEN-100
261.49,28.6,18.19,14.3,2026-07-28T23:00:00,Coimbatore E-Hub,SEN-101
286.62,30.2,18.48,62.83,2026-07-28T23:10:00,EcoFibre Ltd,SEN-102
230.46,16.46,3.06,25.73,2026-07-28T23:20:00,Tiruppur Textiles,SEN-103
268.73,10.04,13.24,38.71,2026-07-28T23:30:00,Coimbatore E-Hub,SEN-104
233.78,23.73,23.0,41.24,2026-07-28T23:40:00,Coimbatore E-Hub,SEN-100
296.78,13.98,3.24,52.86,2026-07-28T23:50:00,EcoFibre Ltd,SEN-101
199.11,42.2,9.56,53.35,2026-07-29T00:00:00,EcoFibre Ltd,SEN-102
252.12,34.67,22.17,30.39,2026-07-29T00:10:00,EcoFibre Ltd,SEN-103
169.59,36.75,12.02,19.78,2026-07-29T00:20:00,Salem Scrap Yard,SEN-104
229.07,14.21,17.15,16.38,2026-07-29T00:30:00,Coimbatore E-Hub,SEN-100
282.71,39.75,16.06,11.12,2026-07-29T00:40:00,Tiruppur Textiles,SEN-101
347.36,7.58,10.99,25.32,2026-07-29T00:50:00,EcoFibre Ltd,SEN-102
374.97,17.12,19.92,27.75,2026-07-29T01:00:00,EcoFibre Ltd,SEN-103
433.25,7.34,19.02,49.96,2026-07-29T01:10:00,Salem Scrap Yard,SEN-104
225.46,16.57,10.45,34.77,2026-07-29T01:20:00,Tiruppur Textiles,SEN-100
408.99,19.59,14.09,16.46,2026-07-29T01:30:00,Tiruppur Textiles,SEN-101
163.43,33.63,19.5,19.14,2026-07-29T01:40:00,Coimbatore E-Hub,SEN-102
423.59,36.73,6.05,54.96,2026-07-29T01:50:00,Tiruppur Textiles,SEN-103
316.1,18.43,22.95,49.34,2026-07-29T02:00:00,Tiruppur Textiles,SEN-104
408.48,6.15,23.6,12.38,2026-07-29T02:10:00,EcoFibre Ltd,SEN-100
324.02,8.68,13.94,12.75,2026-07-29T02:20:00,Tiruppur Textiles,SEN-101
833.36,97.42,46.53,45.28,2026-07-29T02:30:00,Tiruppur Textiles,SEN-102
395.13,14.51,19.26,58.32,2026-07-29T02:40:00,EcoFibre Ltd,SEN-103
431.99,26.81,16.15,61.34,2026-07-29T02:50:00,EcoFibre Ltd,SEN-104
244.83,15.12,13.85,64.84,2026-07-29T03:00:00,Tiruppur Textiles,SEN-100
274.75,40.53,13.1,55.29,2026-07-29T03:10:00,Tiruppur Textiles,SEN-101
651.92,87.9,65.87,75.66,2026-07-29T03:20:00,EcoFibre Ltd,SEN-102
299.45,10.1,4.65,18.76,2026-07-29T03:30:00,Coimbatore E-Hub,SEN-103
343.88,12.13,24.28,29.47,2026-07-29T03:40:00,Coimbatore E-Hub,SEN-104
369.46,20.26,9.98,56.27,2026-07-29T03:50:00,Coimbatore E-Hub,SEN-100
287.57,30.86,19.52,22.71,2026-07-29T04:00:00,Salem Scrap Yard,SEN-101
445.53,14.41,18.61,33.92,2026-07-29T04:10:00,Tiruppur Textiles,SEN-102
249.37,7.82,8.52,49.43,2026-07-29T04:20:00,Coimbatore E-Hub,SEN-103
319.52,29.6,13.55,10.93,2026-07-29T04:30:00,Salem Scrap Yard,SEN-104
248.7,21.97,22.96,37.58,2026-07-29T04:40:00,Coimbatore E-Hub,SEN-100
419.81,11.33,23.03,58.31,2026-07-29T04:50:00,Salem Scrap Yard,SEN-101
235.0,28.67,10.22,51.73,2026-07-29T05:00:00,EcoFibre Ltd,SEN-102
282.03,16.28,19.58,15.87,2026-07-29T05:10:00,Coimbatore E-Hub,SEN-103
422.62,15.93,16.23,13.77,2026-07-29T05:20:00,Coimbatore E-Hub,SEN-104
446.31,18.32,15.46,52.87,2026-07-29T05:30:00,Tiruppur Textiles,SEN-100
197.4,33.54,3.71,36.56,2026-07-29T05:40:00,EcoFibre Ltd,SEN-101
313.13,6.61,23.16,36.91,2026-07-29T05:50:00,Tiruppur Textiles,SEN-102
259.2,32.24,19.07,54.74,2026-07-29T06:00:00,Salem Scrap Yard,SEN-103
287.42,22.6,6.03,63.26,2026-07-29T06:10:00,Coimbatore E-Hub,SEN-104
266.16,12.89,15.95,50.77,2026-07-29T06:20:00,Salem Scrap Yard,SEN-100
301.46,24.52,5.76,37.2,2026-07-29T06:30:00,Tiruppur Textiles,SEN-101
168.83,10.86,5.37,21.19,2026-07-29T06:40:00,Tiruppur Textiles,SEN-102
311.43,14.4,8.93,23.48,2026-07-29T06:50:00,Tiruppur Textiles,SEN-103
353.23,43.69,2.33,51.29,2026-07-29T07:00:00,Tiruppur Textiles,SEN-104
323.49,43.02,5.41,64.65,2026-07-29T07:10:00,EcoFibre Ltd,SEN-100
182.26,22.32,6.93,33.62,2026-07-29T07:20:00,Salem Scrap Yard,SEN-101
156.29,7.03,16.02,43.77,2026-07-29T07:30:00,EcoFibre Ltd,SEN-102
292.83,17.71,10.29,28.4,2026-07-29T07:40:00,Coimbatore E-Hub,SEN-103
420.05,34.01,24.91,26.62,2026-07-29T07:50:00,Coimbatore E-Hub,SEN-104
360.78,29.55,9.15,53.87,2026-07-29T08:00:00,EcoFibre Ltd,SEN-100
202.62,32.85,24.47,51.25,2026-07-29T08:10:00,EcoFibre Ltd,SEN-101
417.12,39.46,10.34,31.22,2026-07-29T08:20:00,Coimbatore E-Hub,SEN-102
431.4,31.13,24.32,41.91,2026-07-29T08:30:00,Coimbatore E-Hub,SEN-103
344.07,5.62,6.15,61.15,2026-07-29T08:40:00,Coimbatore E-Hub,SEN-104
251.67,30.92,14.93,51.88,2026-07-29T08:50:00,Coimbatore E-Hub,SEN-100
442.24,38.96,13.11,46.83,2026-07-29T09:00:00,Tiruppur Textiles,SEN-101
206.17,32.21,11.06,53.76,2026-07-29T09:10:00,Coimbatore E-Hub,SEN-102
447.87,30.15,20.4,24.76,2026-07-29T09:20:00,EcoFibre Ltd,SEN-103
352.52,16.61,22.0,51.12,2026-07-29T09:30:00,Salem Scrap Yard,SEN-104
219.24,33.24,11.05,16.53,2026-07-29T09:40:00,Coimbatore E-Hub,SEN-100
182.86,14.9,22.3,29.85,2026-07-29T09:50:00,Coimbatore E-Hub,SEN-101
214.59,44.74,18.97,31.59,2026-07-29T10:00:00,Tiruppur Textiles,SEN-102
444.87,38.4,13.03,58.36,2026-07-29T10:10:00,EcoFibre Ltd,SEN-103
219.18,28.48,6.48,49.31,2026-07-29T10:20:00,Salem Scrap Yard,SEN-104
270.68,34.97,3.68,46.28,2026-07-29T10:30:00,Salem Scrap Yard,SEN-100
318.62,28.74,21.4,32.98,2026-07-29T10:40:00,Tiruppur Textiles,SEN-101
333.4,34.46,9.66,48.53,2026-07-29T10:50:00,EcoFibre Ltd,SEN-102
340.48,24.23,18.58,61.61,2026-07-29T11:00:00,Coimbatore E-Hub,SEN-103
417.58,42.62,12.28,46.1,2026-07-29T11:10:00,Tiruppur Textiles,SEN-104
448.02,22.03,14.46,54.44,2026-07-29T11:20:00,Coimbatore E-Hub,SEN-100
156.14,30.21,12.04,35.11,2026-07-29T11:30:00,Coimbatore E-Hub,SEN-101
368.08,5.48,4.68,60.81,2026-07-29T11:40:00,EcoFibre Ltd,SEN-102
158.13,8.33,12.06,22.95,2026-07-29T11:50:00,EcoFibre Ltd,SEN-103
262.47,22.22,6.78,62.14,2026-07-29T12:00:00,Coimbatore E-Hub,SEN-104
292.11,25.71,15.62,52.28,2026-07-29T12:10:00,Coimbatore E-Hub,SEN-100
282.14,15.97,11.74,47.36,2026-07-29T12:20:00,Tiruppur Textiles,SEN-101
443.79,24.88,24.91,36.94,2026-07-29T12:30:00,Salem Scrap Yard,SEN-102
377.45,32.43,4.53,63.3,2026-07-29T12:40:00,Coimbatore E-Hub,SEN-103
323.95,44.87,8.39,52.88,2026-07-29T12:50:00,Salem Scrap Yard,SEN-104
264.82,24.74,2.38,14.53,2026-07-29T13:00:00,Salem Scrap Yard,SEN-100
363.33,35.97,2.01,37.78,2026-07-29T13:10:00,Salem Scrap Yard,SEN-101
287.93,16.97,16.47,48.07,2026-07-29T13:20:00,EcoFibre Ltd,SEN-102
222.13,8.8,3.59,37.75,2026-07-29T13:30:00,Tiruppur Textiles,SEN-103
218.68,15.93,2.88,19.75,2026-07-29T13:40:00,Tiruppur Textiles,SEN-104
430.95,19.25,11.18,51.03,2026-07-29T13:50:00,Salem Scrap Yard,SEN-100
440.29,14.43,17.93,26.09,2026-07-29T14:00:00,Tiruppur Textiles,SEN-101
365.81,5.8,24.39,22.19,2026-07-29T14:10:00,Coimbatore E-Hub,SEN-102
432.0,43.22,22.27,24.03,2026-07-29T14:20:00,Tiruppur Textiles,SEN-103
173.79,13.37,9.17,16.4,2026-07-29T14:30:00,Coimbatore E-Hub,SEN-104
224.13,30.59,3.75,41.49,2026-07-29T14:40:00,Tiruppur Textiles,SEN-100
376.15,40.25,5.94,29.07,2026-07-29T14:50:00,EcoFibre Ltd,SEN-101
371.23,24.87,3.06,41.89,2026-07-29T15:00:00,Coimbatore E-Hub,SEN-102
233.8,31.99,19.91,58.07,2026-07-29T15:10:00,Tiruppur Textiles,SEN-103
406.77,35.15,9.95,33.9,2026-07-29T15:20:00,Tiruppur Textiles,SEN-104
197.96,23.92,19.54,64.85,2026-07-29T15:30:00,Tiruppur Textiles,SEN-100
317.44,21.38,20.28,12.46,2026-07-29T15:40:00,EcoFibre Ltd,SEN-101
426.48,8.03,18.45,50.46,2026-07-29T15:50:00,Coimbatore E-Hub,SEN-102
327.84,28.48,14.18,16.43,2026-07-29T16:00:00,Salem Scrap Yard,SEN-103
216.6,26.95,22.84,60.2,2026-07-29T16:10:00,Salem Scrap Yard,SEN-104
169.3,42.73,6.95,38.18,2026-07-29T16:20:00,Coimbatore E-Hub,SEN-100
323.45,26.74,9.79,48.86,2026-07-29T16:30:00,Tiruppur Textiles,SEN-101
243.44,28.55,2.9,49.35,2026-07-29T16:40:00,EcoFibre Ltd,SEN-102
288.85,13.84,18.99,11.52,2026-07-29T16:50:00,Coimbatore E-Hub,SEN-103
204.72,36.82,24.94,63.31,2026-07-29T17:00:00,Salem Scrap Yard,SEN-104
333.49,23.93,11.64,58.79,2026-07-29T17:10:00,Tiruppur Textiles,SEN-100
417.57,43.74,23.82,20.63,2026-07-29T17:20:00,Salem Scrap Yard,SEN-101
981.28,82.21,57.82,153.73,2026-07-29T17:30:00,Salem Scrap Yard,SEN-102
308.21,8.02,21.6,32.73,2026-07-29T17:40:00,Salem Scrap Yard,SEN-103
311.21,5.28,2.25,39.96,2026-07-29T17:50:00,Tiruppur Textiles,SEN-104
400.18,9.35,2.53,37.44,2026-07-29T18:00:00,Salem Scrap Yard,SEN-100
299.85,22.88,19.5,48.94,2026-07-29T18:10:00,Tiruppur Textiles,SEN-101
291.68,21.31,10.13,33.27,2026-07-29T18:20:00,EcoFibre Ltd,SEN-102
436.35,32.43,23.31,53.13,2026-07-29T18:30:00,Salem Scrap Yard,SEN-103
410.01,14.65,6.4,46.87,2026-07-29T18:40:00,Salem Scrap Yard,SEN-104
387.76,16.4,2.23,54.27,2026-07-29T18:50:00,Salem Scrap Yard,SEN-100
322.42,29.75,23.49,19.05,2026-07-29T19:00:00,Tiruppur Textiles,SEN-101
388.96,22.96,5.76,15.2,2026-07-29T19:10:00,Salem Scrap Yard,SEN-102
417.65,22.74,15.75,11.77,2026-07-29T19:20:00,Tiruppur Textiles,SEN-103
197.83,32.59,15.66,51.17,2026-07-29T19:30:00,EcoFibre Ltd,SEN-104
447.66,8.97,14.77,39.18,2026-07-29T19:40:00,Tiruppur Textiles,SEN-100
269.23,20.36,17.13,15.14,2026-07-29T19:50:00,Tiruppur Textiles,SEN-101
290.08,12.81,5.73,21.31,2026-07-29T20:00:00,Coimbatore E-Hub,SEN-102
337.89,37.76,22.41,24.27,2026-07-29T20:10:00,Tiruppur Textiles,SEN-103
170.51,28.22,9.83,15.69,2026-07-29T20:20:00,Salem Scrap Yard,SEN-104
332.56,19.29,19.83,45.84,2026-07-29T20:30:00,Salem Scrap Yard,SEN-100
177.07,16.38,8.04,20.24,2026-07-29T20:40:00,Salem Scrap Yard,SEN-101
182.44,26.88,19.56,41.65,2026-07-29T20:50:00,Salem Scrap Yard,SEN-102
321.45,38.87,16.3,44.87,2026-07-29T21:00:00,Coimbatore E-Hub,SEN-103
345.43,8.77,17.99,49.86,2026-07-29T21:10:00,EcoFibre Ltd,SEN-104
430.37,14.56,5.51,57.82,2026-07-29T21:20:00,Tiruppur Textiles,SEN-100
333.75,8.16,18.72,48.97,2026-07-29T21:30:00,EcoFibre Ltd,SEN-101
222.34,40.47,16.67,62.43,2026-07-29T21:40:00,EcoFibre Ltd,SEN-102
238.5,5.36,16.57,16.23,2026-07-29T21:50:00,Coimbatore E-Hub,SEN-103
202.14,11.52,19.57,42.56,2026-07-29T22:00:00,Tiruppur Textiles,SEN-104
386.25,7.96,11.36,28.55,2026-07-29T22:10:00,Coimbatore E-Hub,SEN-100
424.42,18.93,8.27,22.44,2026-07-29T22:20:00,Coimbatore E-Hub,SEN-101
367.07,38.18,22.67,13.75,2026-07-29T22:30:00,Salem Scrap Yard,SEN-102
310.84,25.46,8.24,55.49,2026-07-29T22:40:00,Coimbatore E-Hub,SEN-103
349.74,7.66,22.15,61.65,2026-07-29T22:50:00,EcoFibre Ltd,SEN-104
245.01,33.37,7.72,55.28,2026-07-29T23:00:00,Salem Scrap Yard,SEN-100
325.68,17.06,16.66,30.21,2026-07-29T23:10:00,Salem Scrap Yard,SEN-101
405.06,17.35,9.79,20.83,2026-07-29T23:20:00,Coimbatore E-Hub,SEN-102
344.68,18.91,8.76,36.14,2026-07-29T23:30:00,Salem Scrap Yard,SEN-103
224.95,8.38,20.87,52.44,2026-07-29T23:40:00,Tiruppur Textiles,SEN-104
386.21,6.82,4.45,54.8,2026-07-29T23:50:00,Coimbatore E-Hub,SEN-100
218.38,32.18,3.92,42.19,2026-07-30T00:00:00,EcoFibre Ltd,SEN-101
365.11,44.12,20.56,25.19,2026-07-30T00:10:00,Salem Scrap Yard,SEN-102
314.26,38.6,11.96,17.31,2026-07-30T00:20:00,Salem Scrap Yard,SEN-103
388.92,15.09,3.35,32.07,2026-07-30T00:30:00,Coimbatore E-Hub,SEN-104
432.17,6.23,19.29,56.28,2026-07-30T00:40:00,EcoFibre Ltd,SEN-100
