buyer,seller,material,quantity,seller_initial_price,buyer_target_price,final_price,rounds,success
EcoFibre Ltd,Coimbatore E-Hub,textile,6050.0,17.0,12.38,14.96,2,1
EcoFibre Ltd,Salem Steel,metal,2276.0,121.07,85.04,101.28,2,1
Kovai Paper Mills,Salem Scrap Yard,battery,772.0,19.32,12.1,16.4,5,1
Electro-Recycle,Salem Scrap Yard,metal,2096.0,115.77,86.69,103.96,2,1
Electro-Recycle,Salem Scrap Yard,textile,8350.0,18.11,13.84,16.33,2,1
Kovai Paper Mills,Salem Steel,textile,3678.0,19.15,13.61,0.0,5,0
Tiruppur Textiles,Chennai Polymers,plastic,6332.0,24.06,18.99,0.0,3,0
EcoFibre Ltd,Salem Steel,textile,3350.0,18.94,13.1,0.0,5,0
Tiruppur Textiles,Salem Steel,paper,3475.0,19.03,13.12,16.29,4,1
Tiruppur Textiles,Chennai Polymers,battery,9270.0,17.61,12.21,14.61,3,1
Electro-Recycle,Coimbatore E-Hub,metal,7747.0,119.17,89.7,102.13,2,1
Electro-Recycle,Coimbatore E-Hub,paper,3304.0,17.8,13.47,15.97,4,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,6303.0,24.87,17.9,0.0,4,0
Electro-Recycle,Chennai Polymers,textile,1856.0,19.23,13.13,0.0,2,0
Kovai Paper Mills,Salem Scrap Yard,plastic,7022.0,25.66,18.64,21.32,3,1
Kovai Paper Mills,Chennai Polymers,paper,8236.0,19.25,12.39,15.09,3,1
Kovai Paper Mills,Chennai Polymers,textile,6973.0,19.19,14.04,16.39,3,1
Tiruppur Textiles,Coimbatore E-Hub,metal,897.0,120.51,86.92,0.0,2,0
EcoFibre Ltd,Coimbatore E-Hub,plastic,9129.0,23.86,17.82,20.5,5,1
EcoFibre Ltd,Coimbatore E-Hub,paper,5630.0,18.95,12.14,15.57,3,1
Tiruppur Textiles,Chennai Polymers,battery,546.0,19.42,12.03,15.63,3,1
Electro-Recycle,Salem Scrap Yard,plastic,7793.0,22.02,17.51,20.22,3,1
Electro-Recycle,Salem Steel,battery,8518.0,17.23,12.14,14.67,4,1
Kovai Paper Mills,Chennai Polymers,battery,1270.0,17.72,12.29,14.99,2,1
Tiruppur Textiles,Salem Scrap Yard,paper,2482.0,18.87,12.18,15.61,3,1
Electro-Recycle,Chennai Polymers,battery,4876.0,17.35,12.24,15.22,5,1
EcoFibre Ltd,Salem Scrap Yard,plastic,5947.0,22.37,16.06,0.0,3,0
Electro-Recycle,Coimbatore E-Hub,metal,3249.0,116.36,85.4,99.25,3,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,6791.0,23.71,17.7,21.22,2,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,7000.0,24.46,16.65,21.47,4,1
Electro-Recycle,Salem Scrap Yard,metal,7849.0,127.04,91.57,104.55,5,1
Electro-Recycle,Chennai Polymers,paper,1476.0,18.96,13.83,16.68,5,1
Tiruppur Textiles,Salem Scrap Yard,metal,6902.0,116.78,89.72,107.85,2,1
Electro-Recycle,Chennai Polymers,battery,950.0,18.53,12.42,15.64,2,1
Tiruppur Textiles,Salem Steel,metal,940.0,122.58,92.0,104.71,5,1
EcoFibre Ltd,Chennai Polymers,paper,2437.0,18.6,14.0,0.0,2,0
Tiruppur Textiles,Coimbatore E-Hub,paper,3201.0,17.48,12.95,15.08,2,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,2172.0,22.73,16.91,19.55,5,1
EcoFibre Ltd,Chennai Polymers,plastic,8979.0,23.92,18.64,21.98,4,1
Electro-Recycle,Salem Steel,battery,5436.0,18.38,13.8,15.81,2,1
EcoFibre Ltd,Salem Scrap Yard,plastic,8457.0,24.86,17.96,21.01,3,1
Electro-Recycle,Salem Steel,metal,3040.0,120.64,88.6,106.26,5,1
Tiruppur Textiles,Salem Steel,battery,8721.0,19.11,12.49,16.32,2,1
Tiruppur Textiles,Chennai Polymers,paper,8912.0,18.89,12.96,15.86,2,1
Electro-Recycle,Salem Steel,plastic,5740.0,25.26,18.24,21.77,5,1
Kovai Paper Mills,Chennai Polymers,paper,7841.0,16.54,12.26,14.33,3,1
Kovai Paper Mills,Salem Steel,paper,3057.0,16.75,12.98,15.77,2,1
Electro-Recycle,Salem Steel,textile,6582.0,18.95,14.1,16.76,4,1
Tiruppur Textiles,Salem Steel,paper,3871.0,18.83,13.27,15.5,3,1
Kovai Paper Mills,Salem Steel,textile,6189.0,18.84,13.24,16.58,2,1
Electro-Recycle,Salem Scrap Yard,plastic,9931.0,25.27,18.18,22.53,2,1
Kovai Paper Mills,Chennai Polymers,plastic,3682.0,25.9,18.48,23.3,2,1
Kovai Paper Mills,Salem Scrap Yard,plastic,9237.0,24.22,18.3,21.65,5,1
EcoFibre Ltd,Coimbatore E-Hub,paper,6790.0,17.7,12.06,15.69,3,1
EcoFibre Ltd,Coimbatore E-Hub,battery,7099.0,18.43,12.74,15.41,4,1
Kovai Paper Mills,Chennai Polymers,paper,4606.0,17.7,13.68,15.77,5,1
EcoFibre Ltd,Chennai Polymers,paper,950.0,18.16,12.48,0.0,2,0
Tiruppur Textiles,Salem Steel,metal,7721.0,127.09,90.99,0.0,5,0
Tiruppur Textiles,Coimbatore E-Hub,textile,5437.0,17.87,14.21,16.8,3,1
Kovai Paper Mills,Salem Scrap Yard,metal,7641.0,113.43,85.2,99.62,3,1
Tiruppur Textiles,Salem Steel,textile,7558.0,18.8,12.61,0.0,5,0
Kovai Paper Mills,Coimbatore E-Hub,textile,8810.0,18.76,12.78,16.38,3,1
Electro-Recycle,Chennai Polymers,metal,9005.0,129.94,91.81,111.93,5,1
EcoFibre Ltd,Salem Scrap Yard,battery,8626.0,17.45,12.32,15.13,2,1
Electro-Recycle,Chennai Polymers,battery,6481.0,18.09,12.26,15.46,5,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,8514.0,25.77,16.65,20.85,2,1
Electro-Recycle,Chennai Polymers,battery,2461.0,16.55,13.77,15.52,4,1
Electro-Recycle,Coimbatore E-Hub,battery,9481.0,17.16,13.66,14.65,5,1
Kovai Paper Mills,Salem Scrap Yard,textile,1386.0,19.11,13.51,16.44,5,1
EcoFibre Ltd,Chennai Polymers,textile,3852.0,17.24,12.9,0.0,2,0
Electro-Recycle,Salem Scrap Yard,paper,3320.0,19.2,12.32,0.0,2,0
Kovai Paper Mills,Chennai Polymers,battery,9664.0,19.15,13.89,16.57,3,1
Kovai Paper Mills,Coimbatore E-Hub,metal,584.0,129.24,92.51,115.5,2,1
Kovai Paper Mills,Salem Steel,paper,1070.0,18.62,12.74,15.68,3,1
EcoFibre Ltd,Salem Scrap Yard,metal,6467.0,122.75,94.32,110.01,4,1
Tiruppur Textiles,Salem Scrap Yard,paper,9274.0,17.07,13.51,15.39,2,1
Kovai Paper Mills,Coimbatore E-Hub,battery,8455.0,18.91,13.16,0.0,2,0
Kovai Paper Mills,Chennai Polymers,battery,1282.0,17.85,12.37,0.0,4,0
Tiruppur Textiles,Chennai Polymers,battery,3224.0,17.83,13.34,15.57,3,1
Tiruppur Textiles,Chennai Polymers,plastic,4820.0,25.77,17.86,21.51,2,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,8887.0,24.54,16.86,19.87,4,1
Electro-Recycle,Salem Scrap Yard,plastic,7045.0,22.39,18.4,20.3,4,1
Kovai Paper Mills,Salem Steel,metal,3676.0,121.61,85.1,106.64,2,1
Tiruppur Textiles,Chennai Polymers,textile,1450.0,16.94,13.42,14.93,4,1
Tiruppur Textiles,Coimbatore E-Hub,plastic,2925.0,24.61,18.97,20.95,4,1
Tiruppur Textiles,Salem Steel,textile,5599.0,18.59,13.64,16.72,2,1
Tiruppur Textiles,Chennai Polymers,textile,7447.0,17.96,13.35,15.65,5,1
EcoFibre Ltd,Salem Steel,textile,9275.0,18.62,12.54,15.9,5,1
EcoFibre Ltd,Salem Steel,battery,5446.0,17.38,12.02,14.32,4,1
Tiruppur Textiles,Salem Scrap Yard,paper,7367.0,17.9,13.63,15.9,2,1
EcoFibre Ltd,Salem Scrap Yard,paper,6777.0,18.31,14.2,16.2,3,1
Tiruppur Textiles,Coimbatore E-Hub,battery,7581.0,17.41,12.72,15.37,5,1
Tiruppur Textiles,Chennai Polymers,plastic,5296.0,23.99,18.0,21.09,5,1
EcoFibre Ltd,Salem Scrap Yard,textile,7623.0,17.32,14.23,16.04,5,1
Kovai Paper Mills,Chennai Polymers,metal,1052.0,114.52,92.75,100.42,3,1
Electro-Recycle,Salem Scrap Yard,plastic,3956.0,25.78,18.7,21.48,5,1
Tiruppur Textiles,Salem Scrap Yard,battery,6086.0,19.39,13.33,15.83,3,1
Tiruppur Textiles,Salem Scrap Yard,plastic,8922.0,24.39,18.15,21.55,5,1
Tiruppur Textiles,Chennai Polymers,metal,6075.0,125.27,90.95,106.16,4,1
Tiruppur Textiles,Chennai Polymers,plastic,4757.0,25.76,16.09,21.39,5,1
Kovai Paper Mills,Salem Scrap Yard,textile,1864.0,19.04,13.94,16.13,4,1
EcoFibre Ltd,Salem Scrap Yard,paper,2774.0,18.71,12.21,15.82,2,1
Kovai Paper Mills,Salem Steel,textile,1344.0,18.06,12.51,15.5,2,1
EcoFibre Ltd,Coimbatore E-Hub,battery,9260.0,17.8,12.45,14.33,4,1
Electro-Recycle,Salem Steel,battery,8818.0,17.16,12.85,0.0,5,0
Tiruppur Textiles,Salem Scrap Yard,metal,2343.0,124.17,91.57,110.77,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,8296.0,18.86,13.29,16.44,4,1
Tiruppur Textiles,Chennai Polymers,textile,3432.0,19.07,13.85,16.68,3,1
EcoFibre Ltd,Salem Scrap Yard,metal,3202.0,119.71,91.98,112.25,4,1
Kovai Paper Mills,Salem Steel,textile,5061.0,18.1,13.96,15.73,3,1
Kovai Paper Mills,Coimbatore E-Hub,battery,1222.0,18.52,12.88,0.0,4,0
Tiruppur Textiles,Chennai Polymers,paper,6130.0,18.51,12.69,0.0,5,0
Kovai Paper Mills,Coimbatore E-Hub,plastic,9753.0,23.44,17.24,20.37,2,1
Kovai Paper Mills,Salem Steel,plastic,802.0,22.9,16.8,20.61,4,1
EcoFibre Ltd,Coimbatore E-Hub,textile,9589.0,17.01,13.89,15.5,4,1
Electro-Recycle,Salem Scrap Yard,battery,2512.0,16.54,13.06,15.27,2,1
Tiruppur Textiles,Salem Steel,battery,5002.0,18.43,13.53,16.26,5,1
Electro-Recycle,Chennai Polymers,paper,5709.0,17.25,12.01,14.36,3,1
Kovai Paper Mills,Coimbatore E-Hub,paper,5927.0,19.27,12.59,15.72,2,1
Tiruppur Textiles,Salem Scrap Yard,battery,7674.0,17.27,13.63,15.39,2,1
Electro-Recycle,Salem Steel,metal,4250.0,117.86,87.57,98.41,4,1
Electro-Recycle,Chennai Polymers,metal,1994.0,110.77,84.78,98.93,2,1
Kovai Paper Mills,Salem Steel,textile,5583.0,16.62,13.73,15.48,2,1
Kovai Paper Mills,Chennai Polymers,battery,2421.0,18.87,14.11,16.48,4,1
Electro-Recycle,Salem Steel,paper,604.0,18.82,12.61,0.0,2,0
Electro-Recycle,Coimbatore E-Hub,metal,3322.0,118.72,90.65,106.86,5,1
Kovai Paper Mills,Chennai Polymers,battery,936.0,17.03,12.17,15.07,4,1
Electro-Recycle,Salem Steel,metal,1576.0,112.14,91.42,102.85,3,1
Tiruppur Textiles,Chennai Polymers,metal,1413.0,124.57,89.17,107.53,4,1
Electro-Recycle,Salem Steel,battery,3622.0,18.69,12.5,15.29,3,1
EcoFibre Ltd,Coimbatore E-Hub,metal,8091.0,124.68,81.97,102.05,5,1
Kovai Paper Mills,Chennai Polymers,textile,9592.0,17.77,12.77,15.13,3,1
Electro-Recycle,Chennai Polymers,plastic,8824.0,23.73,16.13,19.17,2,1
EcoFibre Ltd,Coimbatore E-Hub,paper,7616.0,19.38,13.95,16.83,4,1
Kovai Paper Mills,Salem Scrap Yard,paper,1885.0,17.73,13.13,15.46,3,1
Electro-Recycle,Chennai Polymers,metal,6469.0,112.84,83.17,98.61,5,1
Tiruppur Textiles,Salem Steel,metal,568.0,115.04,80.33,98.84,3,1
EcoFibre Ltd,Salem Scrap Yard,metal,4518.0,124.9,81.77,100.7,5,1
Kovai Paper Mills,Chennai Polymers,battery,4263.0,18.31,14.03,16.34,2,1
Electro-Recycle,Coimbatore E-Hub,plastic,9882.0,24.37,17.62,20.06,2,1
Electro-Recycle,Salem Scrap Yard,battery,7910.0,18.24,12.28,15.55,4,1
Kovai Paper Mills,Coimbatore E-Hub,paper,5047.0,17.96,13.44,15.68,3,1
Kovai Paper Mills,Salem Steel,paper,6558.0,17.18,13.55,0.0,3,0
Tiruppur Textiles,Salem Scrap Yard,battery,8292.0,17.41,13.08,15.88,3,1
Tiruppur Textiles,Salem Scrap Yard,textile,6969.0,18.55,13.47,15.21,5,1
EcoFibre Ltd,Chennai Polymers,metal,4959.0,112.59,82.86,99.15,4,1
Electro-Recycle,Coimbatore E-Hub,paper,9652.0,18.93,12.29,15.5,5,1
EcoFibre Ltd,Salem Steel,textile,2117.0,16.66,13.29,15.61,4,1
Tiruppur Textiles,Coimbatore E-Hub,battery,7690.0,17.1,12.89,14.96,5,1
Electro-Recycle,Chennai Polymers,metal,880.0,115.73,81.43,96.29,3,1
Tiruppur Textiles,Salem Scrap Yard,plastic,604.0,24.62,17.67,20.93,2,1
Electro-Recycle,Chennai Polymers,plastic,5656.0,22.06,16.06,19.29,3,1
Electro-Recycle,Chennai Polymers,metal,2091.0,124.21,82.33,100.8,4,1
Electro-Recycle,Coimbatore E-Hub,paper,5709.0,18.44,12.25,15.38,5,1
EcoFibre Ltd,Chennai Polymers,plastic,6781.0,25.79,18.91,22.27,3,1
EcoFibre Ltd,Salem Scrap Yard,plastic,798.0,23.65,17.47,0.0,5,0
Kovai Paper Mills,Salem Steel,plastic,5789.0,23.91,18.7,21.73,2,1
EcoFibre Ltd,Chennai Polymers,plastic,5483.0,25.65,17.73,21.81,4,1
Electro-Recycle,Chennai Polymers,plastic,5678.0,23.66,16.22,20.77,4,1
Electro-Recycle,Chennai Polymers,battery,9421.0,16.82,12.45,14.47,5,1
EcoFibre Ltd,Coimbatore E-Hub,battery,8413.0,17.75,13.52,15.46,3,1
Kovai Paper Mills,Chennai Polymers,paper,701.0,18.82,12.89,0.0,4,0
EcoFibre Ltd,Chennai Polymers,plastic,3429.0,25.27,16.55,0.0,3,0
EcoFibre Ltd,Salem Scrap Yard,textile,3761.0,18.91,12.56,16.27,4,1
Electro-Recycle,Salem Scrap Yard,textile,6947.0,18.1,13.53,0.0,4,0
Electro-Recycle,Chennai Polymers,plastic,6496.0,25.47,16.93,21.85,3,1
Electro-Recycle,Salem Steel,metal,8927.0,125.96,94.57,111.91,5,1
Kovai Paper Mills,Coimbatore E-Hub,textile,1079.0,16.74,13.4,0.0,3,0
Kovai Paper Mills,Coimbatore E-Hub,metal,9395.0,120.68,92.25,110.95,4,1
Kovai Paper Mills,Salem Scrap Yard,paper,7409.0,18.78,12.97,15.82,3,1
Tiruppur Textiles,Salem Steel,battery,756.0,17.47,14.06,15.52,5,1
EcoFibre Ltd,Coimbatore E-Hub,plastic,9174.0,24.57,17.71,22.0,4,1
Tiruppur Textiles,Salem Scrap Yard,metal,9116.0,128.15,94.9,0.0,3,0
Tiruppur Textiles,Salem Steel,battery,9708.0,17.49,13.44,0.0,5,0
Tiruppur Textiles,Coimbatore E-Hub,metal,2441.0,129.64,86.56,107.69,4,1
Electro-Recycle,Salem Scrap Yard,metal,2453.0,129.65,86.75,109.77,4,1
EcoFibre Ltd,Salem Scrap Yard,paper,1611.0,18.48,13.74,15.8,3,1
Electro-Recycle,Salem Steel,paper,3184.0,17.61,13.82,15.32,4,1
EcoFibre Ltd,Coimbatore E-Hub,metal,4810.0,118.22,84.77,0.0,4,0
EcoFibre Ltd,Coimbatore E-Hub,plastic,6169.0,23.12,18.66,20.96,2,1
EcoFibre Ltd,Coimbatore E-Hub,metal,5920.0,125.05,86.57,103.55,4,1
Electro-Recycle,Chennai Polymers,textile,6897.0,17.41,12.56,15.08,5,1
Electro-Recycle,Chennai Polymers,textile,2397.0,17.54,13.22,14.91,5,1
Tiruppur Textiles,Salem Scrap Yard,battery,5137.0,18.57,12.6,15.16,2,1
Electro-Recycle,Salem Scrap Yard,battery,3110.0,17.46,13.07,14.87,4,1
Electro-Recycle,Salem Steel,plastic,4186.0,25.3,18.28,0.0,3,0
Kovai Paper Mills,Coimbatore E-Hub,plastic,3534.0,24.2,17.76,20.28,5,1
Electro-Recycle,Salem Scrap Yard,plastic,4566.0,24.18,18.85,22.58,4,1
Kovai Paper Mills,Salem Steel,textile,5660.0,17.07,12.32,14.52,5,1
Tiruppur Textiles,Salem Steel,paper,7852.0,16.86,13.06,14.94,2,1
Kovai Paper Mills,Salem Steel,battery,3579.0,19.28,13.6,16.37,2,1
Tiruppur Textiles,Chennai Polymers,plastic,9490.0,23.61,16.09,0.0,5,0
Kovai Paper Mills,Salem Scrap Yard,textile,8409.0,16.54,13.47,15.69,2,1
Kovai Paper Mills,Chennai Polymers,paper,5529.0,18.69,13.45,0.0,5,0
Electro-Recycle,Salem Steel,paper,9043.0,18.98,12.41,16.06,2,1
Kovai Paper Mills,Salem Scrap Yard,textile,4573.0,18.66,12.84,16.1,5,1
Kovai Paper Mills,Chennai Polymers,plastic,7621.0,22.25,18.92,20.6,2,1
Kovai Paper Mills,Salem Steel,battery,4832.0,19.32,12.63,15.56,4,1
Tiruppur Textiles,Chennai Polymers,plastic,5366.0,23.07,16.18,20.06,2,1
Electro-Recycle,Salem Scrap Yard,paper,7553.0,19.4,13.76,17.23,3,1
EcoFibre Ltd,Chennai Polymers,paper,5769.0,16.87,12.68,14.4,5,1
Tiruppur Textiles,Coimbatore E-Hub,battery,9831.0,17.64,13.76,15.56,3,1
Electro-Recycle,Chennai Polymers,plastic,7976.0,23.63,18.46,19.97,4,1
EcoFibre Ltd,Salem Scrap Yard,battery,1528.0,18.09,14.16,16.16,4,1
Electro-Recycle,Coimbatore E-Hub,battery,2152.0,16.7,12.32,14.43,5,1
Kovai Paper Mills,Salem Scrap Yard,metal,3754.0,129.89,83.53,106.47,3,1
EcoFibre Ltd,Salem Steel,metal,3929.0,127.51,85.1,104.53,2,1
Tiruppur Textiles,Chennai Polymers,battery,6671.0,17.54,13.03,14.81,4,1
Tiruppur Textiles,Salem Scrap Yard,plastic,2229.0,25.05,18.54,22.09,4,1
Tiruppur Textiles,Salem Scrap Yard,textile,662.0,16.98,12.7,15.32,2,1
EcoFibre Ltd,Chennai Polymers,paper,7312.0,17.83,13.74,15.12,2,1
Kovai Paper Mills,Salem Steel,paper,9137.0,16.87,13.82,15.78,2,1
Electro-Recycle,Salem Steel,paper,3794.0,18.02,13.7,15.28,3,1
Electro-Recycle,Chennai Polymers,textile,4850.0,19.15,13.73,15.98,4,1
EcoFibre Ltd,Salem Steel,battery,7383.0,16.91,12.72,14.15,4,1
Electro-Recycle,Chennai Polymers,paper,1817.0,18.26,12.7,15.03,4,1
Kovai Paper Mills,Chennai Polymers,battery,5361.0,19.42,12.36,15.53,5,1
Electro-Recycle,Salem Steel,metal,3505.0,112.78,87.03,101.77,3,1
EcoFibre Ltd,Coimbatore E-Hub,textile,4397.0,18.23,12.55,15.85,2,1
Electro-Recycle,Salem Steel,metal,7550.0,115.98,82.02,100.71,5,1
Electro-Recycle,Coimbatore E-Hub,textile,6555.0,19.06,13.78,17.18,5,1
Electro-Recycle,Salem Steel,metal,2221.0,122.38,89.27,104.53,4,1
Electro-Recycle,Chennai Polymers,paper,2736.0,19.15,12.77,16.08,4,1
Electro-Recycle,Chennai Polymers,metal,9164.0,116.17,83.14,96.74,4,1
Kovai Paper Mills,Salem Steel,textile,4169.0,19.46,13.55,0.0,4,0
Kovai Paper Mills,Salem Steel,battery,7908.0,18.74,14.19,16.29,4,1
Kovai Paper Mills,Salem Steel,textile,6505.0,18.13,13.24,16.02,2,1
Tiruppur Textiles,Chennai Polymers,metal,7285.0,116.95,83.81,97.5,4,1
Tiruppur Textiles,Coimbatore E-Hub,metal,5073.0,115.85,80.69,100.29,5,1
Tiruppur Textiles,Salem Steel,paper,835.0,19.42,12.78,0.0,5,0
Electro-Recycle,Salem Steel,battery,7611.0,17.92,12.35,14.26,3,1
Electro-Recycle,Salem Steel,textile,1076.0,17.87,13.4,0.0,5,0
Electro-Recycle,Coimbatore E-Hub,plastic,9160.0,23.76,17.55,21.14,3,1
Electro-Recycle,Chennai Polymers,metal,1792.0,115.5,92.3,102.4,3,1
Kovai Paper Mills,Coimbatore E-Hub,metal,5655.0,128.18,93.35,107.44,5,1
EcoFibre Ltd,Salem Scrap Yard,paper,7591.0,18.34,12.78,15.51,4,1
Tiruppur Textiles,Chennai Polymers,paper,2177.0,16.96,14.05,14.63,4,1
Kovai Paper Mills,Salem Steel,paper,5087.0,16.67,14.07,0.0,5,0
Electro-Recycle,Coimbatore E-Hub,textile,7551.0,17.87,13.84,15.88,2,1
Kovai Paper Mills,Chennai Polymers,metal,6676.0,114.57,83.06,97.97,2,1
EcoFibre Ltd,Salem Scrap Yard,textile,6411.0,17.48,12.98,0.0,5,0
Tiruppur Textiles,Coimbatore E-Hub,plastic,7602.0,22.58,17.26,19.27,3,1
Kovai Paper Mills,Salem Steel,plastic,2451.0,24.82,16.7,0.0,2,0
Electro-Recycle,Salem Steel,battery,5657.0,17.66,12.44,0.0,3,0
EcoFibre Ltd,Chennai Polymers,paper,7064.0,18.95,13.16,15.66,2,1
Tiruppur Textiles,Coimbatore E-Hub,battery,8699.0,18.72,13.69,0.0,4,0
Electro-Recycle,Coimbatore E-Hub,metal,861.0,124.35,87.75,103.95,2,1
Electro-Recycle,Coimbatore E-Hub,metal,7925.0,115.18,91.23,107.85,3,1
Tiruppur Textiles,Coimbatore E-Hub,battery,2471.0,19.14,13.33,15.22,4,1
Electro-Recycle,Salem Steel,paper,7280.0,16.89,12.85,14.23,5,1
EcoFibre Ltd,Salem Scrap Yard,battery,3439.0,18.18,13.34,15.21,4,1
EcoFibre Ltd,Salem Steel,battery,8345.0,17.15,14.02,14.92,4,1
Kovai Paper Mills,Coimbatore E-Hub,plastic,2886.0,22.84,17.68,20.34,2,1
Tiruppur Textiles,Salem Steel,battery,6123.0,18.01,12.61,15.55,2,1
Tiruppur Textiles,Salem Steel,textile,6085.0,19.29,12.62,15.62,4,1
Electro-Recycle,Coimbatore E-Hub,metal,5415.0,121.86,91.63,106.91,4,1
Tiruppur Textiles,Salem Steel,metal,1702.0,110.25,84.47,96.38,5,1
Tiruppur Textiles,Coimbatore E-Hub,textile,5224.0,17.19,12.35,15.1,4,1
EcoFibre Ltd,Salem Steel,paper,6452.0,17.51,14.24,15.89,3,1
Tiruppur Textiles,Chennai Polymers,paper,3707.0,17.07,13.63,15.18,5,1
Tiruppur Textiles,Chennai Polymers,metal,1566.0,128.66,88.94,102.33,2,1
Kovai Paper Mills,Chennai Polymers,plastic,4142.0,22.19,18.09,20.3,5,1
EcoFibre Ltd,Chennai Polymers,plastic,3741.0,23.72,16.27,19.95,2,1
EcoFibre Ltd,Salem Steel,battery,7563.0,18.88,12.34,0.0,3,0
Kovai Paper Mills,Salem Scrap Yard,battery,5251.0,16.82,13.26,15.08,4,1
EcoFibre Ltd,Chennai Polymers,textile,2522.0,18.22,13.36,15.44,4,1
EcoFibre Ltd,Salem Steel,paper,2936.0,17.09,13.81,14.96,5,1
EcoFibre Ltd,Chennai Polymers,paper,2481.0,17.36,12.06,14.2,4,1
Electro-Recycle,Salem Steel,paper,1315.0,17.67,14.16,15.58,5,1
EcoFibre Ltd,Chennai Polymers,textile,3750.0,17.28,14.1,16.19,4,1
Kovai Paper Mills,Salem Scrap Yard,metal,8237.0,117.18,90.75,105.48,3,1
EcoFibre Ltd,Salem Scrap Yard,battery,5661.0,18.46,12.19,15.36,5,1
Tiruppur Textiles,Salem Steel,battery,1811.0,19.25,14.03,0.0,3,0
Electro-Recycle,Chennai Polymers,textile,6510.0,18.65,12.11,15.34,4,1
Tiruppur Textiles,Coimbatore E-Hub,battery,3710.0,16.99,12.57,0.0,5,0
Kovai Paper Mills,Coimbatore E-Hub,metal,1860.0,121.15,85.19,102.6,2,1
Electro-Recycle,Salem Steel,metal,3815.0,125.5,93.27,109.89,2,1
Electro-Recycle,Coimbatore E-Hub,textile,5234.0,16.78,13.26,14.77,2,1
EcoFibre Ltd,Salem Steel,battery,6485.0,16.78,13.2,14.75,5,1
Electro-Recycle,Coimbatore E-Hub,metal,5184.0,117.0,89.69,0.0,3,0
EcoFibre Ltd,Chennai Polymers,textile,5221.0,17.79,12.34,15.67,5,1
EcoFibre Ltd,Salem Scrap Yard,paper,6581.0,17.45,12.44,14.76,3,1
Electro-Recycle,Salem Steel,plastic,699.0,22.14,18.94,20.93,5,1
Kovai Paper Mills,Coimbatore E-Hub,paper,2494.0,18.9,12.35,15.98,5,1
Tiruppur Textiles,Salem Scrap Yard,plastic,5323.0,24.14,18.53,21.79,3,1
Kovai Paper Mills,Coimbatore E-Hub,textile,9542.0,18.24,13.89,16.3,2,1
Tiruppur Textiles,Chennai Polymers,plastic,3403.0,25.31,18.17,21.6,3,1
Tiruppur Textiles,Coimbatore E-Hub,metal,9745.0,125.08,91.69,110.08,4,1
Electro-Recycle,Chennai Polymers,textile,9593.0,18.97,13.59,15.95,4,1
Kovai Paper Mills,Chennai Polymers,plastic,6595.0,23.99,18.75,21.55,4,1
Kovai Paper Mills,Coimbatore E-Hub,battery,3707.0,18.91,14.13,15.85,3,1
Electro-Recycle,Coimbatore E-Hub,plastic,953.0,25.08,16.24,20.34,3,1
Electro-Recycle,Coimbatore E-Hub,battery,8651.0,17.3,14.11,15.99,3,1
Kovai Paper Mills,Salem Steel,plastic,591.0,25.47,18.18,22.32,5,1
Kovai Paper Mills,Salem Scrap Yard,plastic,8698.0,23.79,18.52,20.83,3,1
Kovai Paper Mills,Chennai Polymers,textile,1901.0,18.91,12.99,16.3,2,1
Kovai Paper Mills,Salem Steel,battery,9519.0,16.98,12.91,14.74,5,1
Kovai Paper Mills,Salem Scrap Yard,metal,2840.0,128.01,90.45,109.39,3,1
Tiruppur Textiles,Coimbatore E-Hub,metal,2924.0,114.21,84.13,94.2,3,1
Electro-Recycle,Salem Scrap Yard,textile,6128.0,17.82,13.63,16.66,2,1
EcoFibre Ltd,Chennai Polymers,metal,2541.0,114.62,83.85,0.0,2,0
Kovai Paper Mills,Salem Steel,plastic,2113.0,22.14,16.44,19.07,2,1
EcoFibre Ltd,Chennai Polymers,plastic,9841.0,24.77,16.65,0.0,3,0
EcoFibre Ltd,Salem Scrap Yard,paper,5120.0,18.91,13.95,16.76,5,1
Electro-Recycle,Salem Scrap Yard,paper,6699.0,19.47,14.15,16.18,4,1
Kovai Paper Mills,Salem Scrap Yard,paper,3921.0,18.94,14.08,17.04,4,1
Tiruppur Textiles,Chennai Polymers,battery,9625.0,16.94,14.17,16.07,3,1
EcoFibre Ltd,Salem Scrap Yard,paper,5594.0,18.39,12.39,15.33,3,1
Kovai Paper Mills,Chennai Polymers,plastic,639.0,24.91,18.38,22.21,4,1
Tiruppur Textiles,Salem Steel,paper,3735.0,17.3,12.34,13.59,4,1
Electro-Recycle,Salem Scrap Yard,battery,7556.0,17.08,12.96,14.99,3,1
Electro-Recycle,Salem Scrap Yard,battery,2501.0,19.17,13.69,17.0,5,1
EcoFibre Ltd,Chennai Polymers,metal,6849.0,111.31,87.97,100.8,3,1
Kovai Paper Mills,Coimbatore E-Hub,textile,8831.0,19.05,12.21,0.0,2,0
Electro-Recycle,Chennai Polymers,paper,557.0,17.6,13.06,15.41,4,1
