city,population,waste_generation,industry_count,land_price,transport_score,recyclers_count,roi_prediction
Erode,2497342.4,8697.5,31,21484.8,9.4,3,4346.48
Coimbatore,2403219.6,6146.9,187,5451.1,6.4,2,4625.38
Erode,6144905.0,6677.9,883,13062.4,6.1,6,1683.4
Tiruppur,7998308.6,7788.9,376,19815.5,2.3,3,3896.48
Salem,4290812.4,9104.2,164,6109.7,2.9,9,1518.95
Salem,4557884.2,4548.9,945,5440.6,7.9,9,770.5
Salem,3417287.3,10403.3,919,32839.8,4.9,7,2235.46
Chennai,755370.4,4955.5,1041,21872.9,9.2,1,7525.89
Chennai,3958240.7,7024.3,100,10803.0,8.9,6,1759.35
Salem,3121122.3,10260.9,799,27271.4,6.7,3,5146.75
Salem,864510.1,9475.5,147,21831.7,5.9,6,2367.48
Coimbatore,7850743.3,8226.0,1084,10241.6,2.3,13,956.53
Erode,664448.2,6786.7,248,30814.6,7.8,14,726.47
Chennai,4048256.5,4436.1,864,37135.5,7.3,3,2230.58
Chennai,4355308.2,12487.6,1000,36095.4,4.7,9,2086.18
Tiruppur,1287998.6,13386.3,748,43803.8,6.6,13,1545.36
Chennai,4376568.1,3628.9,622,19973.2,9.6,3,1833.05
Coimbatore,3313307.8,11295.8,559,23943.4,4.8,5,3393.72
Salem,7046536.1,828.1,103,25987.3,8.4,5,246.0
Salem,6136744.9,11461.7,700,4154.5,5.3,13,1328.67
Coimbatore,5888556.6,5704.6,319,16552.7,6.6,1,8578.83
Coimbatore,961315.6,14587.6,553,24004.7,6.0,9,2434.43
Salem,7366953.1,7177.7,985,14085.8,9.3,1,10869.59
Erode,1591185.2,14622.6,242,4579.7,7.6,1,21975.53
Erode,4164222.9,8346.1,929,43636.6,8.1,10,1255.29
Chennai,2772432.0,1644.9,1193,7264.1,3.7,5,517.02
Chennai,530642.4,5441.7,751,20477.6,2.8,3,2735.46
Salem,3344308.4,11786.9,973,18172.7,2.1,9,1972.09
Erode,7459336.9,14261.0,67,19644.9,5.3,3,7125.83
Chennai,7375859.2,4999.2,727,31917.0,3.9,7,1074.49
Chennai,1101075.2,10688.1,617,3873.0,3.8,2,8049.66
Salem,7356965.0,634.6,377,12128.5,3.2,7,139.49
Coimbatore,6945181.1,5928.4,204,11988.8,3.0,10,889.95
Erode,882001.8,10465.4,1171,19964.0,6.2,11,1436.08
Erode,1276035.3,8388.6,856,12264.7,8.5,3,4224.62
Salem,6656968.9,9825.3,1030,21454.4,2.4,6,2467.74
Erode,1735819.2,6556.5,598,10911.6,4.3,5,1977.52
Salem,2945992.5,6771.0,861,44146.0,10.0,8,1273.66
Tiruppur,1096276.9,6505.5,465,7335.6,8.3,5,1963.8
Erode,3374965.8,1219.9,921,18783.5,5.6,10,190.41
Salem,1918789.0,14207.8,640,14970.6,1.6,4,5337.85
Tiruppur,3390791.9,2182.4,698,34972.6,1.3,13,252.15
Coimbatore,5172556.9,2235.0,150,44115.3,4.9,10,329.63
Chennai,848252.4,4554.9,304,13355.2,3.0,11,622.42
Chennai,3117807.5,6195.2,785,43787.3,2.5,8,1161.55
Salem,1961344.5,11077.4,40,36889.9,8.5,7,2368.01
Coimbatore,4944427.6,2256.2,578,10031.8,2.7,2,1715.68
Erode,1065612.9,8759.2,572,11181.3,1.2,3,4392.53
Tiruppur,5330710.2,2835.4,517,36128.9,1.5,12,353.16
Salem,6773914.9,5710.9,113,17967.3,8.7,3,2857.34
Erode,3820657.1,10923.7,974,16656.2,7.5,10,1647.6
Coimbatore,5143208.3,9345.7,122,13826.7,1.2,12,1167.27
Erode,7129141.0,5265.8,639,18131.8,7.5,10,795.26
Tiruppur,6810100.0,3261.9,878,11006.5,4.5,4,1243.61
Salem,5427100.5,8757.5,66,31718.8,7.1,3,4368.03
Tiruppur,4059586.5,3164.0,207,7873.3,5.7,14,340.78
Chennai,1797086.3,309.5,514,39765.1,2.1,10,44.34
Erode,1826130.2,8261.9,1151,3036.8,5.5,6,2086.86
Erode,899324.7,3752.9,498,21889.4,4.9,10,565.26
Coimbatore,2325158.9,1676.6,78,11986.8,1.6,5,500.85
Tiruppur,6913234.3,1354.8,568,32146.6,5.3,7,291.92
Erode,2563918.0,12007.3,244,3908.3,7.5,5,3610.78
Chennai,6194100.6,8375.1,330,31992.4,9.2,1,12563.71
Chennai,6412455.5,7232.8,1017,23802.2,5.5,10,1092.26
Erode,5417149.1,6957.7,248,32573.8,4.8,7,1487.59
Tiruppur,6634856.4,6720.0,551,31056.8,2.9,2,5041.63
Coimbatore,4502752.8,4476.9,1117,41582.2,8.4,8,846.66
Salem,7911858.0,9156.1,1079,41085.0,9.0,8,1723.94
Tiruppur,1509206.4,397.8,244,17316.7,3.4,1,598.28
Chennai,3084261.7,4774.0,339,17970.0,8.7,6,1198.26
Chennai,1330879.3,12239.1,1145,18248.2,3.1,2,9223.74
Coimbatore,5413282.7,3637.9,1103,41495.9,9.8,7,788.37
Chennai,2998441.0,8132.2,532,32490.3,6.3,14,872.03
Salem,588141.9,10379.3,278,11354.6,2.6,12,1298.61
Tiruppur,2213450.3,3215.3,817,15860.5,7.5,6,816.51
Chennai,4507909.7,14318.7,808,30845.9,4.6,8,2689.14
Erode,1454491.2,4970.3,392,20106.7,1.4,3,2486.52
Salem,1081220.2,1058.8,793,43184.8,4.8,2,799.07
Erode,7984675.4,8073.1,590,5626.3,7.2,11,1107.52
Coimbatore,7998666.2,12070.9,835,8903.2,3.8,13,1398.87
Chennai,937499.5,2475.4,718,14697.1,8.6,3,1261.91
Chennai,6544154.2,672.4,1178,39566.2,4.7,10,106.37
Coimbatore,5881078.8,7845.8,286,23623.6,9.7,10,1178.4
Coimbatore,4081674.5,1123.6,214,5384.4,2.6,9,189.44
Salem,5182819.7,1174.3,316,7671.9,1.3,1,1782.25
Erode,7845812.3,1833.1,96,21551.8,4.9,7,390.44
Erode,2000079.4,7009.1,407,30072.9,2.2,11,954.7
Tiruppur,7432452.5,9330.6,734,41264.4,6.0,14,1000.56
Erode,849050.3,9195.1,1134,15778.7,6.0,11,1263.24
Coimbatore,1745939.3,6925.2,705,34201.9,3.2,14,742.94
Erode,7742949.7,4612.1,604,17077.4,9.2,5,1395.35
Chennai,6659498.5,3120.0,856,28868.2,6.4,11,430.02
Chennai,1042377.6,7346.3,1017,25209.9,9.9,10,1110.54
Chennai,3687849.5,2063.3,670,26546.2,6.3,9,347.89
Erode,7470128.9,7148.1,501,11686.4,2.5,5,2151.5
Erode,3708785.3,13349.7,837,6562.9,6.3,9,2235.23
Chennai,1746945.7,8973.0,740,11903.2,5.4,2,6764.37
Salem,3154953.9,8559.3,145,44079.3,8.0,5,2558.66
Erode,4576061.9,1485.2,1070,5911.3,8.0,3,783.64
Tiruppur,5942719.9,6730.9,645,43265.5,3.3,11,916.88
Salem,3578120.7,6994.1,259,16941.2,6.8,7,1500.98
Tiruppur,1837244.6,1350.9,882,5789.1,8.3,10,213.21
Tiruppur,1390666.9,4392.2,930,36732.4,4.2,11,602.04
Tiruppur,5362583.6,10589.1,462,42968.1,8.1,11,1442.95
Coimbatore,7018731.9,14007.9,675,6589.7,6.0,8,2635.92
Chennai,5158521.5,486.5,872,12730.8,9.0,10,82.29
Chennai,3884974.4,3002.6,408,10447.4,8.2,14,325.19
Chennai,7024632.1,8476.2,812,31417.2,3.6,10,1274.52
Coimbatore,3498331.6,2679.9,599,37117.1,7.6,13,310.17
Coimbatore,2898113.0,14283.7,962,25540.6,5.7,14,1535.05
Chennai,2460765.3,14034.6,937,24705.2,7.9,8,2640.47
Tiruppur,5875985.2,8755.8,45,39961.8,4.6,2,6537.24
Salem,1988817.1,7664.3,54,42859.7,2.0,2,5711.47
Chennai,2975531.0,6561.8,1076,18284.8,1.3,2,4959.08
Coimbatore,4946090.5,2576.2,779,38598.7,2.7,4,968.64
Tiruppur,1611643.3,6611.6,939,21729.0,2.5,3,3325.51
Chennai,3256546.9,1229.5,1199,28124.0,1.6,10,191.34
Tiruppur,854272.1,985.4,128,16876.2,4.7,14,105.27
Coimbatore,3300395.8,11670.6,984,33284.0,6.0,12,1463.21
Erode,3002588.9,1603.3,1081,39600.9,1.0,14,174.1
Coimbatore,2109856.6,1594.0,180,13706.0,8.8,12,201.04
Salem,3251638.6,9204.1,785,14481.0,4.4,12,1155.94
Coimbatore,5346403.9,1917.1,1137,42224.2,5.8,2,1462.58
Tiruppur,1643321.6,6283.2,1141,2096.6,1.4,2,4769.86
Salem,2307391.9,4865.7,304,35357.5,6.8,6,1213.7
Tiruppur,5509794.6,3704.2,967,29229.9,6.7,6,936.36
Erode,2653279.8,11601.0,407,30817.4,5.1,6,2899.73
Chennai,1844767.0,10190.1,1091,41370.0,8.8,11,1394.76
Chennai,2237937.2,4234.1,61,44072.7,7.5,3,2098.38
Coimbatore,4932117.2,8104.9,959,34566.3,8.1,9,1356.95
Salem,740803.4,8927.3,57,3050.1,6.2,4,3353.09
Erode,2735593.1,8416.7,156,41976.5,7.5,4,3145.69
Tiruppur,2225216.2,427.6,46,6516.2,4.9,3,216.65
Coimbatore,4479766.9,11358.3,976,15460.0,7.4,1,17130.04
Erode,651736.0,10882.0,445,30523.0,1.9,3,5437.73
Erode,3788518.5,8896.2,874,41382.2,9.4,10,1338.2
Chennai,3185411.8,6434.3,1069,35245.9,2.2,3,3231.87
Tiruppur,7856633.5,9837.3,278,10394.0,7.9,11,1344.6
Coimbatore,4310204.9,8547.6,130,42277.6,8.2,4,3194.66
Coimbatore,6205819.4,2158.3,111,39252.7,7.5,1,3196.37
Chennai,1066511.9,13665.2,139,24869.9,3.5,2,10237.17
Chennai,7261330.7,2203.4,465,22321.7,6.8,1,3330.88
Erode,1190767.8,5595.4,187,14811.4,8.2,4,2102.71
Salem,1699230.2,6180.9,1092,41243.0,6.3,12,776.67
Coimbatore,874016.3,13527.6,250,16703.0,5.8,9,2255.9
Coimbatore,5765769.3,3312.9,456,31551.3,4.3,4,1241.77
Coimbatore,6822607.7,2792.5,797,3721.8,1.2,11,387.73
Tiruppur,4570584.8,11892.1,930,13049.7,4.3,6,2986.67
Erode,7218070.8,10272.1,83,43737.6,6.4,5,3070.27
Coimbatore,5298154.9,1328.0,1001,11578.9,9.7,7,300.43
Salem,5691696.0,5222.1,1130,30716.0,8.8,4,1978.85
Coimbatore,1442307.3,1629.5,695,8118.0,8.3,12,210.55
Chennai,5394722.3,4723.8,75,44507.5,9.6,3,2345.96
Coimbatore,6150051.7,4214.3,815,36672.1,4.2,9,704.92
Erode,7421868.1,14216.1,1102,3708.4,2.3,14,1531.08
Salem,3965726.2,12853.8,577,32541.9,7.1,8,2412.26
Salem,4726340.6,5458.3,1027,34875.7,4.3,5,1647.08
Tiruppur,1234768.2,10260.4,225,20963.2,5.7,11,1399.19
Tiruppur,3611128.4,10340.7,566,35122.0,6.8,11,1411.02
Chennai,1827896.0,11430.9,729,20253.3,8.5,4,4302.15
Coimbatore,1563999.4,11933.3,702,32130.1,8.8,8,2242.06
Erode,7848576.3,14751.6,225,4823.0,5.8,10,2216.05
Chennai,3807542.0,9358.3,51,36167.2,6.5,13,1076.38
Erode,3369976.4,14361.7,77,17751.2,5.2,5,4306.6
Coimbatore,7943174.5,11392.3,797,37898.7,4.7,12,1425.72
Erode,6422708.8,3069.4,1031,34076.6,5.5,5,931.62
Chennai,4774320.9,7483.6,891,39792.8,9.1,13,866.66
Coimbatore,3917990.3,7824.8,1129,42866.6,6.8,3,3929.42
Tiruppur,4486526.0,9482.9,1133,37825.2,5.9,13,1098.68
Chennai,4358944.4,13657.1,803,23639.0,9.3,9,2283.46
Salem,6911178.6,8545.8,591,10132.6,9.4,6,2148.42
Chennai,3594647.6,13915.9,877,15291.5,1.9,3,6979.17
Tiruppur,1888637.7,7105.1,531,39522.6,1.4,5,2127.36
Erode,2564676.0,9004.0,1185,38293.8,7.5,7,1939.14
Chennai,5184181.3,1872.6,1197,7915.3,3.8,6,487.67
Erode,7136883.2,3083.6,524,44577.4,4.8,7,657.91
Coimbatore,4879202.9,14690.2,842,18616.3,7.9,13,1700.77
Erode,5758891.7,11309.7,1069,17807.5,8.8,8,2133.32
Tiruppur,1481160.7,12667.9,992,22262.7,9.7,9,2121.16
Coimbatore,4492965.5,3183.9,326,44160.9,4.3,9,526.14
Tiruppur,3892586.4,12791.8,168,38603.6,3.4,13,1472.26
Erode,1317673.7,10326.1,462,29862.5,8.3,10,1550.47
Coimbatore,6376101.1,14989.3,771,39872.5,7.9,4,5627.24
Tiruppur,6785220.6,8252.0,452,21296.8,2.1,1,12387.96
Erode,2335543.8,13593.2,121,2435.3,8.8,5,4085.57
Chennai,4023828.7,4513.5,637,43809.7,6.5,2,3384.52
Coimbatore,6217244.9,3503.3,442,9638.4,5.8,10,530.0
Salem,4243876.4,2056.8,1029,6896.4,5.6,3,1064.65
Erode,2318365.9,9638.9,520,12354.4,2.2,12,1207.76
Coimbatore,5074078.5,804.4,184,14911.1,3.1,12,100.51
Erode,3000519.0,10562.3,690,33085.3,7.4,1,15872.09
Chennai,1688669.9,1339.7,404,12022.0,4.1,7,291.46
Erode,3602184.5,10767.9,772,43514.9,3.7,7,2307.85
Erode,5829493.9,11612.8,881,2309.3,5.6,2,8761.22
Chennai,833708.2,10534.4,77,10823.4,8.5,13,1216.72
Erode,6277407.0,8633.9,980,10584.1,3.4,14,931.41
Salem,6660543.6,7093.6,528,8987.7,3.3,5,2137.34
Coimbatore,3897346.5,7059.7,1003,19897.4,9.0,14,762.97
Erode,5269135.8,12781.7,541,33928.0,6.2,13,1475.43
Chennai,2908158.2,5401.6,1059,17254.5,9.0,11,745.95
Coimbatore,3999544.3,8472.9,558,40036.6,8.7,14,908.25
Chennai,2546891.4,7236.8,643,30887.3,5.1,7,1553.66
Chennai,7401347.6,792.1,1188,15725.8,4.9,8,161.57
Erode,7944035.5,7712.6,113,39425.2,8.0,6,1921.54
Coimbatore,1545984.9,9934.5,388,13476.3,3.1,10,1492.43
Tiruppur,2316085.2,13069.6,396,13588.7,6.9,5,3928.17
Erode,6369682.5,8369.1,1117,41302.0,9.1,12,1051.22
Salem,4649276.5,5113.7,310,5796.8,7.1,3,2571.58
Coimbatore,6643438.3,377.3,565,26833.4,7.7,7,85.1
Salem,4771408.6,14750.3,553,38705.0,7.3,8,2766.12
Erode,4454596.3,5494.3,284,4482.7,4.3,3,2758.67
Tiruppur,2217030.7,2255.7,43,32645.4,2.8,7,476.05
Coimbatore,3027633.6,11611.5,506,11883.1,1.1,10,1744.78
Tiruppur,4941092.0,10854.5,1093,14469.8,1.9,3,5456.21
Erode,5027210.3,3777.3,157,32124.9,6.5,1,5639.99
Coimbatore,1113641.8,2085.7,451,32736.9,7.1,8,391.65
Chennai,971994.3,8850.7,564,25610.5,5.1,7,1899.88
Erode,6576418.2,5732.2,537,33834.1,5.2,4,2150.58
Coimbatore,2610604.0,13127.4,738,2981.3,5.9,13,1521.52
Tiruppur,4690347.1,3753.4,949,2514.4,7.1,9,638.33
Tiruppur,6718107.4,11766.6,49,39461.4,2.5,7,2512.11
Coimbatore,1395376.3,2583.1,765,25734.6,2.5,11,355.32
Coimbatore,786506.0,13917.7,1167,18071.2,5.0,13,1613.42
Salem,2005987.0,4680.2,52,18371.0,7.0,10,701.32
Coimbatore,5048198.7,10878.0,814,34168.4,8.6,11,1487.27
Tiruppur,3411583.2,10255.9,144,3791.5,2.4,12,1283.26
Coimbatore,1788241.9,351.1,510,26086.4,4.4,14,38.65
Salem,989463.0,8532.5,199,23123.1,6.2,1,12793.96
Coimbatore,3010576.0,12432.2,703,16869.9,5.5,3,6234.74
Tiruppur,7368441.2,3004.3,98,14060.1,1.8,8,561.79
Chennai,7638789.1,1567.1,932,27980.3,9.7,11,220.16
Tiruppur,4872351.5,6267.0,221,3874.9,9.1,7,1349.54
Coimbatore,5531980.9,1194.2,772,7945.3,9.2,13,144.97
Chennai,7083643.8,12202.7,853,10684.2,6.9,8,2299.02
Tiruppur,2680248.6,6395.8,720,3240.5,4.0,5,1934.62
Coimbatore,4531736.1,10534.6,559,6996.1,8.6,11,1443.1
Erode,884173.0,1936.7,801,31815.4,8.5,7,421.62
Tiruppur,5040895.7,7998.4,535,4354.7,4.6,8,1507.32
Salem,5280156.2,8127.8,566,14017.3,8.6,4,3062.62
Erode,7647504.5,1700.6,1019,24245.7,4.9,8,327.68
Erode,6810271.5,3156.3,267,28290.2,1.9,6,785.23
Tiruppur,997242.4,4427.7,1057,10306.9,9.6,14,482.87
Erode,6561262.3,5660.8,1104,15764.0,1.2,4,2143.55
Chennai,7711376.0,14647.9,967,34448.1,6.1,10,2202.09
Tiruppur,7030729.7,2957.3,772,37027.2,3.5,10,445.13
Chennai,7415072.2,11041.2,1120,23431.2,9.1,9,1850.99
Tiruppur,701722.9,9746.4,333,42690.3,7.2,8,1824.07
Tiruppur,7215918.3,14058.4,515,22055.9,6.0,2,10558.0
Tiruppur,7919634.2,13779.9,316,11236.0,2.6,7,2955.43
Coimbatore,3784763.8,8595.7,368,39569.6,5.7,12,1072.6
Coimbatore,3569288.0,4395.0,151,30625.8,2.3,14,468.18
Salem,767760.7,9089.5,1161,12513.4,9.4,12,1146.53
Erode,7187820.0,5852.1,183,27826.4,8.7,11,797.4
Salem,1924487.5,3451.4,597,2885.2,4.2,9,582.84
Coimbatore,4457970.7,14156.7,990,42801.0,5.8,13,1636.07
Tiruppur,5938693.6,4115.5,726,21394.7,7.1,1,6227.82
Coimbatore,1053848.1,14363.9,1048,37435.8,7.6,1,21602.27
Coimbatore,7674762.6,573.8,216,13184.0,1.4,6,143.48
Coimbatore,1472980.6,2817.6,622,18318.4,8.2,7,611.51
Salem,4184213.8,14995.0,960,24621.9,7.1,11,2051.27
Tiruppur,3175522.0,8655.5,1100,23175.4,3.4,7,1865.57
Tiruppur,2667755.5,14902.8,159,10948.7,5.9,11,2033.54
Tiruppur,6121276.4,10908.3,530,11434.1,5.7,3,5470.91
Tiruppur,4066696.7,5173.6,327,10627.7,7.5,14,557.01
Coimbatore,873819.9,5701.2,1081,5112.1,2.0,13,665.89
Salem,6168255.5,4958.9,992,34331.1,6.8,4,1873.15
Coimbatore,7816133.7,7268.7,121,31714.9,4.0,7,1552.22
Erode,3896208.5,11625.2,950,42576.1,5.5,6,2911.17
Coimbatore,6011414.0,782.6,997,35549.8,7.0,13,94.39
Erode,1213203.5,3787.2,416,25247.7,3.1,4,1420.66
Coimbatore,4778641.7,13207.3,912,31583.7,3.3,3,6616.87
Salem,5546767.7,12079.6,939,24687.3,3.6,9,2019.63
Salem,5798642.3,691.0,780,10144.4,7.2,1,1119.42
Erode,2831525.9,6725.0,471,14285.6,8.8,8,1267.12
Salem,2180425.0,12813.8,665,16151.7,5.2,1,19273.23
Erode,2618794.3,1574.8,681,35151.4,3.5,4,593.1
Chennai,780242.5,3708.5,564,37604.8,4.5,9,617.77
Coimbatore,6626015.2,3294.4,1139,34544.5,2.5,1,4995.36
Chennai,7248058.2,3451.7,447,12562.5,3.7,8,651.24
Erode,5182477.9,4551.5,847,37276.9,2.2,3,2281.72
Coimbatore,3207152.2,11163.6,974,13168.6,1.9,8,2102.91
Coimbatore,1022785.1,3506.4,156,15130.9,1.6,8,656.31
Salem,854214.8,1393.2,1106,42599.9,1.8,8,265.17
Salem,7544093.7,7398.8,580,42513.1,4.9,12,924.02
Chennai,2447060.5,9622.3,68,18344.0,8.5,5,2886.71
Chennai,5584021.5,3348.2,342,16802.3,7.0,14,360.52
Salem,5559257.4,12451.7,394,18302.7,2.6,6,3114.88
Chennai,6183744.1,3860.7,476,30659.4,4.5,8,724.12
Tiruppur,6038924.3,11076.7,1086,36293.5,8.2,12,1389.99
Chennai,6803084.6,5073.1,227,37150.4,7.9,9,842.86
Salem,7535125.4,9970.4,994,10000.2,1.3,5,3007.9
Erode,3472479.9,4105.2,1175,19819.2,4.6,3,2083.98
Salem,4717635.0,14943.7,526,16165.6,4.9,10,2245.31
Erode,4792801.2,14311.3,269,20025.6,9.6,10,2148.72
Salem,4350565.8,9742.7,793,31916.4,7.4,10,1465.53
Coimbatore,2147621.6,13743.2,98,15438.8,2.5,2,10301.2
Coimbatore,6629441.1,5936.1,1063,34192.2,3.2,2,4476.6
Erode,2383836.6,14846.6,1017,40501.8,1.0,6,3715.71
Tiruppur,799446.9,1019.8,614,44096.4,8.7,8,191.67
Coimbatore,697287.5,8937.7,648,34544.5,3.5,11,1219.51
Erode,2419542.2,4695.3,765,22275.6,4.0,1,7089.09
Chennai,7793050.2,3648.4,886,44306.7,6.1,11,499.44
Salem,4253265.7,10503.6,1087,17764.8,2.6,13,1218.27
Chennai,652692.8,8420.1,105,8986.2,8.1,13,973.15
Erode,1837812.5,6443.1,1196,6770.2,6.5,14,699.52
Chennai,5320553.2,8565.1,644,8363.7,5.7,5,2583.08
Coimbatore,2888889.3,6491.7,131,40228.1,2.8,12,806.67
Erode,4786615.8,3126.6,1184,5848.5,1.8,12,400.25
Salem,2104822.5,14034.2,212,20674.2,7.2,8,2632.06
Tiruppur,1464502.7,13226.5,369,19998.5,1.1,4,4960.15
Tiruppur,4773965.7,3395.3,612,9032.0,1.5,4,1285.35
Salem,4832791.3,4774.0,203,4055.0,1.4,7,1025.45
Coimbatore,5764245.1,3177.8,1019,41627.2,5.0,6,800.48
Coimbatore,6510812.7,7972.4,756,2885.7,1.4,14,859.51
Tiruppur,7198638.6,2001.7,761,18473.5,1.9,4,762.09
Coimbatore,5304288.3,5205.4,920,23509.7,5.7,13,605.61
Salem,5676945.2,9892.2,171,9841.5,5.3,12,1237.84
Tiruppur,7057915.1,2316.4,560,12838.4,2.0,8,438.99
Erode,7194995.1,1838.3,1100,29829.9,4.8,6,470.78
Chennai,5107471.6,11744.4,846,44526.2,2.6,7,2517.32
Tiruppur,5316231.2,7694.5,1199,43825.8,6.8,11,1054.34
Salem,6628738.9,1521.0,522,6660.1,3.4,7,333.17
Erode,5019743.0,14972.3,122,37312.9,2.1,2,11201.65
Salem,5323682.0,13560.2,584,18501.9,5.9,6,3397.08
Erode,5861923.4,980.6,302,39989.9,5.0,7,205.54
Erode,5402330.4,981.8,1138,7419.6,6.5,13,122.64
Chennai,2451373.8,10962.3,486,41581.6,6.3,1,16430.76
Tiruppur,6148247.6,4015.6,680,22574.7,1.2,7,864.33
Erode,4987815.4,4332.1,893,33431.5,8.5,2,3275.18
Salem,3382104.3,3055.6,915,36051.5,5.2,1,4621.01
Chennai,3514437.2,1635.9,735,21092.7,4.8,8,312.75
Chennai,7865614.3,12230.9,705,16567.8,5.6,5,3680.68
Erode,7192286.6,6697.5,538,8682.0,7.1,11,918.85
Salem,3874968.4,8341.8,253,43770.2,5.6,13,959.23
Salem,7064462.1,14918.3,153,31638.8,3.8,8,2792.84
Erode,5157771.5,6824.2,59,43963.1,7.3,5,2035.99
Salem,4070319.9,7109.9,341,25034.7,1.3,2,5326.67
Chennai,1846260.5,11489.0,39,11913.0,1.4,13,1324.51
Chennai,7833220.9,6810.5,1091,21924.0,7.6,10,1030.76
Chennai,5415553.4,4242.8,77,18063.0,2.4,13,488.02
Tiruppur,4489304.0,14643.2,902,44952.8,5.7,14,1570.35
Chennai,622712.9,10870.3,574,31469.2,6.1,8,2040.16
Coimbatore,5093385.9,2412.7,1086,44696.3,7.1,14,261.65
Coimbatore,7400366.4,11965.8,79,4949.5,8.8,14,1284.11
Salem,875948.2,3108.8,710,12202.9,1.4,1,4714.82
Erode,2541493.5,2683.8,952,36278.8,5.5,8,508.43
Chennai,2984384.4,8394.7,855,16985.0,9.7,3,4225.79
Coimbatore,2790447.5,9219.0,136,40590.8,1.7,2,6883.47
Coimbatore,5078819.9,8479.3,726,12728.5,1.0,6,2128.28
Coimbatore,4676070.8,14051.8,57,13670.2,9.3,10,2108.86
Coimbatore,4006511.2,14369.9,61,37110.9,6.4,12,1792.44
Erode,3448398.4,12776.7,483,32962.4,7.2,10,1917.27
Tiruppur,3871958.8,8579.6,1095,29376.9,8.9,1,12951.34
Tiruppur,6715937.8,6276.9,599,18013.4,7.3,9,1051.62
Tiruppur,664479.1,14227.3,1003,14944.0,5.5,7,3061.48
Erode,1039725.4,5188.7,484,23403.6,4.3,10,779.97
Erode,3060422.9,5339.9,714,28650.5,3.1,5,1606.98
Salem,2957728.3,5289.4,860,24646.2,7.3,6,1332.71
Tiruppur,6335477.2,3525.3,720,27487.3,9.0,7,762.34
Chennai,7106924.7,5177.8,1013,18946.9,7.4,10,785.59
Salem,7428773.2,12980.4,263,23263.7,7.3,2,9737.9
Coimbatore,2152146.3,11344.1,132,13905.0,5.2,4,4254.98
Chennai,7466344.8,2292.1,733,40987.7,9.1,10,346.13
Coimbatore,3364723.0,8493.4,494,24997.6,9.5,14,912.34
Salem,6248414.3,9082.3,544,43810.6,3.7,13,1046.39
Salem,4142449.1,8223.9,205,18910.8,5.0,12,1028.0
Salem,4098743.0,4991.1,594,21563.9,1.0,13,577.41
Coimbatore,1432524.3,3818.8,212,9732.1,8.2,4,1439.68
Chennai,7670713.7,3625.5,476,2295.1,9.8,13,424.28
Chennai,775470.2,2809.7,617,16945.3,5.8,14,304.47
Chennai,7148246.1,11135.8,347,4939.9,5.1,6,2791.07
Chennai,2719947.4,4833.2,183,12412.7,3.9,9,806.34
Salem,4485776.7,11199.9,1061,40718.9,4.5,10,1684.02
Tiruppur,792107.4,2355.8,600,27501.5,3.6,11,322.86
Chennai,5308338.3,2143.4,730,14576.6,8.5,14,234.92
Chennai,6514015.2,5781.2,616,40315.6,6.3,6,1445.84
Tiruppur,7987886.6,8301.5,441,5124.3,5.5,8,1563.17
Coimbatore,1055551.8,12578.0,755,25544.1,9.9,10,1892.61
Salem,3318172.8,2157.2,700,33289.9,5.3,12,271.49
Erode,5156662.0,8179.5,985,39035.2,9.8,7,1760.57
Salem,3527488.7,12254.7,1091,4649.0,9.4,3,6171.52
Tiruppur,3690335.7,9126.5,248,9532.1,4.1,12,1142.47
Tiruppur,2460101.8,5278.4,606,12491.4,1.4,5,1591.65
Coimbatore,3621128.4,5321.2,757,19685.5,9.3,5,1610.1
Salem,4724775.4,13865.7,375,37114.2,3.5,1,20774.29
Erode,7984869.8,7860.1,1095,39989.9,6.3,4,2960.41
Chennai,3399066.9,3040.4,749,35539.5,9.3,8,574.62
Erode,6002444.4,12881.0,814,4861.3,8.6,6,3237.21
Chennai,3641522.9,12513.3,622,43202.0,6.2,9,2085.27
Coimbatore,6162043.7,11411.1,454,22629.8,1.7,1,17122.81
Tiruppur,6360855.3,417.3,22,2004.7,1.6,2,314.78
Coimbatore,1587468.2,8408.4,436,11869.9,5.6,2,6326.05
Erode,7185141.4,13744.1,1149,27464.6,1.2,2,10340.23
Tiruppur,2598406.9,5255.2,174,21526.5,4.3,10,787.24
Tiruppur,5090820.6,13166.9,33,5864.4,5.2,10,1976.01
Salem,5190576.9,3979.0,1183,7815.4,3.3,4,1520.65
Tiruppur,3394463.9,9561.7,1139,38915.7,2.3,8,1798.32
Tiruppur,7342811.7,13335.4,184,26622.8,2.6,5,3995.51
Coimbatore,2146482.6,1244.3,120,44095.5,4.2,7,257.83
Erode,568478.9,11670.4,654,38875.3,8.1,3,5840.59
Coimbatore,6054466.2,1014.1,580,28837.9,9.8,14,111.13
Tiruppur,3794978.8,14665.0,1017,33800.9,1.3,3,7345.34
Coimbatore,4759364.6,1524.9,499,3200.1,9.0,6,393.75
Chennai,1245699.4,14359.2,690,36824.0,2.1,11,1958.31
Salem,1759165.7,6522.9,1016,14212.5,4.0,11,897.4
Tiruppur,3599304.8,8841.1,510,38669.3,5.5,3,4418.16
Coimbatore,5096021.4,10419.5,217,28015.2,7.4,2,7810.43
Erode,7449976.7,6299.3,615,18444.6,1.3,11,861.64
