plant,equipment,power_usage,operating_hours,production,season,temperature
Coimbatore Sorting Hub,Hydraulic Baler,121.09,2.6,2536.3,monsoon,37.8
Coimbatore Sorting Hub,Compactor Press,594.78,9.0,6750.7,monsoon,39.9
Tiruppur Weaving Plant,Compactor Press,924.17,19.1,4257.6,summer,28.3
Coimbatore Sorting Hub,Hydraulic Baler,583.42,13.0,2856.6,spring,33.9
Tiruppur Weaving Plant,Hydraulic Baler,268.34,3.9,1530.0,spring,40.1
Tiruppur Weaving Plant,Hydraulic Baler,407.15,6.5,6721.4,monsoon,39.3
Salem Compressed Scrap,Compactor Press,785.54,17.3,731.9,spring,32.8
Tiruppur Weaving Plant,Shredder Mill,1368.88,16.3,2645.3,winter,36.4
Coimbatore Sorting Hub,Compactor Press,375.14,5.1,8902.8,monsoon,41.6
Chennai Extrusion Center,Hydraulic Baler,1121.42,23.0,6540.0,winter,39.7
Coimbatore Sorting Hub,Shredder Mill,626.49,7.1,1867.9,monsoon,38.2
Salem Compressed Scrap,Compactor Press,440.73,8.8,3403.3,spring,34.5
Chennai Extrusion Center,Shredder Mill,545.24,6.1,2928.6,monsoon,21.9
Coimbatore Sorting Hub,Compactor Press,1059.33,22.9,4652.7,spring,33.2
Salem Compressed Scrap,Pelletizer Extruder,496.37,3.3,6639.4,summer,31.9
Salem Compressed Scrap,Shredder Mill,1802.32,20.0,4133.9,summer,40.4
Tiruppur Weaving Plant,Shredder Mill,1614.94,18.0,3185.2,spring,38.8
Chennai Extrusion Center,Hydraulic Baler,913.41,18.2,3726.1,monsoon,37.8
Chennai Extrusion Center,Shredder Mill,1851.38,20.3,6736.7,summer,33.2
Tiruppur Weaving Plant,Compactor Press,296.39,2.6,9580.5,summer,21.5
Chennai Extrusion Center,Compactor Press,1101.59,21.2,8449.3,spring,30.0
Salem Compressed Scrap,Shredder Mill,2025.0,22.0,7619.5,summer,39.5
Tiruppur Weaving Plant,Pelletizer Extruder,1754.33,14.5,2174.2,winter,16.0
Chennai Extrusion Center,Compactor Press,933.1,18.3,9576.1,monsoon,16.2
Salem Compressed Scrap,Compactor Press,805.84,13.5,7942.6,monsoon,37.9
Coimbatore Sorting Hub,Compactor Press,971.31,18.2,8464.9,monsoon,23.7
Salem Compressed Scrap,Hydraulic Baler,654.52,14.2,1349.8,spring,23.6
Chennai Extrusion Center,Hydraulic Baler,1020.36,19.5,6620.1,spring,33.3
Coimbatore Sorting Hub,Hydraulic Baler,581.22,9.4,8543.8,summer,36.7
Salem Compressed Scrap,Shredder Mill,851.22,9.0,2073.3,winter,39.4
Coimbatore Sorting Hub,Shredder Mill,285.01,2.2,2369.0,summer,40.5
Salem Compressed Scrap,Shredder Mill,1672.45,18.8,2419.6,summer,28.8
Tiruppur Weaving Plant,Hydraulic Baler,1035.74,21.0,3524.1,winter,36.4
Chennai Extrusion Center,Hydraulic Baler,407.69,5.8,6693.4,winter,33.3
Chennai Extrusion Center,Shredder Mill,1850.82,20.5,9792.9,monsoon,33.0
Salem Compressed Scrap,Shredder Mill,605.92,6.8,609.5,spring,31.9
Coimbatore Sorting Hub,Compactor Press,789.01,14.0,6017.1,monsoon,21.6
Salem Compressed Scrap,Shredder Mill,519.87,4.7,6653.7,monsoon,26.1
Tiruppur Weaving Plant,Hydraulic Baler,1208.48,23.6,9304.6,spring,24.1
Chennai Extrusion Center,Shredder Mill,2018.2,22.7,6445.4,winter,17.9
Tiruppur Weaving Plant,Shredder Mill,1761.25,20.0,4087.7,monsoon,34.5
Tiruppur Weaving Plant,Compactor Press,766.59,14.4,5877.1,winter,17.6
Tiruppur Weaving Plant,Compactor Press,639.47,10.9,8939.7,summer,31.0
Coimbatore Sorting Hub,Compactor Press,573.85,11.6,763.6,summer,31.3
Tiruppur Weaving Plant,Compactor Press,633.18,9.9,8890.0,monsoon,33.6
Coimbatore Sorting Hub,Shredder Mill,525.89,5.6,1083.2,summer,27.9
Tiruppur Weaving Plant,Hydraulic Baler,129.67,2.7,3390.8,summer,29.9
Coimbatore Sorting Hub,Shredder Mill,1353.0,15.5,547.3,summer,15.5
Tiruppur Weaving Plant,Hydraulic Baler,354.9,4.2,7431.7,monsoon,28.6
Salem Compressed Scrap,Hydraulic Baler,584.92,10.5,4015.0,spring,25.3
Tiruppur Weaving Plant,Compactor Press,697.67,13.4,6412.0,monsoon,25.8
Salem Compressed Scrap,Compactor Press,1154.63,22.5,8905.1,summer,23.6
Tiruppur Weaving Plant,Compactor Press,238.63,2.4,8906.5,winter,41.0
Salem Compressed Scrap,Shredder Mill,2080.14,23.5,7054.9,winter,39.8
Salem Compressed Scrap,Compactor Press,1159.28,23.9,2234.8,winter,29.6
Chennai Extrusion Center,Compactor Press,299.73,5.7,2749.5,spring,25.9
Salem Compressed Scrap,Pelletizer Extruder,286.94,2.4,2754.3,summer,35.1
Salem Compressed Scrap,Pelletizer Extruder,2830.39,22.4,8780.7,spring,34.3
Chennai Extrusion Center,Compactor Press,645.75,12.0,7604.6,spring,37.0
Tiruppur Weaving Plant,Hydraulic Baler,495.71,10.2,5192.8,winter,32.5
Tiruppur Weaving Plant,Compactor Press,465.54,8.3,5910.8,summer,18.9
Salem Compressed Scrap,Compactor Press,655.37,13.5,1365.3,winter,40.9
Chennai Extrusion Center,Compactor Press,728.27,13.6,7471.3,spring,22.4
Salem Compressed Scrap,Pelletizer Extruder,895.75,6.9,2587.2,summer,23.0
Tiruppur Weaving Plant,Shredder Mill,724.93,7.7,4179.8,monsoon,28.8
Chennai Extrusion Center,Shredder Mill,1923.22,20.9,9078.2,monsoon,25.0
Tiruppur Weaving Plant,Pelletizer Extruder,2785.97,22.6,6022.8,summer,23.2
Chennai Extrusion Center,Hydraulic Baler,967.52,21.8,2383.9,spring,22.4
Tiruppur Weaving Plant,Shredder Mill,627.35,6.4,6986.2,winter,23.4
Salem Compressed Scrap,Hydraulic Baler,812.82,15.9,3142.5,winter,25.1
Chennai Extrusion Center,Shredder Mill,623.23,6.5,1920.3,spring,36.2
Tiruppur Weaving Plant,Compactor Press,424.73,9.7,780.4,winter,23.8
Tiruppur Weaving Plant,Compactor Press,981.67,20.0,6086.5,summer,32.6
Salem Compressed Scrap,Shredder Mill,1414.51,15.6,6795.4,winter,37.1
Tiruppur Weaving Plant,Pelletizer Extruder,2224.4,17.8,5112.9,monsoon,39.3
Coimbatore Sorting Hub,Hydraulic Baler,853.88,16.8,5351.4,spring,24.4
Chennai Extrusion Center,Pelletizer Extruder,786.47,5.1,8600.9,spring,33.5
Salem Compressed Scrap,Shredder Mill,1670.96,18.7,4180.2,monsoon,22.6
Coimbatore Sorting Hub,Hydraulic Baler,137.87,2.3,3857.1,spring,24.0
Chennai Extrusion Center,Shredder Mill,1879.34,20.7,9275.0,spring,29.8
Coimbatore Sorting Hub,Shredder Mill,560.14,4.8,9118.3,monsoon,26.8
Chennai Extrusion Center,Hydraulic Baler,1076.88,21.2,7512.3,winter,38.3
Chennai Extrusion Center,Compactor Press,163.0,4.3,1788.4,spring,21.0
Chennai Extrusion Center,Compactor Press,1113.69,23.3,6235.5,winter,33.8
Salem Compressed Scrap,Compactor Press,434.54,9.1,511.8,winter,28.6
Tiruppur Weaving Plant,Shredder Mill,1467.99,16.9,1813.2,summer,19.4
Chennai Extrusion Center,Shredder Mill,1270.5,14.7,1378.4,winter,33.4
Chennai Extrusion Center,Shredder Mill,648.36,6.1,4147.2,monsoon,30.1
Coimbatore Sorting Hub,Compactor Press,666.41,12.9,6138.7,spring,16.6
Chennai Extrusion Center,Hydraulic Baler,806.11,14.9,8079.5,monsoon,37.5
Coimbatore Sorting Hub,Pelletizer Extruder,599.13,3.9,7739.4,spring,15.7
Coimbatore Sorting Hub,Hydraulic Baler,659.41,13.5,7919.8,summer,15.5
Coimbatore Sorting Hub,Hydraulic Baler,1001.66,18.9,8691.4,summer,19.6
Coimbatore Sorting Hub,Shredder Mill,1845.37,20.7,3641.7,spring,36.6
Chennai Extrusion Center,Shredder Mill,614.44,5.5,8605.0,monsoon,17.4
Chennai Extrusion Center,Hydraulic Baler,730.44,13.6,6207.1,summer,39.5
Chennai Extrusion Center,Hydraulic Baler,757.25,17.8,729.1,winter,41.1
Tiruppur Weaving Plant,Hydraulic Baler,564.82,11.2,3373.0,monsoon,19.0
Chennai Extrusion Center,Pelletizer Extruder,393.81,2.5,1932.3,monsoon,39.7
Salem Compressed Scrap,Shredder Mill,1366.53,15.3,1173.6,summer,39.0
Chennai Extrusion Center,Pelletizer Extruder,2143.13,17.3,5954.5,monsoon,21.7
Tiruppur Weaving Plant,Compactor Press,275.64,5.2,1978.1,winter,17.9
Coimbatore Sorting Hub,Compactor Press,550.09,10.1,9905.9,monsoon,18.0
Salem Compressed Scrap,Hydraulic Baler,1062.1,23.3,2302.0,spring,32.2
Chennai Extrusion Center,Shredder Mill,1682.93,19.3,3095.1,winter,19.9
Chennai Extrusion Center,Compactor Press,514.21,9.9,6634.1,winter,16.6
Chennai Extrusion Center,Compactor Press,378.01,8.3,1490.9,winter,37.1
Coimbatore Sorting Hub,Pelletizer Extruder,2388.31,18.2,9790.7,spring,20.2
Salem Compressed Scrap,Pelletizer Extruder,1205.6,8.8,5747.9,summer,39.6
Coimbatore Sorting Hub,Hydraulic Baler,630.55,11.3,6509.9,summer,35.1
Coimbatore Sorting Hub,Compactor Press,433.83,6.4,7041.6,winter,35.6
Chennai Extrusion Center,Compactor Press,1142.03,21.7,8948.2,spring,22.7
Salem Compressed Scrap,Hydraulic Baler,386.79,6.1,5452.0,summer,31.3
Tiruppur Weaving Plant,Shredder Mill,665.95,6.3,6848.1,summer,19.7
Coimbatore Sorting Hub,Pelletizer Extruder,2200.76,17.5,4250.2,winter,41.0
Tiruppur Weaving Plant,Compactor Press,968.58,20.6,1679.5,spring,29.1
Coimbatore Sorting Hub,Compactor Press,391.82,6.6,7879.1,spring,39.4
Salem Compressed Scrap,Compactor Press,744.75,13.6,7339.5,winter,15.4
Salem Compressed Scrap,Shredder Mill,1059.34,12.4,2240.6,spring,28.1
Coimbatore Sorting Hub,Compactor Press,953.16,17.9,2871.9,monsoon,39.9
Coimbatore Sorting Hub,Compactor Press,1098.25,20.2,9102.4,winter,40.5
Salem Compressed Scrap,Pelletizer Extruder,2884.6,22.9,6873.2,monsoon,19.8
Coimbatore Sorting Hub,Pelletizer Extruder,1918.04,14.5,8344.6,monsoon,21.1
Tiruppur Weaving Plant,Pelletizer Extruder,2330.29,18.1,8088.8,summer,20.8
Chennai Extrusion Center,Compactor Press,385.11,8.2,827.7,spring,21.0
Coimbatore Sorting Hub,Pelletizer Extruder,690.38,5.3,2279.1,summer,25.9
Tiruppur Weaving Plant,Compactor Press,506.57,9.0,2241.6,winter,35.1
Salem Compressed Scrap,Shredder Mill,531.6,5.2,8089.0,spring,24.1
Chennai Extrusion Center,Shredder Mill,1953.78,21.8,3905.6,summer,22.6
Coimbatore Sorting Hub,Pelletizer Extruder,799.59,5.6,6358.8,spring,28.1
Tiruppur Weaving Plant,Pelletizer Extruder,2126.07,17.3,4198.9,summer,39.0
Chennai Extrusion Center,Shredder Mill,1846.53,21.5,1458.6,monsoon,34.3
Chennai Extrusion Center,Shredder Mill,242.28,2.2,3210.7,winter,22.2
Salem Compressed Scrap,Pelletizer Extruder,611.71,3.8,7988.3,winter,34.5
Coimbatore Sorting Hub,Pelletizer Extruder,1953.43,15.3,8336.1,monsoon,27.9
Salem Compressed Scrap,Pelletizer Extruder,345.62,2.4,4529.2,winter,16.2
Coimbatore Sorting Hub,Compactor Press,712.68,13.5,6094.9,spring,36.9
Salem Compressed Scrap,Shredder Mill,1292.87,13.2,8850.4,spring,16.9
Chennai Extrusion Center,Pelletizer Extruder,708.51,3.9,9894.4,spring,30.4
Chennai Extrusion Center,Hydraulic Baler,1078.69,22.2,1572.2,spring,39.2
Salem Compressed Scrap,Hydraulic Baler,782.77,16.9,1140.4,winter,18.1
Coimbatore Sorting Hub,Compactor Press,277.24,5.1,708.5,monsoon,30.5
Chennai Extrusion Center,Pelletizer Extruder,764.53,5.1,5581.1,winter,27.8
Chennai Extrusion Center,Compactor Press,911.68,18.0,4085.6,summer,23.8
Chennai Extrusion Center,Pelletizer Extruder,2899.53,22.8,5867.4,monsoon,40.3
Tiruppur Weaving Plant,Pelletizer Extruder,521.36,3.8,2108.2,spring,34.3
Coimbatore Sorting Hub,Shredder Mill,1368.6,15.2,4586.8,winter,33.4
Chennai Extrusion Center,Hydraulic Baler,947.48,18.1,8894.7,summer,41.9
Tiruppur Weaving Plant,Compactor Press,344.01,6.0,6329.3,spring,23.8
Chennai Extrusion Center,Shredder Mill,1156.29,12.8,6709.5,winter,36.2
Salem Compressed Scrap,Shredder Mill,1964.77,22.1,6082.0,spring,21.9
Chennai Extrusion Center,Hydraulic Baler,995.9,18.7,8666.6,spring,34.6
Salem Compressed Scrap,Hydraulic Baler,327.16,5.0,5244.6,monsoon,15.3
Salem Compressed Scrap,Shredder Mill,280.67,2.6,2062.8,summer,37.7
Chennai Extrusion Center,Pelletizer Extruder,1124.0,9.0,1852.6,summer,34.3
Tiruppur Weaving Plant,Compactor Press,1109.39,21.5,8598.8,spring,15.3
Tiruppur Weaving Plant,Hydraulic Baler,1166.83,21.8,9078.3,winter,24.2
Tiruppur Weaving Plant,Hydraulic Baler,1137.44,23.8,1532.3,spring,17.6
Chennai Extrusion Center,Pelletizer Extruder,2866.93,23.8,1340.2,winter,24.3
Salem Compressed Scrap,Shredder Mill,1149.82,12.8,5786.2,spring,36.3
Tiruppur Weaving Plant,Shredder Mill,1778.31,20.0,3023.6,winter,27.3
Salem Compressed Scrap,Pelletizer Extruder,2721.87,21.4,8125.1,monsoon,16.0
Tiruppur Weaving Plant,Pelletizer Extruder,858.7,6.7,5433.5,winter,31.7
Coimbatore Sorting Hub,Pelletizer Extruder,1284.68,9.2,9231.6,summer,31.3
Coimbatore Sorting Hub,Compactor Press,771.48,15.9,2009.4,winter,34.3
Chennai Extrusion Center,Hydraulic Baler,250.96,2.7,8296.4,monsoon,41.3
Chennai Extrusion Center,Pelletizer Extruder,2353.47,19.0,3998.2,monsoon,29.0
Coimbatore Sorting Hub,Pelletizer Extruder,960.91,6.8,9304.3,winter,32.0
Coimbatore Sorting Hub,Hydraulic Baler,292.88,5.4,2093.9,winter,26.2
Salem Compressed Scrap,Shredder Mill,1877.93,21.8,3146.7,winter,27.3
Chennai Extrusion Center,Hydraulic Baler,442.22,9.2,1168.0,spring,28.1
Salem Compressed Scrap,Shredder Mill,949.63,9.0,9728.3,monsoon,37.8
Tiruppur Weaving Plant,Hydraulic Baler,399.93,7.3,6973.7,monsoon,25.8
Tiruppur Weaving Plant,Pelletizer Extruder,1338.53,10.3,3833.2,summer,27.1
Chennai Extrusion Center,Pelletizer Extruder,1255.99,9.8,5175.0,winter,25.0
Tiruppur Weaving Plant,Compactor Press,1043.33,20.4,9874.5,spring,22.5
Salem Compressed Scrap,Compactor Press,947.9,17.9,5744.4,spring,32.2
Tiruppur Weaving Plant,Pelletizer Extruder,2157.93,16.8,7396.0,summer,24.0
Coimbatore Sorting Hub,Shredder Mill,1908.99,20.3,8961.7,summer,22.8
Chennai Extrusion Center,Compactor Press,433.05,8.8,2641.3,summer,25.2
Coimbatore Sorting Hub,Hydraulic Baler,651.33,11.4,6929.4,monsoon,34.9
Tiruppur Weaving Plant,Shredder Mill,1689.02,19.1,2706.8,monsoon,41.7
Chennai Extrusion Center,Shredder Mill,2031.25,22.8,1486.4,spring,38.9
Tiruppur Weaving Plant,Pelletizer Extruder,1309.99,10.3,5870.1,spring,30.9
Coimbatore Sorting Hub,Hydraulic Baler,816.75,17.3,3399.5,summer,18.0
Chennai Extrusion Center,Compactor Press,677.09,11.8,7525.0,spring,22.1
Chennai Extrusion Center,Shredder Mill,254.64,2.4,3605.7,spring,36.9
Salem Compressed Scrap,Hydraulic Baler,861.94,19.0,2788.9,monsoon,20.2
Salem Compressed Scrap,Pelletizer Extruder,2905.27,23.0,6219.3,spring,33.7
Chennai Extrusion Center,Pelletizer Extruder,1463.31,11.5,3935.4,spring,22.8
Tiruppur Weaving Plant,Hydraulic Baler,385.58,6.9,3659.0,spring,15.7
Chennai Extrusion Center,Shredder Mill,742.26,8.0,4821.0,winter,24.6
Salem Compressed Scrap,Hydraulic Baler,1130.72,23.1,6281.9,winter,34.5
Salem Compressed Scrap,Compactor Press,741.98,14.8,5129.8,winter,17.3
Tiruppur Weaving Plant,Hydraulic Baler,802.6,14.2,9932.7,monsoon,16.8
Coimbatore Sorting Hub,Compactor Press,670.6,13.3,2759.5,spring,36.8
Chennai Extrusion Center,Hydraulic Baler,337.3,4.5,9750.8,winter,32.6
Tiruppur Weaving Plant,Shredder Mill,1223.85,13.5,3293.3,spring,37.3
Tiruppur Weaving Plant,Compactor Press,516.33,9.7,4946.0,summer,20.3
Salem Compressed Scrap,Shredder Mill,1560.3,17.2,6712.0,monsoon,39.0
Coimbatore Sorting Hub,Hydraulic Baler,1065.63,23.2,1481.1,winter,28.5
Tiruppur Weaving Plant,Pelletizer Extruder,926.62,6.9,7133.9,summer,40.6
Salem Compressed Scrap,Compactor Press,1116.13,20.3,9254.3,winter,30.9
Tiruppur Weaving Plant,Compactor Press,682.08,11.6,6137.6,spring,38.6
Coimbatore Sorting Hub,Hydraulic Baler,145.49,2.7,6261.5,summer,17.3
Coimbatore Sorting Hub,Compactor Press,621.17,12.8,4676.5,summer,26.5
Coimbatore Sorting Hub,Pelletizer Extruder,2464.29,20.2,1525.3,spring,16.8
Tiruppur Weaving Plant,Compactor Press,662.96,11.7,8839.2,winter,32.5
Coimbatore Sorting Hub,Compactor Press,197.9,3.6,1117.0,spring,15.9
Coimbatore Sorting Hub,Compactor Press,473.63,9.3,3505.9,monsoon,30.4
Tiruppur Weaving Plant,Compactor Press,1084.58,22.2,3204.6,summer,16.7
Tiruppur Weaving Plant,Compactor Press,1178.23,23.6,7985.2,summer,17.8
Salem Compressed Scrap,Compactor Press,778.94,16.9,1577.0,spring,26.0
Coimbatore Sorting Hub,Shredder Mill,1836.01,20.6,6128.4,monsoon,28.4
Coimbatore Sorting Hub,Shredder Mill,1991.85,22.9,4024.6,spring,40.1
Salem Compressed Scrap,Shredder Mill,997.02,11.6,878.8,spring,36.0
Tiruppur Weaving Plant,Shredder Mill,567.28,6.5,1601.0,winter,39.5
Salem Compressed Scrap,Hydraulic Baler,236.31,3.1,4412.4,winter,41.4
Tiruppur Weaving Plant,Compactor Press,239.48,3.3,5334.3,spring,25.8
Salem Compressed Scrap,Hydraulic Baler,767.76,17.1,4477.6,winter,19.5
Salem Compressed Scrap,Hydraulic Baler,835.76,14.9,7898.4,winter,30.4
Chennai Extrusion Center,Pelletizer Extruder,954.49,6.8,8196.4,winter,30.1
Salem Compressed Scrap,Shredder Mill,1347.67,15.2,805.1,winter,33.1
Salem Compressed Scrap,Shredder Mill,1955.21,22.4,3491.5,summer,26.2
Chennai Extrusion Center,Hydraulic Baler,259.2,4.6,4170.7,summer,20.8
Salem Compressed Scrap,Hydraulic Baler,513.2,12.1,591.2,spring,31.5
Chennai Extrusion Center,Hydraulic Baler,158.32,2.9,2708.0,monsoon,32.5
Chennai Extrusion Center,Compactor Press,1090.51,20.9,8425.6,summer,34.0
Tiruppur Weaving Plant,Compactor Press,983.45,20.3,5129.8,spring,32.4
Coimbatore Sorting Hub,Hydraulic Baler,912.16,18.7,2489.7,winter,38.1
Tiruppur Weaving Plant,Shredder Mill,759.23,7.3,7739.9,monsoon,27.5
Chennai Extrusion Center,Hydraulic Baler,780.29,15.8,3955.2,spring,17.1
Chennai Extrusion Center,Pelletizer Extruder,2560.6,20.4,4464.4,monsoon,39.0
Coimbatore Sorting Hub,Pelletizer Extruder,605.67,3.8,9480.9,winter,32.2
Tiruppur Weaving Plant,Pelletizer Extruder,2680.19,21.8,2631.1,spring,29.0
Tiruppur Weaving Plant,Shredder Mill,1509.06,16.4,6748.3,spring,25.3
Salem Compressed Scrap,Compactor Press,226.94,3.8,6435.4,summer,23.1
Salem Compressed Scrap,Hydraulic Baler,240.9,3.3,4068.8,summer,30.9
Tiruppur Weaving Plant,Shredder Mill,1480.57,15.4,7108.6,winter,15.4
Chennai Extrusion Center,Hydraulic Baler,671.51,11.4,5079.7,spring,23.3
Tiruppur Weaving Plant,Compactor Press,1138.77,23.3,2416.1,winter,32.6
Coimbatore Sorting Hub,Compactor Press,838.62,16.7,6821.9,spring,40.8
Coimbatore Sorting Hub,Compactor Press,704.91,13.8,4258.9,winter,23.8
Coimbatore Sorting Hub,Hydraulic Baler,763.1,16.9,3982.6,monsoon,20.7
Salem Compressed Scrap,Compactor Press,549.48,10.3,5638.9,spring,26.6
Chennai Extrusion Center,Compactor Press,968.32,21.2,816.6,winter,37.5
Tiruppur Weaving Plant,Hydraulic Baler,438.39,6.5,5672.3,monsoon,18.8
Salem Compressed Scrap,Compactor Press,570.02,10.0,7954.4,monsoon,24.6
Tiruppur Weaving Plant,Compactor Press,353.64,4.7,7203.1,monsoon,31.5
Chennai Extrusion Center,Shredder Mill,839.48,7.9,8568.6,spring,24.5
Salem Compressed Scrap,Hydraulic Baler,875.34,19.2,636.8,monsoon,41.3
Coimbatore Sorting Hub,Pelletizer Extruder,390.92,2.4,5798.9,monsoon,30.2
Chennai Extrusion Center,Shredder Mill,1221.08,13.1,6397.2,spring,25.9
Salem Compressed Scrap,Hydraulic Baler,227.92,3.3,4099.2,spring,30.1
Salem Compressed Scrap,Hydraulic Baler,1144.47,23.9,4356.1,monsoon,23.5
Tiruppur Weaving Plant,Compactor Press,1123.79,23.3,5986.4,summer,20.8
Coimbatore Sorting Hub,Pelletizer Extruder,2380.51,19.4,3664.7,monsoon,16.7
Coimbatore Sorting Hub,Shredder Mill,852.13,7.9,9855.6,spring,22.5
Tiruppur Weaving Plant,Compactor Press,465.3,7.6,8457.9,monsoon,34.6
Coimbatore Sorting Hub,Hydraulic Baler,644.84,10.4,9580.5,summer,28.5
Chennai Extrusion Center,Compactor Press,427.23,6.9,5795.4,spring,34.3
Tiruppur Weaving Plant,Shredder Mill,887.36,9.0,9486.8,winter,32.4
Salem Compressed Scrap,Shredder Mill,542.57,5.2,9797.0,spring,22.6
Tiruppur Weaving Plant,Pelletizer Extruder,757.92,5.5,2983.8,summer,25.7
Chennai Extrusion Center,Shredder Mill,1925.83,21.6,9941.6,summer,17.2
Tiruppur Weaving Plant,Shredder Mill,1973.09,21.8,9116.6,summer,22.6
Coimbatore Sorting Hub,Pelletizer Extruder,1172.09,9.0,4781.2,spring,20.8
Chennai Extrusion Center,Compactor Press,810.44,16.9,1863.8,winter,39.9
Tiruppur Weaving Plant,Shredder Mill,728.25,6.9,7780.3,monsoon,35.7
Coimbatore Sorting Hub,Pelletizer Extruder,387.46,2.0,7480.3,winter,22.6
Chennai Extrusion Center,Hydraulic Baler,471.31,6.4,8360.2,spring,16.8
Tiruppur Weaving Plant,Shredder Mill,516.66,3.7,9518.7,monsoon,24.1
Tiruppur Weaving Plant,Shredder Mill,974.64,10.8,3265.8,winter,39.1
Salem Compressed Scrap,Hydraulic Baler,1078.89,23.5,1043.8,spring,22.2
Tiruppur Weaving Plant,Compactor Press,710.9,14.0,7851.0,spring,37.8
Chennai Extrusion Center,Hydraulic Baler,606.45,11.6,7292.0,summer,18.5
Coimbatore Sorting Hub,Pelletizer Extruder,1971.28,15.2,5315.9,monsoon,38.9
Tiruppur Weaving Plant,Hydraulic Baler,689.62,11.7,8164.7,monsoon,36.2
Salem Compressed Scrap,Compactor Press,1066.13,22.1,3111.3,monsoon,19.0
Chennai Extrusion Center,Hydraulic Baler,494.83,9.1,5702.8,monsoon,29.8
Chennai Extrusion Center,Compactor Press,798.35,16.2,2440.3,monsoon,35.8
Chennai Extrusion Center,Shredder Mill,548.47,5.8,2226.2,monsoon,34.4
Chennai Extrusion Center,Hydraulic Baler,513.09,10.6,809.0,monsoon,27.4
Chennai Extrusion Center,Compactor Press,344.75,5.8,3674.6,summer,31.4
Salem Compressed Scrap,Pelletizer Extruder,2521.65,19.6,7634.6,summer,26.5
Chennai Extrusion Center,Shredder Mill,1742.56,20.1,2551.0,winter,34.4
Tiruppur Weaving Plant,Shredder Mill,1180.96,12.7,4523.2,spring,18.4
Coimbatore Sorting Hub,Hydraulic Baler,358.03,6.1,2194.1,monsoon,30.4
Coimbatore Sorting Hub,Shredder Mill,737.76,8.8,1425.8,spring,15.9
Chennai Extrusion Center,Hydraulic Baler,961.47,17.9,8037.6,summer,39.0
Chennai Extrusion Center,Compactor Press,270.86,5.0,1336.4,spring,17.3
Coimbatore Sorting Hub,Shredder Mill,1513.52,15.5,9336.8,winter,41.4
Salem Compressed Scrap,Hydraulic Baler,1046.71,23.0,1913.0,summer,31.7
Salem Compressed Scrap,Pelletizer Extruder,477.21,3.5,2257.1,spring,31.3
Coimbatore Sorting Hub,Shredder Mill,1102.48,12.3,1146.5,summer,21.3
Coimbatore Sorting Hub,Hydraulic Baler,514.21,9.8,4738.1,spring,21.3
Coimbatore Sorting Hub,Shredder Mill,1991.74,23.2,1484.0,monsoon,29.9
Coimbatore Sorting Hub,Compactor Press,628.34,10.5,9761.1,monsoon,20.4
Coimbatore Sorting Hub,Compactor Press,482.81,9.5,2284.5,winter,15.4
Salem Compressed Scrap,Hydraulic Baler,541.88,9.6,5831.7,monsoon,37.1
Salem Compressed Scrap,Hydraulic Baler,678.72,11.9,6532.7,summer,41.1
Salem Compressed Scrap,Shredder Mill,1983.59,21.5,9926.0,winter,34.9
Salem Compressed Scrap,Compactor Press,1088.01,21.2,7038.4,summer,35.0
Salem Compressed Scrap,Compactor Press,764.95,13.9,8226.6,spring,31.4
Chennai Extrusion Center,Shredder Mill,682.55,6.4,4397.0,winter,29.4
Tiruppur Weaving Plant,Hydraulic Baler,685.36,15.1,1033.9,summer,31.9
Salem Compressed Scrap,Hydraulic Baler,276.32,5.9,3286.8,summer,25.0
Coimbatore Sorting Hub,Hydraulic Baler,456.37,8.5,2843.8,monsoon,36.8
Tiruppur Weaving Plant,Pelletizer Extruder,703.76,5.3,4666.3,summer,23.8
Coimbatore Sorting Hub,Shredder Mill,1602.34,18.1,4957.2,monsoon,35.5
Chennai Extrusion Center,Pelletizer Extruder,1553.04,12.9,520.7,summer,29.8
Chennai Extrusion Center,Compactor Press,1008.96,18.3,6888.8,winter,29.7
Salem Compressed Scrap,Shredder Mill,868.13,9.3,1851.4,summer,40.7
Coimbatore Sorting Hub,Shredder Mill,1731.28,19.9,2549.2,monsoon,26.5
Coimbatore Sorting Hub,Hydraulic Baler,235.66,5.6,1990.1,winter,23.5
Salem Compressed Scrap,Compactor Press,1030.88,20.0,7381.2,spring,30.4
Tiruppur Weaving Plant,Compactor Press,684.93,13.2,6267.1,winter,16.3
Chennai Extrusion Center,Shredder Mill,611.6,5.9,6901.7,summer,22.9
Tiruppur Weaving Plant,Compactor Press,900.4,18.4,2957.8,winter,23.8
Tiruppur Weaving Plant,Pelletizer Extruder,1596.68,12.8,1223.5,winter,40.3
Chennai Extrusion Center,Pelletizer Extruder,864.21,6.8,2534.0,winter,19.4
Chennai Extrusion Center,Hydraulic Baler,327.51,4.6,8438.1,summer,37.3
Chennai Extrusion Center,Shredder Mill,984.2,10.5,6587.9,spring,36.0
Salem Compressed Scrap,Pelletizer Extruder,1014.22,7.9,7085.6,spring,26.1
Chennai Extrusion Center,Hydraulic Baler,618.85,13.6,681.5,spring,25.3
Chennai Extrusion Center,Shredder Mill,1776.25,20.4,2213.5,monsoon,33.9
Chennai Extrusion Center,Compactor Press,418.71,8.2,3986.1,winter,35.5
Salem Compressed Scrap,Hydraulic Baler,824.86,13.9,8911.7,spring,36.7
